"COMMON.NAME","SCIENTIFIC.NAME"
"White-rumped Munia","Lonchura striata"
"White-throated Kingfisher","Halcyon smyrnensis"
"Changeable Hawk-Eagle","Nisaetus cirrhatus"
"Yellow Bittern","Ixobrychus sinensis"
"Andaman Crake","Rallina canningi"
"Andaman Boobook","Ninox affinis"
"Andaman Nightjar","Caprimulgus andamanicus"
"Andaman Teal","Anas albogularis"
"Andaman Treepie","Dendrocitta bayleii"
"Andaman Wood-Pigeon","Columba palumboides"
"Ashy Drongo","Dicrurus leucophaeus"
"Ashy Minivet","Pericrocotus divaricatus"
"Square-tailed Drongo-Cuckoo","Surniculus lugubris"
"Baillon's Crake","Zapornia pusilla"
"Black-browed Reed Warbler","Acrocephalus bistrigiceps"
"Beach Thick-knee","Esacus magnirostris"
"Black-tailed Godwit","Limosa limosa"
"Black Baza","Aviceda leuphotes"
"Black Bittern","Ixobrychus flavicollis"
"Blue-eared Kingfisher","Alcedo meninting"
"Black-hooded Oriole","Oriolus xanthornus"
"Black-naped Tern","Sterna sumatrana"
"Blyth's Paradise-Flycatcher","Terpsiphone affinis"
"Brahminy Kite","Haliastur indus"
"Brown-backed Needletail","Hirundapus giganteus"
"Hume's Boobook","Ninox obscura"
"Chinese Pond-Heron","Ardeola bacchus"
"Cinnamon Bittern","Ixobrychus cinnamomeus"
"Clamorous Reed Warbler","Acrocephalus stentoreus"
"Common Greenshank","Tringa nebularia"
"Eurasian Moorhen","Gallinula chloropus"
"Common Snipe","Gallinago gallinago"
"Cotton Pygmy-Goose","Nettapus coromandelianus"
"Curlew Sandpiper","Calidris ferruginea"
"Daurian Starling","Agropsar sturninus"
"Dollarbird","Eurystomus orientalis"
"Dusky Warbler","Phylloscopus fuscatus"
"White-nest Swiftlet","Aerodramus fuciphagus"
"Eurasian Coot","Fulica atra"
"Eurasian Curlew","Numenius arquata"
"Eyebrowed Thrush","Turdus obscurus"
"Forest Wagtail","Dendronanthus indicus"
"Gray Heron","Ardea cinerea"
"Chinese Sparrowhawk","Accipiter soloensis"
"Green Sandpiper","Tringa ochropus"
"Greater Sand-Plover","Charadrius leschenaultii"
"Intermediate Egret","Ardea intermedia"
"Lesser Whistling-Duck","Dendrocygna javanica"
"Little Ringed Plover","Charadrius dubius"
"Long-toed Stint","Calidris subminuta"
"Malayan Night-Heron","Gorsachius melanolophus"
"Mangrove Whistler","Pachycephala cinerea"
"Marsh Sandpiper","Tringa stagnatilis"
"Scaly-breasted Munia","Lonchura punctulata"
"Orange-headed Thrush","Geokichla citrina"
"Oriental Pratincole","Glareola maldivarum"
"Oriental Reed Warbler","Acrocephalus orientalis"
"Pheasant-tailed Jacana","Hydrophasianus chirurgus"
"Pin-tailed Snipe","Gallinago stenura"
"Andaman Green-Pigeon","Treron chloropterus"
"Purple Heron","Ardea purpurea"
"Gray-headed Swamphen","Porphyrio poliocephalus"
"Red-necked Stint","Calidris ruficollis"
"Red-rumped Swallow","Cecropis daurica"
"Red-throated Pipit","Anthus cervinus"
"Ruddy-breasted Crake","Zapornia fusca"
"Slaty-breasted Rail","Lewinia striata"
"Mongolian Short-toed Lark","Calandrella dukhunensis"
"Amur Stonechat","Saxicola stejnegeri"
"Striated Heron","Butorides striata"
"Taiga Flycatcher","Ficedula albicilla"
"Thick-billed Warbler","Arundinax aedon"
"Violet Cuckoo","Chrysococcyx xanthorhynchus"
"White-breasted Waterhen","Amaurornis phoenicurus"
"Wood Sandpiper","Tringa glareola"
"Yellow-browed Warbler","Phylloscopus inornatus"
"Ashy-crowned Sparrow-Lark","Eremopterix griseus"
"Ashy Prinia","Prinia socialis"
"Asian Openbill","Anastomus oscitans"
"Bay-backed Shrike","Lanius vittatus"
"Baya Weaver","Ploceus philippinus"
"Black-crowned Night-Heron","Nycticorax nycticorax"
"Black-winged Kite","Elanus caeruleus"
"Black-winged Stilt","Himantopus himantopus"
"Blue-faced Malkoha","Phaenicophaeus viridirostris"
"Black-headed Ibis","Threskiornis melanocephalus"
"Blyth's Reed Warbler","Acrocephalus dumetorum"
"Blyth's Pipit","Anthus godlewskii"
"Bonelli's Eagle","Aquila fasciata"
"Booted Eagle","Hieraaetus pennatus"
"Booted Warbler","Iduna caligata"
"Brahminy Starling","Sturnia pagodarum"
"Barn Owl","Tyto alba"
"Chestnut-bellied Sandgrouse","Pterocles exustus"
"Yellow-throated Sparrow","Gymnoris xanthocollis"
"Chestnut-tailed Starling","Sturnia malabarica"
"Common Iora","Aegithina tiphia"
"Indian Peafowl","Pavo cristatus"
"Common Tailorbird","Orthotomus sutorius"
"Oriental Darter","Anhinga melanogaster"
"Western Yellow Wagtail","Motacilla flava"
"Eurasian Collared-Dove","Streptopelia decaocto"
"Eurasian Kestrel","Falco tinnunculus"
"Green Bee-eater","Merops orientalis"
"Great Cormorant","Phalacrocorax carbo"
"Greater Coucal","Centropus sinensis"
"Greater Spotted Eagle","Clanga clanga"
"Gray Francolin","Ortygornis pondicerianus"
"Gray-breasted Prinia","Prinia hodgsonii"
"Eurasian Hoopoe","Upupa epops"
"Indian Cormorant","Phalacrocorax fuscicollis"
"Indian Nightjar","Caprimulgus asiaticus"
"Indian Robin","Copsychus fulicatus"
"Indian Roller","Coracias benghalensis"
"Indian Silverbill","Euodice malabarica"
"Indian Gray Hornbill","Ocyceros birostris"
"Indian Golden Oriole","Oriolus kundoo"
"Indian Spotted Eagle","Clanga hastata"
"Indian Scops-Owl","Otus bakkamoena"
"Indian Spot-billed Duck","Anas poecilorhyncha"
"Jerdon's Bushlark","Mirafra affinis"
"Jungle Babbler","Argya striata"
"Jungle Myna","Acridotheres fuscus"
"Kentish Plover","Charadrius alexandrinus"
"Large Gray Babbler","Argya malcolmi"
"Laughing Dove","Streptopelia senegalensis"
"Lesser Whitethroat","Curruca curruca"
"Little Cormorant","Microcarbo niger"
"Little Grebe","Tachybaptus ruficollis"
"Little Tern","Sternula albifrons"
"Loten's Sunbird","Cinnyris lotenius"
"Long-tailed Shrike","Lanius schach"
"Oriental Honey-buzzard","Pernis ptilorhynchus"
"Paddyfield Pipit","Anthus rufulus"
"Pale-billed Flowerpecker","Dicaeum erythrorhynchos"
"Painted Stork","Mycteria leucocephala"
"Pallid Harrier","Circus macrourus"
"Pied Bushchat","Saxicola caprata"
"Pied Kingfisher","Ceryle rudis"
"Plain Prinia","Prinia inornata"
"Plum-headed Parakeet","Psittacula cyanocephala"
"Purple-rumped Sunbird","Leptocoma zeylonica"
"Purple Sunbird","Cinnyris asiaticus"
"Red Avadavat","Amandava amandava"
"Red-naped Ibis","Pseudibis papillosa"
"Red-vented Bulbul","Pycnonotus cafer"
"Red-wattled Lapwing","Vanellus indicus"
"River Tern","Sterna aurantia"
"Rose-ringed Parakeet","Psittacula krameri"
"Rosy Starling","Pastor roseus"
"Rufous-tailed Lark","Ammomanes phoenicura"
"Shikra","Accipiter badius"
"Siberian Stonechat","Saxicola maurus"
"Spot-billed Pelican","Pelecanus philippensis"
"Spotted Dove","Streptopelia chinensis"
"Spotted Owlet","Athene brama"
"Spotted Redshank","Tringa erythropus"
"Tawny-bellied Babbler","Dumetia hyperythra"
"Temminck's Stint","Calidris temminckii"
"Tricolored Munia","Lonchura malacca"
"White-browed Bulbul","Pycnonotus luteolus"
"White-browed Wagtail","Motacilla maderaspatensis"
"Woolly-necked Stork","Ciconia episcopus"
"Yellow-billed Babbler","Argya affinis"
"Yellow-wattled Lapwing","Vanellus malabaricus"
"Zitting Cisticola","Cisticola juncidis"
"Ashy Woodswallow","Artamus fuscus"
"Indian Paradise-Flycatcher","Terpsiphone paradisi"
"Asian Pied Starling","Gracupica contra"
"Asian Palm-Swift","Cypsiurus balasiensis"
"Barred Buttonquail","Turnix suscitator"
"Blue-bearded Bee-eater","Nyctyornis athertoni"
"Blue-capped Rock-Thrush","Monticola cinclorhyncha"
"Black-headed Cuckooshrike","Lalage melanoptera"
"Black-rumped Flameback","Dinopium benghalense"
"Black Eagle","Ictinaetus malaiensis"
"Black Kite","Milvus migrans"
"Brown-capped Pygmy Woodpecker","Yungipicus nanus"
"Brown-breasted Flycatcher","Muscicapa muttui"
"Brown-cheeked Fulvetta","Alcippe poioicephala"
"Brown-headed Barbet","Psilopogon zeylanicus"
"Bronze-winged Jacana","Metopidius indicus"
"Blue Rock-Thrush","Monticola solitarius"
"Blue-throated Flycatcher","Cyornis rubeculoides"
"Citrine Wagtail","Motacilla citreola"
"Common Hawk-Cuckoo","Hierococcyx varius"
"Common Babbler","Argya caudata"
"Common Buzzard","Buteo buteo"
"Common Chiffchaff","Phylloscopus collybita"
"Common Pochard","Aythya ferina"
"Common Woodshrike","Tephrodornis pondicerianus"
"Coppersmith Barbet","Psilopogon haemacephalus"
"Crested Treeswift","Hemiprocne coronata"
"Fulvous Whistling-Duck","Dendrocygna bicolor"
"Glossy Ibis","Plegadis falcinellus"
"Golden-fronted Leafbird","Chloropsis aurifrons"
"Gray Junglefowl","Gallus sonneratii"
"Cinereous Tit","Parus cinereus"
"Greenish Warbler","Phylloscopus trochiloides"
"Green Warbler","Phylloscopus nitidus"
"Jungle Nightjar","Caprimulgus indicus"
"Hair-crested Drongo","Dicrurus hottentottus"
"Hume's Warbler","Phylloscopus humei"
"Indian Courser","Cursorius coromandelicus"
"Indian Pitta","Pitta brachyura"
"Indian Scimitar-Babbler","Pomatorhinus horsfieldii"
"Jerdon's Leafbird","Chloropsis jerdoni"
"Jerdon's Nightjar","Caprimulgus atripennis"
"Jungle Bush-Quail","Perdicula asiatica"
"Jungle Owlet","Glaucidium radiatum"
"Jungle Prinia","Prinia sylvatica"
"Large-billed Leaf Warbler","Phylloscopus magnirostris"
"Little Stint","Calidris minuta"
"Little Swift","Apus affinis"
"Montagu's Harrier","Circus pygargus"
"Northern Shoveler","Spatula clypeata"
"Olive-backed Pipit","Anthus hodgsoni"
"Oriental Skylark","Alauda gulgula"
"Paddyfield Warbler","Acrocephalus agricola"
"Painted Spurfowl","Galloperdix lunulata"
"Peregrine Falcon","Falco peregrinus"
"Pied Cuckoo","Clamator jacobinus"
"Gray-bellied Cuckoo","Cacomantis passerinus"
"Gray-fronted Green-Pigeon","Treron affinis"
"Puff-throated Babbler","Pellorneum ruficeps"
"Red Spurfowl","Galloperdix spadicea"
"Richard's Pipit","Anthus richardi"
"Rock Bush-Quail","Perdicula argoondah"
"Rock Pigeon","Columba livia"
"Rufous-fronted Prinia","Prinia buchanani"
"Rufous Treepie","Dendrocitta vagabunda"
"Savanna Nightjar","Caprimulgus affinis"
"Short-toed Snake-Eagle","Circaetus gallicus"
"Sirkeer Malkoha","Taccocua leschenaultii"
"Small Pratincole","Glareola lactea"
"Spot-breasted Fantail","Rhipidura albogularis"
"Streaked Weaver","Ploceus manyar"
"Streak-throated Woodpecker","Picus xanthopygaeus"
"Sykes's Warbler","Iduna rama"
"Tawny Lark","Galerida deva"
"Tawny Pipit","Anthus campestris"
"Thick-billed Flowerpecker","Dicaeum agile"
"Tickell's Blue Flycatcher","Cyornis tickelliae"
"Tickell's Leaf Warbler","Phylloscopus affinis"
"Ultramarine Flycatcher","Ficedula superciliaris"
"Verditer Flycatcher","Eumyias thalassinus"
"White-bellied Drongo","Dicrurus caerulescens"
"White-browed Fantail","Rhipidura aureola"
"White-cheeked Barbet","Psilopogon viridis"
"White-eyed Buzzard","Butastur teesa"
"White-rumped Shama","Copsychus malabaricus"
"Wire-tailed Swallow","Hirundo smithii"
"Yellow-browed Bulbul","Iole indica"
"Yellow-eyed Babbler","Chrysomma sinense"
"Yellow-footed Green-Pigeon","Treron phoenicopterus"
"Yellow-legged Buttonquail","Turnix tanki"
"Yellow-throated Bulbul","Pycnonotus xantholaemus"
"Mottled Wood-Owl","Strix ocellata"
"Black-crested Bulbul","Rubigula flaviventris"
"Brown-headed Gull","Chroicocephalus brunnicephalus"
"Common Tern","Sterna hirundo"
"Eurasian Wigeon","Mareca penelope"
"Garganey","Spatula querquedula"
"Gull-billed Tern","Gelochelidon nilotica"
"Gray-headed Lapwing","Vanellus cinereus"
"Northern Pintail","Anas acuta"
"Pallas's Grasshopper Warbler","Helopsaltes certhiola"
"Ruddy Shelduck","Tadorna ferruginea"
"Ruff","Calidris pugnax"
"Terek Sandpiper","Xenus cinereus"
"Western Reef-Heron","Egretta gularis"
"Whiskered Tern","Chlidonias hybrida"
"Black-headed Gull","Chroicocephalus ridibundus"
"Dusky Crag-Martin","Ptyonoprogne concolor"
"Pallas's Gull","Ichthyaetus ichthyaetus"
"Eurasian Marsh-Harrier","Circus aeruginosus"
"Caspian Tern","Hydroprogne caspia"
"Eurasian Spoonbill","Platalea leucorodia"
"Gadwall","Mareca strepera"
"Greater Flamingo","Phoenicopterus roseus"
"Greater Painted-Snipe","Rostratula benghalensis"
"Pied Avocet","Recurvirostra avosetta"
"Orange-breasted Green-Pigeon","Treron bicinctus"
"Red-crested Pochard","Netta rufina"
"Broad-billed Sandpiper","Calidris falcinellus"
"Knob-billed Duck","Sarkidiornis melanotos"
"Rufous Woodpecker","Micropternus brachyurus"
"Asian Barred Owlet","Glaucidium cuculoides"
"Bay Woodpecker","Blythipicus pyrrhotis"
"Beautiful Nuthatch","Sitta formosa"
"Black Stork","Ciconia nigra"
"Black-backed Forktail","Enicurus immaculatus"
"Blue-eared Barbet","Psilopogon duvaucelii"
"Blue-throated Barbet","Psilopogon asiaticus"
"Black-throated Sunbird","Aethopyga saturata"
"Blue Whistling-Thrush","Myophonus caeruleus"
"Bronzed Drongo","Dicrurus aeneus"
"Buff-breasted Babbler","Pellorneum tickelli"
"Chestnut-bellied Nuthatch","Sitta cinnamoventris"
"Collared Treepie","Dendrocitta frontalis"
"Common Merganser","Mergus merganser"
"Crested Goshawk","Accipiter trivirgatus"
"Eurasian Tree Sparrow","Passer montanus"
"Eyebrowed Wren-Babbler","Napothera epilepidota"
"Golden Babbler","Cyanoderma chrysaeum"
"Great Barbet","Psilopogon virens"
"Greater Flameback","Chrysocolaptes guttacristatus"
"Great Hornbill","Buceros bicornis"
"Common Green-Magpie","Cissa chinensis"
"Gray Bushchat","Saxicola ferreus"
"Gray Peacock-Pheasant","Polyplectron bicalcaratum"
"Gray Treepie","Dendrocitta formosae"
"Gray-backed Shrike","Lanius tephronotus"
"Gray-chinned Minivet","Pericrocotus solaris"
"Gray-cheeked Warbler","Phylloscopus poliogenys"
"Gray-headed Canary-Flycatcher","Culicicapa ceylonensis"
"Gray-headed Parrotbill","Psittiparus gularis"
"Gray-throated Babbler","Stachyris nigriceps"
"Hill Prinia","Prinia superciliaris"
"Indochinese Roller","Coracias affinis"
"Jerdon's Baza","Aviceda jerdoni"
"Large Niltava","Niltava grandis"
"Large Woodshrike","Tephrodornis virgatus"
"Lesser Necklaced Laughingthrush","Garrulax monileger"
"Lesser Coucal","Centropus bengalensis"
"Lesser Shortwing","Brachypteryx leucophris"
"Lesser Yellownape","Picus chlorolophus"
"Lineated Barbet","Psilopogon lineatus"
"Long-tailed Sibia","Heterophasia picaoides"
"Lesser Racket-tailed Drongo","Dicrurus remifer"
"Mountain Imperial-Pigeon","Ducula badia"
"Nepal Fulvetta","Alcippe nipalensis"
"Orange-bellied Leafbird","Chloropsis hardwickii"
"Oriental Turtle-Dove","Streptopelia orientalis"
"Pale Blue Flycatcher","Cyornis unicolor"
"Pale-headed Woodpecker","Gecinulus grantia"
"Pygmy Flycatcher","Ficedula hodgsoni"
"Rufous-breasted Bush-Robin","Tarsiger hyperythrus"
"Red-billed Scimitar-Babbler","Pomatorhinus ochraceiceps"
"Red-headed Trogon","Harpactes erythrocephalus"
"Rufous-backed Sibia","Leioptila annectens"
"Rusty-fronted Barwing","Actinodura egertoni"
"Rufous-faced Warbler","Abroscopus albogularis"
"Rufous-gorgeted Flycatcher","Ficedula strophiata"
"Rufous-headed Parrotbill","Psittiparus bakeri"
"Rufous-necked Laughingthrush","Pterorhinus ruficollis"
"Rufous-throated Fulvetta","Schoeniparus rufogularis"
"Sapphire Flycatcher","Ficedula sapphira"
"Silver-eared Mesia","Leiothrix argentauris"
"Slaty-blue Flycatcher","Ficedula tricolor"
"Slaty-backed Forktail","Enicurus schistaceus"
"Slaty-bellied Tesia","Tesia olivea"
"Small Niltava","Niltava macgrigoriae"
"Snowy-browed Flycatcher","Ficedula hyperythra"
"Snowy-throated Babbler","Stachyris oglei"
"Spotted Forktail","Enicurus maculatus"
"Spot-winged Starling","Saroglossa spilopterus"
"Striated Grassbird","Megalurus palustris"
"Streaked Spiderhunter","Arachnothera magna"
"Striated Yuhina","Staphida castaniceps"
"Streaked Wren-Babbler","Gypsophila brevicaudata"
"Sultan Tit","Melanochlora sultanea"
"White-crowned Forktail","Enicurus leschenaulti"
"White-crested Laughingthrush","Garrulax leucolophus"
"White-capped Redstart","Phoenicurus leucocephalus"
"White-hooded Babbler","Gampsorhynchus rufulus"
"White Wagtail","Motacilla alba"
"Whiskered Yuhina","Yuhina flavicollis"
"White-naped Yuhina","Yuhina bakeri"
"White-throated Bulbul","Alophoixus flaveolus"
"White-throated Fantail","Rhipidura albicollis"
"White-tailed Flycatcher","Cyornis concretus"
"Great Myna","Acridotheres grandis"
"Wreathed Hornbill","Rhyticeros undulatus"
"Yellow-bellied Fairy-Fantail","Chelidorhynx hypoxanthus"
"Yellow-bellied Warbler","Abroscopus superciliaris"
"Banded Bay Cuckoo","Cacomantis sonneratii"
"Barred Cuckoo-Dove","Macropygia unchall"
"Bengal Bushlark","Mirafra assamica"
"Black-winged Cuckooshrike","Lalage melaschistos"
"Black Bulbul","Hypsipetes leucocephalus"
"Black-breasted Thrush","Turdus dissimilis"
"Blue-winged Minla","Actinodura cyanouroptera"
"Daurian Redstart","Phoenicurus auroreus"
"Crimson Sunbird","Aethopyga siparaja"
"Golden-throated Barbet","Psilopogon franklinii"
"Greater Yellownape","Chrysophlegma flavinucha"
"Gray-capped Pygmy Woodpecker","Yungipicus canicapillus"
"Gray-throated Martin","Riparia chinensis"
"Gray-winged Blackbird","Turdus boulboul"
"Himalayan Swiftlet","Aerodramus brevirostris"
"Hodgson's Redstart","Phoenicurus hodgsoni"
"Kalij Pheasant","Lophura leucomelanos"
"Maroon Oriole","Oriolus traillii"
"Mountain Tailorbird","Phyllergates cucullatus"
"Oriental Pied-Hornbill","Anthracoceros albirostris"
"Pin-tailed Green-Pigeon","Treron apicauda"
"Plumbeous Redstart","Phoenicurus fuliginosus"
"Red Junglefowl","Gallus gallus"
"River Lapwing","Vanellus duvaucelii"
"Rufous-bellied Eagle","Lophotriorchis kienerii"
"Rufous-bellied Niltava","Niltava sundara"
"Scaly Thrush","Zoothera dauma"
"Silver-breasted Broadbill","Serilophus lunatus"
"Pin-striped Tit-Babbler","Mixornis gularis"
"Wedge-tailed Green-Pigeon","Treron sphenurus"
"White-winged Duck","Asarcornis scutulata"
"Yellow-vented Warbler","Phylloscopus cantator"
"Beautiful Sibia","Heterophasia pulchella"
"Pale-billed Parrotbill","Chleuasicus atrosuperciliaris"
"Blyth's Leaf Warbler","Phylloscopus reguloides"
"Buff-chested Babbler","Cyanoderma ambiguum"
"Mountain Bulbul","Ixos mcclellandii"
"Rufous-capped Babbler","Cyanoderma ruficeps"
"Black Redstart","Phoenicurus ochruros"
"Long-tailed Broadbill","Psarisomus dalhousiae"
"Eurasian Wryneck","Jynx torquilla"
"Large Hawk-Cuckoo","Hierococcyx sparverioides"
"Little Spiderhunter","Arachnothera longirostra"
"Black-eared Shrike-Babbler","Pteruthius melanotis"
"Black-faced Laughingthrush","Trochalopteron affine"
"Blue-fronted Redstart","Phoenicurus frontalis"
"Brown Dipper","Cinclus pallasii"
"Bar-winged Flycatcher-shrike","Hemipus picatus"
"Bar-winged Wren-Babbler","Spelaeornis troglodytoides"
"Chestnut-bellied Rock-Thrush","Monticola rufiventris"
"Chestnut-crowned Laughingthrush","Trochalopteron erythrocephalum"
"Collared Owlet","Taenioptynx brodiei"
"Himalayan Cutia","Cutia nipalensis"
"Dark-breasted Rosefinch","Procarduelis nipalensis"
"Dark-rumped Rosefinch","Carpodacus edwardsii"
"Eurasian Jay","Garrulus glandarius"
"Eurasian Nutcracker","Nucifraga caryocatactes"
"Yellow-billed Blue-Magpie","Urocissa flavirostris"
"Green-backed Tit","Parus monticolus"
"Green Cochoa","Cochoa viridis"
"Little Bunting","Emberiza pusilla"
"Little Forktail","Enicurus scouleri"
"Mishmi Wren-Babbler","Spelaeornis badeigularis"
"Red-billed Leiothrix","Leiothrix lutea"
"Red-tailed Minla","Minla ignotincta"
"Rufous-breasted Accentor","Prunella strophiata"
"Rusty-flanked Treecreeper","Certhia nipalensis"
"Russet Sparrow","Passer cinnamomeus"
"Rufous-winged Fulvetta","Schoeniparus castaneceps"
"Streak-breasted Scimitar-Babbler","Pomatorhinus ruficollis"
"Scaly Laughingthrush","Trochalopteron subunicolor"
"Striated Laughingthrush","Grammatoptila striata"
"Streak-throated Barwing","Actinodura waldeni"
"Ashy Bulbul","Hemixos flavala"
"Ashy-throated Warbler","Phylloscopus maculipennis"
"Black-chinned Yuhina","Yuhina nigrimenta"
"Black-faced Warbler","Abroscopus schisticeps"
"Blue-winged Laughingthrush","Trochalopteron squamatum"
"Blyth's Shrike-Babbler","Pteruthius aeralatus"
"Sikkim Treecreeper","Certhia discolor"
"Bugun Liocichla","Liocichla bugunorum"
"Coral-billed Scimitar-Babbler","Pomatorhinus ferruginosus"
"Chestnut-crowned Warbler","Phylloscopus castaniceps"
"Chestnut-headed Tesia","Cettia castaneocoronata"
"Chestnut-tailed Minla","Actinodura strigula"
"Fulvous-breasted Woodpecker","Dendrocopos macei"
"Greater Necklaced Laughingthrush","Pterorhinus pectoralis"
"Gold-naped Finch","Pyrrhoplectes epauletta"
"Green Shrike-Babbler","Pteruthius xanthochlorus"
"Green-tailed Sunbird","Aethopyga nipalensis"
"Gray Nightjar","Caprimulgus jotaka"
"Gray-headed Bullfinch","Pyrrhula erythaca"
"Gray-hooded Warbler","Phylloscopus xanthoschistos"
"Black-throated Prinia","Prinia atrogularis"
"Himalayan Bluetail","Tarsiger rufilatus"
"Long-tailed Thrush","Zoothera dixoni"
"Nepal House-Martin","Delichon nipalense"
"Lemon-rumped Warbler","Phylloscopus chloronotus"
"Red-faced Liocichla","Liocichla phoenicea"
"Red-headed Bullfinch","Pyrrhula erythrocephala"
"White-breasted Parrotbill","Psittiparus ruficeps"
"Rufous-necked Hornbill","Aceros nipalensis"
"Rufous-throated Partridge","Arborophila rufogularis"
"Rufous-vented Laughingthrush","Pterorhinus gularis"
"Rufous-vented Yuhina","Yuhina occipitalis"
"Scaly-breasted Cupwing","Pnoepyga albiventer"
"Scarlet Finch","Carpodacus sipahi"
"Short-billed Minivet","Pericrocotus brevirostris"
"Speckled Piculet","Picumnus innominatus"
"Spot-throated Babbler","Pellorneum albiventre"
"Spotted Elachura","Elachura formosa"
"Speckled Wood-Pigeon","Columba hodgsonii"
"Striated Bulbul","Pycnonotus striatus"
"Stripe-throated Yuhina","Yuhina gularis"
"White-browed Scimitar-Babbler","Pomatorhinus schisticeps"
"White-browed Piculet","Sasia ochracea"
"White-bellied Erpornis","Erpornis zantholeuca"
"White-cheeked Partridge","Arborophila atrogularis"
"White-gorgeted Flycatcher","Anthipes monileger"
"Whistler's Warbler","Phylloscopus whistleri"
"White-spectacled Warbler","Phylloscopus intermedius"
"White-tailed Nuthatch","Sitta himalayensis"
"White-tailed Robin","Myiomela leucura"
"Yellow-cheeked Tit","Machlolophus spilonotus"
"Yellow-throated Fulvetta","Schoeniparus cinereus"
"Abbott's Babbler","Malacocincla abbotti"
"Black-breasted Parrotbill","Paradoxornis flavirostris"
"Blossom-headed Parakeet","Psittacula roseata"
"Blue-naped Pitta","Hydrornis nipalensis"
"Bluethroat","Luscinia svecica"
"Blunt-winged Warbler","Acrocephalus concinens"
"Brown Boobook","Ninox scutulata"
"Brown Crake","Zapornia akool"
"Chestnut-capped Babbler","Timalia pileata"
"Chinese Rubythroat","Calliope tschebaiewi"
"Collared Scops-Owl","Otus lettia"
"Crested Bunting","Emberiza lathami"
"Black-throated Thrush","Turdus atrogularis"
"Eurasian Sparrowhawk","Accipiter nisus"
"Green-winged Teal","Anas crecca"
"Golden-headed Cisticola","Cisticola exilis"
"Green-billed Malkoha","Phaenicophaeus tristis"
"Gray-bellied Tesia","Tesia cyaniventer"
"Gray-headed Woodpecker","Picus canus"
"Gray-headed Fish-Eagle","Haliaeetus ichthyaetus"
"Large-tailed Nightjar","Caprimulgus macrurus"
"Lesser Adjutant","Leptoptilos javanicus"
"Little Pied Flycatcher","Ficedula westermanni"
