"COMMON.NAME","SCIENTIFIC.NAME"
"Common Myna","Acridotheres tristis"
"Black Drongo","Dicrurus macrocercus"
"Common Tailorbird","Orthotomus sutorius"
"Common Kingfisher","Alcedo atthis"
"Western Crowned Warbler","Phylloscopus occipitalis"
"Purple Sunbird","Cinnyris asiaticus"
"Coppersmith Barbet","Psilopogon haemacephalus"
"Baya Weaver","Ploceus philippinus"
"Blue-fronted Redstart","Phoenicurus frontalis"
"Black Redstart","Phoenicurus ochruros"
"Pied Kingfisher","Ceryle rudis"
"Pale-billed Flowerpecker","Dicaeum erythrorhynchos"
"Oriental Honey-buzzard","Pernis ptilorhynchus"
"Cinereous Tit","Parus cinereus"
"River Tern","Sterna aurantia"
"Pheasant-tailed Jacana","Hydrophasianus chirurgus"
"Little Cormorant","Microcarbo niger"
"Pied Cuckoo","Clamator jacobinus"
"Common Redshank","Tringa totanus"
"Greater Coucal","Centropus sinensis"
"Eurasian Jay","Garrulus glandarius"
"Intermediate Egret","Ardea intermedia"
"Purple-rumped Sunbird","Leptocoma zeylonica"
"Little Spiderhunter","Arachnothera longirostra"
"Common Babbler","Turdoides caudata"
"Red-whiskered Bulbul","Pycnonotus jocosus"
"Yellow-browed Warbler","Phylloscopus inornatus"
"Wood Sandpiper","Tringa glareola"
"Spotted Dove","Streptopelia chinensis"
"Painted Stork","Mycteria leucocephala"
"Tree Pipit","Anthus trivialis"
"Bay-backed Shrike","Lanius vittatus"
"Shikra","Accipiter badius"
"Indian Peafowl","Pavo cristatus"
"Indian Spot-billed Duck","Anas poecilorhyncha"
"White-throated Kingfisher","Halcyon smyrnensis"
"Greenish Warbler","Phylloscopus trochiloides"
"Yellow-footed Green-Pigeon","Treron phoenicopterus"
"Greater Racket-tailed Drongo","Dicrurus paradiseus"
"Green Sandpiper","Tringa ochropus"
"Brown Rock Chat","Oenanthe fusca"
"Black-headed Cuckooshrike","Lalage melanoptera"
"Indian Pitta","Pitta brachyura"
"Chestnut-tailed Starling","Sturnia malabarica"
"Bronzed Drongo","Dicrurus aeneus"
"Ashy Drongo","Dicrurus leucophaeus"
"Gray-breasted Prinia","Prinia hodgsonii"
"Blue-tailed Bee-eater","Merops philippinus"
"Ruddy Shelduck","Tadorna ferruginea"
"Eurasian Marsh-Harrier","Circus aeruginosus"
"Bronze-winged Jacana","Metopidius indicus"
"Gadwall","Mareca strepera"
"Black-winged Stilt","Himantopus himantopus"
"Common Cuckoo","Cuculus canorus"
"Plum-headed Parakeet","Psittacula cyanocephala"
"Crested Lark","Galerida cristata"
"Alexandrine Parakeet","Psittacula eupatria"
"Whiskered Tern","Chlidonias hybrida"
"White-browed Bulbul","Pycnonotus luteolus"
"Black-throated Sunbird","Aethopyga saturata"
"Eurasian Collared-Dove","Streptopelia decaocto"
"Brahminy Starling","Sturnia pagodarum"
"Tawny-bellied Babbler","Dumetia hyperythra"
"Black Stork","Ciconia nigra"
"Striated Babbler","Turdoides earlei"
"Red-naped Ibis","Pseudibis papillosa"
"Crested Serpent-Eagle","Spilornis cheela"
"White-eyed Buzzard","Butastur teesa"
"Indian Robin","Copsychus fulicatus"
"Indian Gray Hornbill","Ocyceros birostris"
"Yellow-billed Babbler","Turdoides affinis"
"Himalayan Bulbul","Pycnonotus leucogenys"
"Eurasian Coot","Fulica atra"
"Black-hooded Oriole","Oriolus xanthornus"
"Cotton Pygmy-Goose","Nettapus coromandelianus"
"Western Yellow Wagtail","Motacilla flava"
"Black-headed Ibis","Threskiornis melanocephalus"
"Asian Palm-Swift","Cypsiurus balasiensis"
"Indian Golden Oriole","Oriolus kundoo"
"Gray-headed Canary-Flycatcher","Culicicapa ceylonensis"
"Paddyfield Pipit","Anthus rufulus"
"Pied Bushchat","Saxicola caprata"
"Little Stint","Calidris minuta"
"Bar-headed Goose","Anser indicus"
"Egyptian Vulture","Neophron percnopterus"
"Andaman Bulbul","Brachypodius fuscoflavescens"
"Darjeeling Woodpecker","Dendrocopos darjellensis"
"Indian Bushlark","Mirafra erythroptera"
"Little Egret","Egretta garzetta"
"Verditer Flycatcher","Eumyias thalassinus"
"Clamorous Reed Warbler","Acrocephalus stentoreus"
"Black-crowned Night-Heron","Nycticorax nycticorax"
"Jungle Myna","Acridotheres fuscus"
"Jungle Owlet","Glaucidium radiatum"
"Rufous-tailed Lark","Ammomanes phoenicura"
"Gray Wagtail","Motacilla cinerea"
"Jungle Babbler","Turdoides striata"
"Oriental Magpie-Robin","Copsychus saularis"
"Red Avadavat","Amandava amandava"
"Green-backed Tit","Parus monticolus"
"Lesser Whistling-Duck","Dendrocygna javanica"
"Red-wattled Lapwing","Vanellus indicus"
"Indian Swiftlet","Aerodramus unicolor"
"Red-rumped Swallow","Cecropis daurica"
"Asian Brown Flycatcher","Muscicapa dauurica"
"Vernal Hanging-Parrot","Loriculus vernalis"
"Northern Pintail","Anas acuta"
"Oriental Darter","Anhinga melanogaster"
"Long-tailed Minivet","Pericrocotus ethologus"
"Black-winged Kite","Elanus caeruleus"
"Mountain Scops-Owl","Otus spilocephalus"
"Greater Flameback","Chrysocolaptes guttacristatus"
"Yellow-throated Sparrow","Gymnoris xanthocollis"
"Asian Openbill","Anastomus oscitans"
"Lesser Sand-Plover","Charadrius mongolus"
"Blue Whistling-Thrush","Myophonus caeruleus"
"Ashy-crowned Sparrow-Lark","Eremopterix griseus"
"Eurasian Hoopoe","Upupa epops"
"Spot-breasted Fantail","Rhipidura albogularis"
"Loten's Sunbird","Cinnyris lotenius"
"Common Pochard","Aythya ferina"
"Eurasian Moorhen","Gallinula chloropus"
"Blue Rock-Thrush","Monticola solitarius"
"Golden-fronted Leafbird","Chloropsis aurifrons"
"Siberian Stonechat","Saxicola maurus"
"Indian White-eye","Zosterops palpebrosus"
"Square-tailed Bulbul","Hypsipetes ganeesa"
"Eurasian Wryneck","Jynx torquilla"
"Long-legged Buzzard","Buteo rufinus"
"Tricolored Munia","Lonchura malacca"
"Barred Buttonquail","Turnix suscitator"
"Yellow-bellied Fairy-Fantail","Chelidorhynx hypoxanthus"
"Ultramarine Flycatcher","Ficedula superciliaris"
"Jungle Bush-Quail","Perdicula asiatica"
"Puff-throated Babbler","Pellorneum ruficeps"
"White-throated Fantail","Rhipidura albicollis"
"Red-necked Falcon","Falco chicquera"
"Russet Sparrow","Passer cinnamomeus"
"Little Ringed Plover","Charadrius dubius"
"Kalij Pheasant","Lophura leucomelanos"
"Spot-billed Pelican","Pelecanus philippensis"
"Tickell's Blue Flycatcher","Cyornis tickelliae"
"Orange-headed Thrush","Geokichla citrina"
"Indian Blue Robin","Larvivora brunnea"
"Zitting Cisticola","Cisticola juncidis"
"Indian Yellow Tit","Machlolophus aplonotus"
"Yellow-browed Bulbul","Iole indica"
"Laughing Dove","Streptopelia senegalensis"
"Brown-headed Gull","Chroicocephalus brunnicephalus"
"Great White Pelican","Pelecanus onocrotalus"
"Large Gray Babbler","Turdoides malcolmi"
"Wire-tailed Swallow","Hirundo smithii"
"Ashy Woodswallow","Artamus fuscus"
"Great Egret","Ardea alba"
"Scarlet Minivet","Pericrocotus speciosus"
"Red-breasted Flycatcher","Ficedula parva"
"Oriental Turtle-Dove","Streptopelia orientalis"
"Taiga Flycatcher","Ficedula albicilla"
"Jerdon's Bushlark","Mirafra affinis"
"Yellow-crowned Woodpecker","Leiopicus mahrattensis"
"Greater Painted-Snipe","Rostratula benghalensis"
"Large-billed Leaf Warbler","Phylloscopus magnirostris"
"Hume's Warbler","Phylloscopus humei"
"Streaked Weaver","Ploceus manyar"
"Lesser Adjutant","Leptoptilos javanicus"
"Eurasian Sparrowhawk","Accipiter nisus"
"Purple Heron","Ardea purpurea"
"Jerdon's Leafbird","Chloropsis jerdoni"
"Citrine Wagtail","Motacilla citreola"
"Lesser Racket-tailed Drongo","Dicrurus remifer"
"Hair-crested Drongo","Dicrurus hottentottus"
"Long-billed Pipit","Anthus similis"
"Brown-headed Barbet","Psilopogon zeylanicus"
"Indian Scimitar-Babbler","Pomatorhinus horsfieldii"
"Barn Owl","Tyto alba"
"Eurasian Curlew","Numenius arquata"
"Gray-throated Martin","Riparia chinensis"
"Cinnamon Bittern","Ixobrychus cinnamomeus"
"Greater Spotted Eagle","Clanga clanga"
"White-rumped Munia","Lonchura striata"
"Booted Eagle","Hieraaetus pennatus"
"Gull-billed Tern","Gelochelidon nilotica"
"Dusky Crag-Martin","Ptyonoprogne concolor"
"Nilgiri Flycatcher","Eumyias albicaudatus"
"Lesser Whitethroat","Sylvia curruca"
"Eurasian Spoonbill","Platalea leucorodia"
"Gray-headed Swamphen","Porphyrio poliocephalus"
"Vigors's Sunbird","Aethopyga vigorsii"
"White-bellied Woodpecker","Dryocopus javensis"
"Common Iora","Aegithina tiphia"
"Common Hawk-Cuckoo","Hierococcyx varius"
"Spot-bellied Eagle-Owl","Bubo nipalensis"
"Ferruginous Duck","Aythya nyroca"
"Green Warbler","Phylloscopus nitidus"
"Chestnut-bellied Nuthatch","Sitta cinnamoventris"
"Common Chiffchaff","Phylloscopus collybita"
"Yellow-billed Blue-Magpie","Urocissa flavirostris"
"Terek Sandpiper","Xenus cinereus"
"Crested Treeswift","Hemiprocne coronata"
"Black-throated Munia","Lonchura kelaarti"
"Sulphur-bellied Warbler","Phylloscopus griseolus"
"Small Pratincole","Glareola lactea"
"Crimson-backed Sunbird","Leptocoma minima"
"Black-naped Monarch","Hypothymis azurea"
"Asian Emerald Dove","Chalcophaps indica"
"Jungle Prinia","Prinia sylvatica"
"Common Sandpiper","Actitis hypoleucos"
"Eurasian Kestrel","Falco tinnunculus"
"Green-billed Malkoha","Phaenicophaeus tristis"
"Streak-throated Swallow","Petrochelidon fluvicola"
"Striated Heron","Butorides striata"
"Short-toed Snake-Eagle","Circaetus gallicus"
"Greater Yellownape","Chrysophlegma flavinucha"
"Black-breasted Weaver","Ploceus benghalensis"
"Gray Junglefowl","Gallus sonneratii"
"Black-headed Bunting","Emberiza melanocephala"
"Red-billed Leiothrix","Leiothrix lutea"
"Steppe Eagle","Aquila nipalensis"
"Sarus Crane","Antigone antigone"
"Common Woodshrike","Tephrodornis pondicerianus"
"Pacific Golden-Plover","Pluvialis fulva"
"Small Niltava","Niltava macgrigoriae"
"Peregrine Falcon","Falco peregrinus"
"Asian Barred Owlet","Glaucidium cuculoides"
"Indian Silverbill","Euodice malabarica"
"Moustached Warbler","Acrocephalus melanopogon"
"Malabar Whistling-Thrush","Myophonus horsfieldii"
"Flame-throated Bulbul","Rubigula gularis"
"Maroon Oriole","Oriolus traillii"
"Mangrove Whistler","Pachycephala cinerea"
"Common Snipe","Gallinago gallinago"
"Yellow-eyed Babbler","Chrysomma sinense"
"Gray-headed Bulbul","Brachypodius priocephalus"
"Blue-capped Rock-Thrush","Monticola cinclorhyncha"
"Chestnut-headed Bee-eater","Merops leschenaulti"
"Blue-throated Barbet","Psilopogon asiaticus"
"Common Greenshank","Tringa nebularia"
"Gray-bellied Cuckoo","Cacomantis passerinus"
"Woolly-necked Stork","Ciconia episcopus"
"Fulvous-breasted Woodpecker","Dendrocopos macei"
"Oriental Skylark","Alauda gulgula"
"Malabar Woodshrike","Tephrodornis sylvicola"
"Olive-backed Pipit","Anthus hodgsoni"
"Marsh Sandpiper","Tringa stagnatilis"
"Green-winged Teal","Anas crecca"
"Malabar Barbet","Psilopogon malabaricus"
"Lemon-rumped Warbler","Phylloscopus chloronotus"
"Sykes's Warbler","Iduna rama"
"Little Swift","Apus affinis"
"Chestnut-bellied Rock-Thrush","Monticola rufiventris"
"Malabar Starling","Sturnia blythii"
"Indian Nightjar","Caprimulgus asiaticus"
"Bay Woodpecker","Blythipicus pyrrhotis"
"Indian Thick-knee","Burhinus indicus"
"Rufous-bellied Niltava","Niltava sundara"
"Western Reef-Heron","Egretta gularis"
"Rufous Sibia","Heterophasia capistrata"
"Northern Shoveler","Spatula clypeata"
"Brown Wood-Owl","Strix leptogrammica"
"Black-necked Stork","Ephippiorhynchus asiaticus"
"Eurasian Wigeon","Mareca penelope"
"Black Bittern","Ixobrychus flavicollis"
"Bonelli's Eagle","Aquila fasciata"
"Oriental Pied-Hornbill","Anthracoceros albirostris"
"Nilgiri Flowerpecker","Dicaeum concolor"
"Red-crested Pochard","Netta rufina"
"White-browed Fulvetta","Fulvetta vinipectus"
"Black-tailed Godwit","Limosa limosa"
"Violet Cuckoo","Chrysococcyx xanthorhynchus"
"Rufous Babbler","Turdoides subrufa"
"Brown-cheeked Fulvetta","Alcippe poioicephala"
"Andaman Coucal","Centropus andamanensis"
"Black-headed Gull","Chroicocephalus ridibundus"
"Heart-spotted Woodpecker","Hemicircus canente"
"Black-bellied Plover","Pluvialis squatarola"
"Thick-billed Flowerpecker","Dicaeum agile"
"Amur Falcon","Falco amurensis"
"Variable Wheatear","Oenanthe picata"
"White-capped Redstart","Phoenicurus leucocephalus"
"Red Collared-Dove","Streptopelia tranquebarica"
"Sykes's Short-toed Lark","Calandrella dukhunensis"
"Black-naped Oriole","Oriolus chinensis"
"Richard's Pipit","Anthus richardi"
"Lesser Yellownape","Picus chlorolophus"
"Common Buzzard","Buteo buteo"
"Green Imperial-Pigeon","Ducula aenea"
"Changeable Hawk-Eagle","Nisaetus cirrhatus"
"Rock Bush-Quail","Perdicula argoondah"
"Mottled Wood-Owl","Strix ocellata"
"Common Rosefinch","Carpodacus erythrinus"
"Spotted Forktail","Enicurus maculatus"
"Temminck's Stint","Calidris temminckii"
"Malabar Gray Hornbill","Ocyceros griseus"
"Osprey","Pandion haliaetus"
"Bluethroat","Luscinia svecica"
"White-eared Bulbul","Pycnonotus leucotis"
"Stork-billed Kingfisher","Pelargopsis capensis"
"Bar-tailed Godwit","Limosa lapponica"
"Ruddy Turnstone","Arenaria interpres"
"White-bellied Drongo","Dicrurus caerulescens"
"Caspian Tern","Hydroprogne caspia"
"Speckled Piculet","Picumnus innominatus"
"Brooks's Leaf Warbler","Phylloscopus subviridis"
"Tickell's Leaf Warbler","Phylloscopus affinis"
"Sirkeer Malkoha","Taccocua leschenaultii"
"Greater Short-toed Lark","Calandrella brachydactyla"
"Common Grasshopper-Warbler","Locustella naevia"
"Plumbeous Redstart","Phoenicurus fuliginosus"
"Broad-billed Sandpiper","Calidris falcinellus"
"Blue-winged Minla","Actinodura cyanouroptera"
"Tawny Pipit","Anthus campestris"
"Malabar Pied-Hornbill","Anthracoceros coronatus"
"Olive-backed Sunbird","Cinnyris jugularis"
"Graylag Goose","Anser anser"
"Yellow-wattled Lapwing","Vanellus malabaricus"
"Indian Scops-Owl","Otus bakkamoena"
"White-bellied Blue Flycatcher","Cyornis pallidipes"
"White-crested Laughingthrush","Garrulax leucolophus"
"Black Bulbul","Hypsipetes leucocephalus"
"Nilgiri Laughingthrush","Montecincla cachinnans"
"Blue-cheeked Bee-eater","Merops persicus"
"Golden Bush-Robin","Tarsiger chrysaeus"
"Hen Harrier","Circus cyaneus"
"Blue-faced Malkoha","Phaenicophaeus viridirostris"
"Cheer Pheasant","Catreus wallichii"
"Paddyfield Warbler","Acrocephalus agricola"
"Forest Wagtail","Dendronanthus indicus"
"Chukar","Alectoris chukar"
"Streaked Spiderhunter","Arachnothera magna"
"Collared Falconet","Microhierax caerulescens"
"Rock Pigeon","Columba livia"
"Large Cuckooshrike","Coracina macei"
"Wreathed Hornbill","Rhyticeros undulatus"
"Pale Blue Flycatcher","Cyornis unicolor"
"Common Crane","Grus grus"
"Brown-fronted Woodpecker","Dendrocoptes auriceps"
"White-throated Laughingthrush","Ianthocincla albogularis"
"Red-billed Blue-Magpie","Urocissa erythroryncha"
"Yellow Bittern","Ixobrychus sinensis"
"Pink-browed Rosefinch","Carpodacus rodochroa"
"Rufous Woodpecker","Micropternus brachyurus"
"European Roller","Coracias garrulus"
"Black Francolin","Francolinus francolinus"
"Coal Tit","Periparus ater"
"Whimbrel","Numenius phaeopus"
"Gray Treepie","Dendrocitta formosae"
"Slaty-blue Flycatcher","Ficedula tricolor"
"Gray-fronted Green-Pigeon","Treron affinis"
"Painted Francolin","Francolinus pictus"
"White-winged Redstart","Phoenicurus erythrogastrus"
"Pallid Harrier","Circus macrourus"
"Himalayan Black-lored Tit","Machlolophus xanthogenys"
"White-tailed Lapwing","Vanellus leucurus"
"Sri Lanka Frogmouth","Batrachostomus moniliger"
"Black Eagle","Ictinaetus malaiensis"
"Rufous-winged Fulvetta","Schoeniparus castaneceps"
"Great Gray Shrike","Lanius excubitor"
"Plume-toed Swiftlet","Collocalia affinis"
"Black-throated Tit","Aegithalos concinnus"
"Bar-tailed Treecreeper","Certhia himalayana"
"Thick-billed Warbler","Arundinax aedon"
"Brown-capped Woodpecker","Yungipicus nanus"
"Crab-Plover","Dromas ardeola"
"European Starling","Sturnus vulgaris"
"Red Spurfowl","Galloperdix spadicea"
"White-naped Woodpecker","Chrysocolaptes festivus"
"Lesser Coucal","Centropus bengalensis"
"White-browed Fantail","Rhipidura aureola"
"Malabar Parakeet","Psittacula columboides"
"Greater Sand-Plover","Charadrius leschenaultii"
"Siberian Rubythroat","Calliope calliope"
"Gray-capped Woodpecker","Yungipicus canicapillus"
"Andaman Shama","Copsychus albiventris"
"Gray-headed Woodpecker","Picus canus"
"Black-crested Bulbul","Rubigula flaviventris"
"Common Merganser","Mergus merganser"
"White-bellied Sholakili","Sholicola albiventris"
"White-tailed Iora","Aegithina nigrolutea"
"Black Baza","Aviceda leuphotes"
"Gray-headed Fish-Eagle","Haliaeetus ichthyaetus"
"Curlew Sandpiper","Calidris ferruginea"
"Chestnut-bellied Sandgrouse","Pterocles exustus"
"Gray-necked Bunting","Emberiza buchanani"
"Spotted Redshank","Tringa erythropus"
"Rufous-gorgeted Flycatcher","Ficedula strophiata"
"Velvet-fronted Nuthatch","Sitta frontalis"
"Streaked Laughingthrush","Trochalopteron lineatum"
"Snowy-browed Flycatcher","Ficedula hyperythra"
"Mallard","Anas platyrhynchos"
"Black-headed Jay","Garrulus lanceolatus"
"Eurasian Magpie","Pica pica"
"White-bellied Sea-Eagle","Haliaeetus leucogaster"
"Eastern Orphean Warbler","Sylvia crassirostris"
"Freckle-breasted Woodpecker","Dendrocopos analis"
"Bar-winged Flycatcher-shrike","Hemipus picatus"
"Pied Harrier","Circus melanoleucos"
"Buff-barred Warbler","Phylloscopus pulcher"
"Great Crested Grebe","Podiceps cristatus"
"Kentish Plover","Charadrius alexandrinus"
"Orange Minivet","Pericrocotus flammeus"
"Blue-eared Barbet","Psilopogon duvaucelii"
"Isabelline Wheatear","Oenanthe isabellina"
"Oriental Scops-Owl","Otus sunia"
"Brown Fish-Owl","Ketupa zeylonensis"
"Pacific Reef-Heron","Egretta sacra"
"Daurian Starling","Agropsar sturninus"
"Southern Hill Myna","Gracula indica"
"Ashy-throated Warbler","Phylloscopus maculipennis"
"Red Junglefowl","Gallus gallus"
"Lineated Barbet","Psilopogon lineatus"
"Dusky Warbler","Phylloscopus fuscatus"
"White-rumped Shama","Copsychus malabaricus"
"Chestnut-crowned Laughingthrush","Trochalopteron erythrocephalum"
"Watercock","Gallicrex cinerea"
"Rusty-cheeked Scimitar-Babbler","Megapomatorhinus erythrogenys"
"Pallas's Fish-Eagle","Haliaeetus leucoryphus"
"Alpine Swift","Apus melba"
"Dunlin","Calidris alpina"
"Collared Kingfisher","Todiramphus chloris"
"Common Raven","Corvus corax"
"Andaman Drongo","Dicrurus andamanensis"
"Scarlet-backed Flowerpecker","Dicaeum cruentatum"
"Tufted Duck","Aythya fuligula"
"Knob-billed Duck","Sarkidiornis melanotos"
"Greater Flamingo","Phoenicopterus roseus"
"Blue-bearded Bee-eater","Nyctyornis athertoni"
"Greater Adjutant","Leptoptilos dubius"
"Black-backed Forktail","Enicurus immaculatus"
"Blue-eared Kingfisher","Alcedo meninting"
"Indochinese Roller","Coracias affinis"
"Baillon's Crake","Zapornia pusilla"
"Crested Kingfisher","Megaceryle lugubris"
"Yellow-bellied Prinia","Prinia flaviventris"
"Satyr Tragopan","Tragopan satyra"
"Andaman Flowerpecker","Dicaeum virescens"
"Great Barbet","Psilopogon virens"
"Black-bellied Tern","Sterna acuticauda"
"Slaty-backed Forktail","Enicurus schistaceus"
"Yellow-breasted Greenfinch","Chloris spinoides"
"Ashy-headed Green-Pigeon","Treron phayrei"
"Graceful Prinia","Prinia gracilis"
"Great Crested Tern","Thalasseus bergii"
"Nilgiri Wood-Pigeon","Columba elphinstonii"
"Hill Swallow","Hirundo domicola"
"Bengal Bushlark","Mirafra assamica"
"Isabelline Shrike","Lanius isabellinus"
"Blue-capped Redstart","Phoenicurus coeruleocephala"
"Gray Nightjar","Caprimulgus jotaka"
"Streak-throated Woodpecker","Picus xanthopygaeus"
"Malabar Trogon","Harpactes fasciatus"
"Lesser Crested Tern","Thalasseus bengalensis"
"Upland Pipit","Anthus sylvanus"
"Gray-backed Shrike","Lanius tephronotus"
"Brown Accentor","Prunella fulvescens"
"Common Hill Myna","Gracula religiosa"
"Desert Wheatear","Oenanthe deserti"
"Pallas's Gull","Ichthyaetus ichthyaetus"
"Hill Partridge","Arborophila torqueola"
"Malabar Lark","Galerida malabarica"
"Sanderling","Calidris alba"
"Collared Pratincole","Glareola pratincola"
"Striated Prinia","Prinia crinigera"
"Rosy Pipit","Anthus roseatus"
"Mountain Imperial-Pigeon","Ducula badia"
"Eurasian Oystercatcher","Haematopus ostralegus"
"Mountain Hawk-Eagle","Nisaetus nipalensis"
"Oriental Pratincole","Glareola maldivarum"
"Indian Blackbird","Turdus simillimus"
"Painted Spurfowl","Galloperdix lunulata"
"Black-winged Cuckooshrike","Lalage melaschistos"
"Cream-colored Courser","Cursorius cursor"
"Crimson Sunbird","Aethopyga siparaja"
"Fulvous Whistling-Duck","Dendrocygna bicolor"
"River Lapwing","Vanellus duvaucelii"
"Rufous-breasted Accentor","Prunella strophiata"
"Indian Spotted Eagle","Clanga hastata"
"Imperial Eagle","Aquila heliaca"
"Nepal House-Martin","Delichon nipalense"
"Lesser Fish-Eagle","Haliaeetus humilis"
"Green-tailed Sunbird","Aethopyga nipalensis"
"Golden-headed Cisticola","Cisticola exilis"
"Rusty-throated Wren-Babbler","Spelaeornis badeigularis"
"Himalayan Bluetail","Tarsiger rufilatus"
"Himalayan Buzzard","Buteo refectus"
"Brown Boobook","Ninox scutulata"
"Dark-necked Tailorbird","Orthotomus atrogularis"
"Sand Lark","Alaudala raytal"
"Whistler's Warbler","Phylloscopus whistleri"
"Great Thick-knee","Esacus recurvirostris"
"White-headed Starling","Sturnia erythropygia"
"Aberrant Bush Warbler","Horornis flavolivaceus"
"White-capped Bunting","Emberiza stewarti"
"Jungle Nightjar","Caprimulgus indicus"
"Scaly-breasted Cupwing","Pnoepyga albiventer"
"Gray-winged Blackbird","Turdus boulboul"
"Pin-striped Tit-Babbler","Mixornis gularis"
"Black-chinned Babbler","Cyanoderma pyrrhops"
"Sind Sparrow","Passer pyrrhonotus"
"Crested Goshawk","Accipiter trivirgatus"
"Ludlow's Fulvetta","Fulvetta ludlowi"
"Black-capped Kingfisher","Halcyon pileata"
"Wallcreeper","Tichodroma muraria"
"Great Myna","Acridotheres grandis"
"Blue-throated Flycatcher","Cyornis rubeculoides"
"Pale-billed Parrotbill","Chleuasicus atrosuperciliaris"
"Pin-tailed Snipe","Gallinago stenura"
"Black-chinned Yuhina","Yuhina nigrimenta"
"Golden-breasted Fulvetta","Lioparus chrysotis"
"Streak-throated Fulvetta","Fulvetta manipurensis"
"Dark-fronted Babbler","Rhopocichla atriceps"
"Himalayan Griffon","Gyps himalayensis"
"Little Pied Flycatcher","Ficedula westermanni"
"Brown-breasted Flycatcher","Muscicapa muttui"
"Jerdon's Nightjar","Caprimulgus atripennis"
"Long-tailed Parakeet","Psittacula longicauda"
"Red-breasted Parakeet","Psittacula alexandri"
"Montagu's Harrier","Circus pygargus"
"Slender-billed Gull","Chroicocephalus genei"
"Little Tern","Sternula albifrons"
"Common Tern","Sterna hirundo"
"Slaty-headed Parakeet","Psittacula himalayana"
"Collared Owlet","Glaucidium brodiei"
"Eurasian Wren","Troglodytes troglodytes"
"Black-throated Thrush","Turdus atrogularis"
"Fire-breasted Flowerpecker","Dicaeum ignipectus"
"Bank Swallow","Riparia riparia"
"Long-toed Stint","Calidris subminuta"
"Northern Lapwing","Vanellus vanellus"
"Demoiselle Crane","Anthropoides virgo"
"Blyth's Pipit","Anthus godlewskii"
"Striated Grassbird","Megalurus palustris"
"Chestnut-headed Tesia","Cettia castaneocoronata"
"Ruddy-breasted Crake","Zapornia fusca"
"Large-tailed Nightjar","Caprimulgus macrurus"
"Andaman Treepie","Dendrocitta bayleii"
"Blyth's Leaf Warbler","Phylloscopus reguloides"
"Eurasian Hobby","Falco subbuteo"
"Hume's Lark","Calandrella acutirostris"
"Blossom-headed Parakeet","Psittacula roseata"
"Hodgson's Redstart","Phoenicurus hodgsoni"
"Eastern Yellow Wagtail","Motacilla tschutschensis"
"Banded Bay Cuckoo","Cacomantis sonneratii"
"Asian Fairy-bluebird","Irena puella"
"Gray-bellied Tesia","Tesia cyaniventer"
"Red-headed Trogon","Harpactes erythrocephalus"
"Robin Accentor","Prunella rubeculoides"
"Painted Sandgrouse","Pterocles indicus"
"Rusty-fronted Barwing","Actinodura egertoni"
"White-tailed Nuthatch","Sitta himalayensis"
"Fork-tailed Drongo-Cuckoo","Surniculus dicruroides"
"Red-headed Bunting","Emberiza bruniceps"
"Yellow-bellied Warbler","Abroscopus superciliaris"
"Gold-naped Finch","Pyrrhoplectes epauletta"
"Yellow-throated Bulbul","Pycnonotus xantholaemus"
"Lesser Necklaced Laughingthrush","Garrulax monileger"
"Indian Vulture","Gyps indicus"
"Beautiful Sibia","Heterophasia pulchella"
"Pale Sand Martin","Riparia diluta"
