"COMMON.NAME","SCIENTIFIC.NAME"
"Himalayan Prinia","Prinia crinigera"
"Yellow-eyed Babbler","Chrysomma sinense"
"Asian Palm-Swift","Cypsiurus balasiensis"
"Black Bulbul","Hypsipetes leucocephalus"
"Eurasian Tree Sparrow","Passer montanus"
"Indian White-eye","Zosterops palpebrosus"
"Large-billed Crow","Corvus macrorhynchos"
"Lesser Whitethroat","Curruca curruca"
"Asian Barred Owlet","Glaucidium cuculoides"
"Asian Koel","Eudynamys scolopaceus"
"Chestnut-tailed Starling","Sturnia malabarica"
"Jungle Myna","Acridotheres fuscus"
"Coppersmith Barbet","Psilopogon haemacephalus"
"Crimson Sunbird","Aethopyga siparaja"
"Intermediate Egret","Ardea intermedia"
"Little Egret","Egretta garzetta"
"Little Grebe","Tachybaptus ruficollis"
"White-browed Wagtail","Motacilla maderaspatensis"
"House Swift","Apus nipalensis"
"Long-tailed Shrike","Lanius schach"
"Gray-headed Swamphen","Porphyrio poliocephalus"
"White-rumped Munia","Lonchura striata"
"Asian Openbill","Anastomus oscitans"
"Lesser Whistling-Duck","Dendrocygna javanica"
"Little Ringed Plover","Charadrius dubius"
"Osprey","Pandion haliaetus"
"Red-rumped Swallow","Cecropis daurica"
"Smoky Warbler","Phylloscopus fuligiventer"
"Tufted Duck","Aythya fuligula"
"Alexandrine Parakeet","Psittacula eupatria"
"Indian Paradise-Flycatcher","Terpsiphone paradisi"
"Yellow-throated Sparrow","Gymnoris xanthocollis"
"Gray-hooded Warbler","Phylloscopus xanthoschistos"
"Indian Robin","Copsychus fulicatus"
"Kalij Pheasant","Lophura leucomelanos"
"Long-tailed Minivet","Pericrocotus ethologus"
"Purple Sunbird","Cinnyris asiaticus"
"Red Junglefowl","Gallus gallus"
"Speckled Piculet","Picumnus innominatus"
"Egyptian Vulture","Neophron percnopterus"
"Square-tailed Drongo-Cuckoo","Surniculus lugubris"
"Buff-chested Babbler","Cyanoderma ambiguum"
"Blue-throated Flycatcher","Cyornis rubeculoides"
"Gray Treepie","Dendrocitta formosae"
"Streaked Spiderhunter","Arachnothera magna"
"Striated Yuhina","Staphida castaniceps"
"White-crested Laughingthrush","Garrulax leucolophus"
"White-throated Bulbul","Alophoixus flaveolus"
"Orange-headed Thrush","Geokichla citrina"
"Bar-tailed Treecreeper","Certhia himalayana"
"Booted Eagle","Hieraaetus pennatus"
"Chukar","Alectoris chukar"
"Citrine Wagtail","Motacilla citreola"
"Common Sandpiper","Actitis hypoleucos"
"Eurasian Kestrel","Falco tinnunculus"
"Yellow-billed Blue-Magpie","Urocissa flavirostris"
"Gray Wagtail","Motacilla cinerea"
"Himalayan Griffon","Gyps himalayensis"
"Himalayan Woodpecker","Dendrocopos himalayensis"
"Large-billed Leaf Warbler","Phylloscopus magnirostris"
"Little Forktail","Enicurus scouleri"
"Lemon-rumped Warbler","Phylloscopus chloronotus"
"Plumbeous Redstart","Phoenicurus fuliginosus"
"Scaly-bellied Woodpecker","Picus squamatus"
"Siberian Stonechat","Saxicola maurus"
"Spotted Forktail","Enicurus maculatus"
"White Wagtail","Motacilla alba"
"Eurasian Coot","Fulica atra"
"Chestnut-tailed Minla","Actinodura strigula"
"Coal Tit","Periparus ater"
"Green-tailed Sunbird","Aethopyga nipalensis"
"Hill Partridge","Arborophila torqueola"
"Black-throated Tit","Aegithalos concinnus"
"Chestnut-bellied Rock-Thrush","Monticola rufiventris"
"Chestnut-crowned Laughingthrush","Trochalopteron erythrocephalum"
"Cheer Pheasant","Catreus wallichii"
"Gray-crested Tit","Lophophanes dichrous"
"Himalayan Monal","Lophophorus impejanus"
"Hume's Warbler","Phylloscopus humei"
"Rufous-gorgeted Flycatcher","Ficedula strophiata"
"Scaly-breasted Cupwing","Pnoepyga albiventer"
"Ultramarine Flycatcher","Ficedula superciliaris"
"Variegated Laughingthrush","Trochalopteron variegatum"
"White-tailed Nuthatch","Sitta himalayensis"
"Yellow-browed Tit","Sylviparus modestus"
"Fire-capped Tit","Cephalopyrus flammiceps"
"Green Shrike-Babbler","Pteruthius xanthochlorus"
"Gray Bushchat","Saxicola ferreus"
"Himalayan Shrike-Babbler","Pteruthius ripleyi"
"Fire-breasted Flowerpecker","Dicaeum ignipectus"
"Pied Thrush","Geokichla wardii"
"White-throated Laughingthrush","Pterorhinus albogularis"
"Rusty-cheeked Scimitar-Babbler","Erythrogenys erythrogenys"
"Bay Woodpecker","Blythipicus pyrrhotis"
"Himalayan Black-lored Tit","Machlolophus xanthogenys"
"Bronzed Drongo","Dicrurus aeneus"
"Chestnut-crowned Warbler","Phylloscopus castaniceps"
"Collared Owlet","Taenioptynx brodiei"
"Greenish Warbler","Phylloscopus trochiloides"
"Greater Yellownape","Chrysophlegma flavinucha"
"Gray-bellied Tesia","Tesia cyaniventer"
"Gray-throated Babbler","Stachyris nigriceps"
"Gray-winged Blackbird","Turdus boulboul"
"Lesser Cuckoo","Cuculus poliocephalus"
"Lesser Racket-tailed Drongo","Dicrurus remifer"
"Maroon Oriole","Oriolus traillii"
"Mountain Bulbul","Ixos mcclellandii"
"Pale Blue Flycatcher","Cyornis unicolor"
"Pygmy Cupwing","Pnoepyga pusilla"
"Red-billed Blue-Magpie","Urocissa erythroryncha"
"Red-billed Leiothrix","Leiothrix lutea"
"Red-headed Trogon","Harpactes erythrocephalus"
"Streak-breasted Scimitar-Babbler","Pomatorhinus ruficollis"
"Wedge-tailed Green-Pigeon","Treron sphenurus"
"White-tailed Robin","Myiomela leucura"
"Gray-backed Shrike","Lanius tephronotus"
"Spotted Owlet","Athene brama"
"Scaly-breasted Munia","Lonchura punctulata"
"Common Rosefinch","Carpodacus erythrinus"
"European Goldfinch","Carduelis carduelis"
"Streaked Laughingthrush","Trochalopteron lineatum"
"Western Crowned Warbler","Phylloscopus occipitalis"
"Blue-capped Rock-Thrush","Monticola cinclorhyncha"
"Brown Dipper","Cinclus pallasii"
"Rock Bunting","Emberiza cia"
"White-cheeked Nuthatch","Sitta leucopsis"
"Clamorous Reed Warbler","Acrocephalus stentoreus"
"Mallard","Anas platyrhynchos"
"Black-crowned Night-Heron","Nycticorax nycticorax"
"Whiskered Tern","Chlidonias hybrida"
"European Roller","Coracias garrulus"
"Eurasian Sparrowhawk","Accipiter nisus"
"Gray Heron","Ardea cinerea"
"Rosy Pipit","Anthus roseatus"
"Temminck's Stint","Calidris temminckii"
"Common Buzzard","Buteo buteo"
"Himalayan Buzzard","Buteo refectus"
"Desert Wheatear","Oenanthe deserti"
"Eurasian Wren","Troglodytes troglodytes"
"Brown-fronted Woodpecker","Dendrocoptes auriceps"
"Black-chinned Yuhina","Yuhina nigrimenta"
"Black-chinned Babbler","Cyanoderma pyrrhops"
"Common Hawk-Cuckoo","Hierococcyx varius"
"Fulvous-breasted Woodpecker","Dendrocopos macei"
"Indian Pitta","Pitta brachyura"
"Indian Gray Hornbill","Ocyceros birostris"
"Black-rumped Flameback","Dinopium benghalense"
"Great Cormorant","Phalacrocorax carbo"
"Striated Heron","Butorides striata"
"Streak-throated Swallow","Petrochelidon fluvicola"
"Asian Fairy-bluebird","Irena puella"
"Ashy Woodswallow","Artamus fuscus"
"Black-hooded Oriole","Oriolus xanthornus"
"Common Hill Myna","Gracula religiosa"
"Indochinese Roller","Coracias affinis"
"Lineated Barbet","Psilopogon lineatus"
"Peregrine Falcon","Falco peregrinus"
"Red-breasted Parakeet","Psittacula alexandri"
"River Lapwing","Vanellus duvaucelii"
"Small Pratincole","Glareola lactea"
"Thick-billed Green-Pigeon","Treron curvirostra"
"Yellow-footed Green-Pigeon","Treron phoenicopterus"
"Black-headed Jay","Garrulus lanceolatus"
"Blue Rock-Thrush","Monticola solitarius"
"Rufescent Prinia","Prinia rufescens"
"Great Hornbill","Buceros bicornis"
"Plum-headed Parakeet","Psittacula cyanocephala"
"Jungle Bush-Quail","Perdicula asiatica"
"Oriental Honey-buzzard","Pernis ptilorhynchus"
"Crested Bunting","Emberiza lathami"
"Wire-tailed Swallow","Hirundo smithii"
"Brown-headed Barbet","Psilopogon zeylanicus"
"Green-winged Teal","Anas crecca"
"Pale-billed Flowerpecker","Dicaeum erythrorhynchos"
"Nepal House-Martin","Delichon nipalense"
"Orange-bellied Leafbird","Chloropsis hardwickii"
"Sultan Tit","Melanochlora sultanea"
"Rufous-chinned Laughingthrush","Ianthocincla rufogularis"
"Spiny Babbler","Turdoides nipalensis"
"Black-winged Cuckooshrike","Lalage melaschistos"
"Crested Kingfisher","Megaceryle lugubris"
"White-capped Redstart","Phoenicurus leucocephalus"
"Chestnut-headed Bee-eater","Merops leschenaulti"
"Chestnut-winged Cuckoo","Clamator coromandus"
"Red Collared-Dove","Streptopelia tranquebarica"
"Red-headed Vulture","Sarcogyps calvus"
"Slender-billed Vulture","Gyps tenuirostris"
"White-rumped Vulture","Gyps bengalensis"
"Collared Scops-Owl","Otus lettia"
"Ashy Bulbul","Hemixos flavala"
"Little Pied Flycatcher","Ficedula westermanni"
"Long-tailed Broadbill","Psarisomus dalhousiae"
"Rosy Minivet","Pericrocotus roseus"
"Stork-billed Kingfisher","Pelargopsis capensis"
"Blue-bearded Bee-eater","Nyctyornis athertoni"
"Dollarbird","Eurystomus orientalis"
"Oriental Pied-Hornbill","Anthracoceros albirostris"
"Brown Fish-Owl","Ketupa zeylonensis"
"Common House-Martin","Delichon urbicum"
"Tawny Fish-Owl","Ketupa flavipes"
"Asian Brown Flycatcher","Muscicapa dauurica"
"Brown Wood-Owl","Strix leptogrammica"
"Chestnut-headed Tesia","Cettia castaneocoronata"
"Rufous-naped Tit","Periparus rufonuchalis"
"Tickell's Leaf Warbler","Phylloscopus affinis"
"Knob-billed Duck","Sarkidiornis melanotos"
"Yellow-wattled Lapwing","Vanellus malabaricus"
"Kashmir Flycatcher","Ficedula subrubra"
"Black Eagle","Ictinaetus malaiensis"
"Common Iora","Aegithina tiphia"
"Dark-sided Flycatcher","Muscicapa sibirica"
"Eurasian Jay","Garrulus glandarius"
"Little Swift","Apus affinis"
"Mountain Hawk-Eagle","Nisaetus nipalensis"
"Rufous-bellied Woodpecker","Dendrocopos hyperythrus"
"Small Minivet","Pericrocotus cinnamomeus"
"Spot-winged Starling","Saroglossa spilopterus"
"Velvet-fronted Nuthatch","Sitta frontalis"
"Black-naped Monarch","Hypothymis azurea"
"Bar-winged Flycatcher-shrike","Hemipus picatus"
"Himalayan Cutia","Cutia nipalensis"
"Black-throated Prinia","Prinia atrogularis"
"Large Woodshrike","Tephrodornis virgatus"
"Long-tailed Sibia","Heterophasia picaoides"
"Rufous-faced Warbler","Abroscopus albogularis"
"Rufous-necked Hornbill","Aceros nipalensis"
"Silver-eared Mesia","Leiothrix argentauris"
"White-naped Yuhina","Yuhina bakeri"
"Yellow-vented Warbler","Phylloscopus cantator"
"Ashy-throated Warbler","Phylloscopus maculipennis"
"Gray Nightjar","Caprimulgus jotaka"
"Blue-fronted Robin","Cinclidium frontale"
"Black-throated Parrotbill","Suthora nipalensis"
"Blyth's Leaf Warbler","Phylloscopus reguloides"
"Broad-billed Warbler","Tickellia hodgsoni"
"Golden-breasted Fulvetta","Lioparus chrysotis"
"Lesser Shortwing","Brachypteryx leucophris"
"Stripe-throated Yuhina","Yuhina gularis"
"Himalayan Shortwing","Brachypteryx cruralis"
"Indian Blue Robin","Larvivora brunnea"
"Brown Bullfinch","Pyrrhula nipalensis"
"Black Redstart","Phoenicurus ochruros"
"Bluethroat","Luscinia svecica"
"Carrion Crow","Corvus corone"
"Common Redshank","Tringa totanus"
"Western Yellow Wagtail","Motacilla flava"
"Eurasian Hobby","Falco subbuteo"
"Eurasian Magpie","Pica pica"
"Ferruginous Duck","Aythya nyroca"
"Gadwall","Mareca strepera"
"Garganey","Spatula querquedula"
"Green Sandpiper","Tringa ochropus"
"Little Stint","Calidris minuta"
"Mountain Chiffchaff","Phylloscopus sindianus"
"Northern Shoveler","Spatula clypeata"
"Red-billed Chough","Pyrrhocorax pyrrhocorax"
"Wood Sandpiper","Tringa glareola"
"White-capped Bunting","Emberiza stewarti"
"Chestnut-eared Bunting","Emberiza fucata"
"Common Swift","Apus apus"
"Ibisbill","Ibidorhyncha struthersii"
"Eurasian Skylark","Alauda arvensis"
"Common Snipe","Gallinago gallinago"
"Solitary Snipe","Gallinago solitaria"
"Fire-fronted Serin","Serinus pusillus"
"Water Pipit","Anthus spinoletta"
"Bar-headed Goose","Anser indicus"
"Black-necked Crane","Grus nigricollis"
"Eurasian Eagle-Owl","Bubo bubo"
"Great Crested Grebe","Podiceps cristatus"
"Hill Pigeon","Columba rupestris"
"Horned Lark","Eremophila alpestris"
"Lesser Sand-Plover","Charadrius mongolus"
"Ruddy Shelduck","Tadorna ferruginea"
"Tibetan Partridge","Perdix hodgsoniae"
"Upland Buzzard","Buteo hemilasius"
"Kashmir Nuthatch","Sitta cashmirensis"
"Orange Bullfinch","Pyrrhula aurantiaca"
"Rusty-tailed Flycatcher","Ficedula ruficauda"
"Great Egret","Ardea alba"
"Greater Painted-Snipe","Rostratula benghalensis"
"Ruddy-breasted Crake","Zapornia fusca"
"Common Raven","Corvus corax"
"Yellow-breasted Greenfinch","Chloris spinoides"
"Himalayan Rubythroat","Calliope pectoralis"
"Rufous-breasted Accentor","Prunella strophiata"
"Goldcrest","Regulus regulus"
"Great Myna","Acridotheres grandis"
"Large Niltava","Niltava grandis"
"Rufous-winged Fulvetta","Schoeniparus castaneceps"
"Gray-capped Pygmy Woodpecker","Yungipicus canicapillus"
"Plain Flowerpecker","Dicaeum minullum"
"Brown-headed Gull","Chroicocephalus brunnicephalus"
"Chinese Rubythroat","Calliope tschebaiewi"
"Eurasian Wigeon","Mareca penelope"
"Golden Eagle","Aquila chrysaetos"
"Hume's Lark","Calandrella acutirostris"
"Red-crested Pochard","Netta rufina"
"Tree Pipit","Anthus trivialis"
"Twite","Linaria flavirostris"
"Common Merganser","Mergus merganser"
"Common Pochard","Aythya ferina"
"Great Rosefinch","Carpodacus rubicilla"
"Bearded Vulture","Gypaetus barbatus"
"Robin Accentor","Prunella rubeculoides"
"Brown Accentor","Prunella fulvescens"
"Eurasian Crag-Martin","Ptyonoprogne rupestris"
"Sulphur-bellied Warbler","Phylloscopus griseolus"
"White-throated Dipper","Cinclus cinclus"
"White-winged Redstart","Phoenicurus erythrogastrus"
"Black-headed Mountain Finch","Leucosticte brandti"
"Blanford's Snowfinch","Montifringilla blanfordi"
"Black-winged Snowfinch","Montifringilla adamsi"
"Ground Tit","Pseudopodoces humilis"
"Spotted Redshank","Tringa erythropus"
"Hill Blue Flycatcher","Cyornis whitei"
"White-eyed Buzzard","Butastur teesa"
"Thick-billed Flowerpecker","Dicaeum agile"
"Changeable Hawk-Eagle","Nisaetus cirrhatus"
"Brown Boobook","Ninox scutulata"
"Indian Scops-Owl","Otus bakkamoena"
"Large-tailed Nightjar","Caprimulgus macrurus"
"Oriental Scops-Owl","Otus sunia"
"White-rumped Snowfinch","Montifringilla taczanowskii"
"Rufous-necked Snowfinch","Montifringilla ruficollis"
"Snow Pigeon","Columba leuconota"
"Plain Mountain Finch","Leucosticte nemoricola"
"Dusky Crag-Martin","Ptyonoprogne concolor"
"Black-winged Kite","Elanus caeruleus"
"Bhutan Laughingthrush","Trochalopteron imbricatum"
"Koklass Pheasant","Pucrasia macrolopha"
"White-browed Scimitar-Babbler","Pomatorhinus schisticeps"
"Mountain Scops-Owl","Otus spilocephalus"
"Himalayan Flameback","Dinopium shorii"
"White-browed Fantail","Rhipidura aureola"
"Gray-bellied Cuckoo","Cacomantis passerinus"
"Jungle Owlet","Glaucidium radiatum"
"Upland Pipit","Anthus sylvanus"
"Rufous-capped Babbler","Cyanoderma ruficeps"
"Tickell's Blue Flycatcher","Cyornis tickelliae"
"Blue-eared Barbet","Psilopogon duvaucelii"
"Hooded Pitta","Pitta sordida"
"Malayan Night-Heron","Gorsachius melanolophus"
"Plaintive Cuckoo","Cacomantis merulinus"
"Banded Bay Cuckoo","Cacomantis sonneratii"
"Tawny-bellied Babbler","Dumetia hyperythra"
"Black-breasted Parrotbill","Paradoxornis flavirostris"
"Chestnut-capped Babbler","Timalia pileata"
"Jerdon's Babbler","Chrysomma altirostre"
"Lesser Coucal","Centropus bengalensis"
"Rufous-necked Laughingthrush","Pterorhinus ruficollis"
"Striated Grassbird","Megalurus palustris"
"Yellow-bellied Prinia","Prinia flaviventris"
"Taiga Flycatcher","Ficedula albicilla"
"Blyth's Reed Warbler","Acrocephalus dumetorum"
"Asian Emerald Dove","Chalcophaps indica"
"Indian Thick-knee","Burhinus indicus"
"Yellow-bellied Fairy-Fantail","Chelidorhynx hypoxanthus"
"Tytler's Leaf Warbler","Phylloscopus tytleri"
"Black-headed Cuckooshrike","Lalage melanoptera"
"Blue-tailed Bee-eater","Merops philippinus"
"Blue-naped Pitta","Hydrornis nipalensis"
"Gray Peacock-Pheasant","Polyplectron bicalcaratum"
"Rufous Woodpecker","Micropternus brachyurus"
"Streak-throated Woodpecker","Picus xanthopygaeus"
"Kashmir Nutcracker","Nucifraga multipunctata"
"Cinnamon Bittern","Ixobrychus cinnamomeus"
"Yellow-billed Chough","Pyrrhocorax graculus"
"Painted Stork","Mycteria leucocephala"
"Asian Emerald Cuckoo","Chrysococcyx maculatus"
"Mountain Imperial-Pigeon","Ducula badia"
"Crested Lark","Galerida cristata"
"Bank Myna","Acridotheres ginginianus"
"White-naped Woodpecker","Chrysocolaptes festivus"
"Eurasian Nutcracker","Nucifraga caryocatactes"
"Wallcreeper","Tichodroma muraria"
"Black-and-yellow Grosbeak","Mycerobas icterioides"
"Bonelli's Eagle","Aquila fasciata"
"Black-tailed Crake","Zapornia bicolor"
"Mrs. Gould's Sunbird","Aethopyga gouldiae"
"Northern Pintail","Anas acuta"
"Rufous-bellied Eagle","Lophotriorchis kienerii"
"Sapphire Flycatcher","Ficedula sapphira"
"Sikkim Treecreeper","Certhia discolor"
"Red-tailed Minla","Minla ignotincta"
"Scaly Laughingthrush","Trochalopteron subunicolor"
"Black-faced Warbler","Abroscopus schisticeps"
"Alpine Swift","Apus melba"
"Fire-tailed Sunbird","Aethopyga ignicauda"
"Black Stork","Ciconia nigra"
"Scaly Thrush","Zoothera dauma"
"Red-naped Ibis","Pseudibis papillosa"
"Sind Sparrow","Passer pyrrhonotus"
"Striated Babbler","Argya earlei"
"Great Slaty Woodpecker","Mulleripicus pulverulentus"
"Blue-capped Redstart","Phoenicurus coeruleocephala"
"Himalayan Bluetail","Tarsiger rufilatus"
"Gray-sided Bush Warbler","Cettia brunnifrons"
"Orange-breasted Green-Pigeon","Treron bicinctus"
"Green-billed Malkoha","Phaenicophaeus tristis"
"Wreathed Hornbill","Rhyticeros undulatus"
"Sarus Crane","Antigone antigone"
"White-bellied Drongo","Dicrurus caerulescens"
"Woolly-necked Stork","Ciconia episcopus"
"Black-faced Laughingthrush","Trochalopteron affine"
"White-collared Blackbird","Turdus albocinctus"
"Red-faced Liocichla","Liocichla phoenicea"
"Beautiful Sibia","Heterophasia pulchella"
"Blyth's Shrike-Babbler","Pteruthius aeralatus"
"Slaty-backed Flycatcher","Ficedula erithacus"
"Slender-billed Oriole","Oriolus tenuirostris"
"Brown Parrotbill","Cholornis unicolor"
"Fire-tailed Myzornis","Myzornis pyrrhoura"
"Hoary-throated Barwing","Actinodura nipalensis"
"Rufous-vented Tit","Periparus rubidiventris"
"Slender-billed Scimitar-Babbler","Pomatorhinus superciliaris"
"Spotted Laughingthrush","Ianthocincla ocellata"
"White-browed Fulvetta","Fulvetta vinipectus"
"Yellow-rumped Honeyguide","Indicator xanthonotus"
"Golden Bush-Robin","Tarsiger chrysaeus"
"Gray-sided Laughingthrush","Pterorhinus caerulatus"
"Whistler's Warbler","Phylloscopus whistleri"
"Collared Falconet","Microhierax caerulescens"
"White-browed Piculet","Sasia ochracea"
"Russet Bush Warbler","Locustella mandelli"
"Steppe Eagle","Aquila nipalensis"
"Lesser Necklaced Laughingthrush","Garrulax monileger"
"Mistle Thrush","Turdus viscivorus"
"Alpine Accentor","Prunella collaris"
"Pink-browed Rosefinch","Carpodacus rodochroa"
"Ashy Wood-Pigeon","Columba pulchricollis"
"Blyth's Tragopan","Tragopan blythii"
"Coral-billed Scimitar-Babbler","Pomatorhinus ferruginosus"
"Chestnut-breasted Partridge","Arborophila mandellii"
"Gold-naped Finch","Pyrrhoplectes epauletta"
"Long-billed Wren-Babbler","Napothera malacoptila"
"Rufous-throated Wren-Babbler","Spelaeornis caudatus"
"White-breasted Parrotbill","Psittiparus ruficeps"
"Rufous-vented Yuhina","Yuhina occipitalis"
"Sikkim Wedge-billed Babbler","Stachyris humei"
"White-gorgeted Flycatcher","Anthipes monileger"
"White-spectacled Warbler","Phylloscopus intermedius"
"Yellow-throated Fulvetta","Schoeniparus cinereus"
"Aberrant Bush Warbler","Horornis flavolivaceus"
"Olive-backed Pipit","Anthus hodgsoni"
"Red-headed Bullfinch","Pyrrhula erythrocephala"
"Satyr Tragopan","Tragopan satyra"
"Hume's Bush Warbler","Horornis brunnescens"
"Scarlet Finch","Carpodacus sipahi"
"Yellow-cheeked Tit","Machlolophus spilonotus"
"Buff-barred Warbler","Phylloscopus pulcher"
"Rufous-throated Partridge","Arborophila rufogularis"
"Gray-cheeked Warbler","Phylloscopus poliogenys"
"Slaty-bellied Tesia","Tesia olivea"
"Streak-throated Barwing","Actinodura waldeni"
"Besra","Accipiter virgatus"
"Amur Falcon","Falco amurensis"
"Tibetan Blackbird","Turdus maximus"
"Darjeeling Woodpecker","Dendrocopos darjellensis"
"Rusty-flanked Treecreeper","Certhia nipalensis"
"Hodgson's Hawk-Cuckoo","Hierococcyx nisicolor"
"Black-eared Shrike-Babbler","Pteruthius melanotis"
"Ferruginous Flycatcher","Muscicapa ferruginea"
"Common Greenshank","Tringa nebularia"
"European Bee-eater","Merops apiaster"
"Eurasian Wryneck","Jynx torquilla"
"Brown-capped Pygmy Woodpecker","Yungipicus nanus"
"Spotted Elachura","Elachura formosa"
"Blyth's Swift","Apus leuconyx"
"Gray-chinned Minivet","Pericrocotus solaris"
"Himalayan Swiftlet","Aerodramus brevirostris"
"Snowy-browed Flycatcher","Ficedula hyperythra"
"Yellow-browed Warbler","Phylloscopus inornatus"
"Bronze-winged Jacana","Metopidius indicus"
"Indian Nuthatch","Sitta castanea"
"Oriental Darter","Anhinga melanogaster"
"Swamp Francolin","Ortygornis gularis"
"Mongolian Finch","Bucanetes mongolicus"
"Himalayan Owl","Strix nivicolum"
"Purple Heron","Ardea purpurea"
"Crested Treeswift","Hemiprocne coronata"
"White-rumped Needletail","Zoonavena sylvatica"
"Barn Owl","Tyto alba"
"Black Baza","Aviceda leuphotes"
"Hodgson's Frogmouth","Batrachostomus hodgsoni"
"Great Thick-knee","Esacus recurvirostris"
"Lesser Adjutant","Leptoptilos javanicus"
"Crimson-breasted Woodpecker","Dryobates cathpharius"
