"COMMON.NAME","SCIENTIFIC.NAME"
"Thick-billed Warbler","Arundinax aedon"
"Gray-bellied Tesia","Tesia cyaniventer"
"Cinereous Tit","Parus cinereus"
"Taiga Flycatcher","Ficedula albicilla"
"Eurasian Moorhen","Gallinula chloropus"
"Greater Racket-tailed Drongo","Dicrurus paradiseus"
"White Wagtail","Motacilla alba"
"Blue-throated Barbet","Psilopogon asiaticus"
"Pale-chinned Blue Flycatcher","Cyornis poliogenys"
"Lesser Shortwing","Brachypteryx leucophris"
"Collared Scops-Owl","Otus lettia"
"Asian Fairy-bluebird","Irena puella"
"Lesser Coucal","Centropus bengalensis"
"Large Cuckooshrike","Coracina macei"
"Scarlet Minivet","Pericrocotus speciosus"
"Lesser Necklaced Laughingthrush","Garrulax monileger"
"Red-headed Trogon","Harpactes erythrocephalus"
"Red-whiskered Bulbul","Pycnonotus jocosus"
"Rufous-bellied Niltava","Niltava sundara"
"Cotton Pygmy-Goose","Nettapus coromandelianus"
"Large Scimitar-Babbler","Megapomatorhinus hypoleucos"
"White-tailed Robin","Myiomela leucura"
"Rosy Minivet","Pericrocotus roseus"
"Brown Boobook","Ninox scutulata"
"Lesser Whistling-Duck","Dendrocygna javanica"
"Greater Necklaced Laughingthrush","Ianthocincla pectoralis"
"Verditer Flycatcher","Eumyias thalassinus"
"Pale Blue Flycatcher","Cyornis unicolor"
"White-bellied Erpornis","Erpornis zantholeuca"
"Common Myna","Acridotheres tristis"
"Little Cormorant","Microcarbo niger"
"Rose-ringed Parakeet","Psittacula krameri"
"House Sparrow","Passer domesticus"
"Green Bee-eater","Merops orientalis"
"Jungle Babbler","Turdoides striata"
"Red-vented Bulbul","Pycnonotus cafer"
"Asian Pied Starling","Gracupica contra"
"Green Imperial-Pigeon","Ducula aenea"
"Great Myna","Acridotheres grandis"
"Eurasian Hoopoe","Upupa epops"
"Yellow-footed Green-Pigeon","Treron phoenicopterus"
"House Crow","Corvus splendens"
"Asian Openbill","Anastomus oscitans"
"Black-crowned Night-Heron","Nycticorax nycticorax"
"Black Kite","Milvus migrans"
"Black-rumped Flameback","Dinopium benghalense"
"Lineated Barbet","Psilopogon lineatus"
"Siberian Stonechat","Saxicola maurus"
"Red-wattled Lapwing","Vanellus indicus"
"Intermediate Egret","Ardea intermedia"
"Lesser Adjutant","Leptoptilos javanicus"
"Barn Swallow","Hirundo rustica"
"Spotted Dove","Streptopelia chinensis"
"Glossy Ibis","Plegadis falcinellus"
"Citrine Wagtail","Motacilla citreola"
"Rosy Pipit","Anthus roseatus"
"Long-tailed Shrike","Lanius schach"
"Gray-headed Lapwing","Vanellus cinereus"
"Indochinese Roller","Coracias affinis"
"Paddyfield Pipit","Anthus rufulus"
"Great Egret","Ardea alba"
"Fulvous-breasted Woodpecker","Dendrocopos macei"
"Fulvous Whistling-Duck","Dendrocygna bicolor"
"Eurasian Coot","Fulica atra"
"Gadwall","Mareca strepera"
"Black-winged Stilt","Himantopus himantopus"
"Common Sandpiper","Actitis hypoleucos"
"Gray Heron","Ardea cinerea"
"Ashy Woodswallow","Artamus fuscus"
"Pheasant-tailed Jacana","Hydrophasianus chirurgus"
"Mallard","Anas platyrhynchos"
"Ferruginous Duck","Aythya nyroca"
"Little Ringed Plover","Charadrius dubius"
"Jungle Myna","Acridotheres fuscus"
"Greater Adjutant","Leptoptilos dubius"
"Gray-headed Swamphen","Porphyrio poliocephalus"
"Northern Lapwing","Vanellus vanellus"
"Striated Grassbird","Megalurus palustris"
"Little Grebe","Tachybaptus ruficollis"
"Asian Palm-Swift","Cypsiurus balasiensis"
"Northern Shoveler","Spatula clypeata"
"Wood Sandpiper","Tringa glareola"
"Red-crested Pochard","Netta rufina"
"Ruddy Shelduck","Tadorna ferruginea"
"Graylag Goose","Anser anser"
"Little Egret","Egretta garzetta"
"Purple Heron","Ardea purpurea"
"Common Pochard","Aythya ferina"
"Oriental Darter","Anhinga melanogaster"
"Brown-headed Gull","Chroicocephalus brunnicephalus"
"Northern Pintail","Anas acuta"
"Asian Koel","Eudynamys scolopaceus"
"Pied Avocet","Recurvirostra avosetta"
"Black-headed Ibis","Threskiornis melanocephalus"
"Red Collared-Dove","Streptopelia tranquebarica"
"Green-winged Teal","Anas crecca"
"Eurasian Wigeon","Mareca penelope"
"Bar-headed Goose","Anser indicus"
"Great Cormorant","Phalacrocorax carbo"
"Ruff","Calidris pugnax"
"Spotted Redshank","Tringa erythropus"
"Shikra","Accipiter badius"
"Green Sandpiper","Tringa ochropus"
"Barn Owl","Tyto alba"
"Oriental Pied-Hornbill","Anthracoceros albirostris"
"Spotted Owlet","Athene brama"
"Dusky Warbler","Phylloscopus fuscatus"
"Stork-billed Kingfisher","Pelargopsis capensis"
"Indian White-eye","Zosterops palpebrosus"
"White-browed Wagtail","Motacilla maderaspatensis"
"Indian Spot-billed Duck","Anas poecilorhyncha"
"Maroon Oriole","Oriolus traillii"
"Tickell's Leaf Warbler","Phylloscopus affinis"
"Siberian Rubythroat","Calliope calliope"
"Oriental Turtle-Dove","Streptopelia orientalis"
"Garganey","Spatula querquedula"
"Scaly-breasted Munia","Lonchura punctulata"
"Black-faced Bunting","Emberiza spodocephala"
"White-throated Fantail","Rhipidura albicollis"
"Common Hawk-Cuckoo","Hierococcyx varius"
"Gray Wagtail","Motacilla cinerea"
"Booted Eagle","Hieraaetus pennatus"
"Zitting Cisticola","Cisticola juncidis"
"White-rumped Vulture","Gyps bengalensis"
"Gray-throated Martin","Riparia chinensis"
"Common Snipe","Gallinago gallinago"
"Bengal Bushlark","Mirafra assamica"
"Peregrine Falcon","Falco peregrinus"
"Eurasian Kestrel","Falco tinnunculus"
"Richard's Pipit","Anthus richardi"
"Pied Kingfisher","Ceryle rudis"
"Pacific Golden-Plover","Pluvialis fulva"
"Bluethroat","Luscinia svecica"
"Indian Cuckoo","Cuculus micropterus"
"Greater Coucal","Centropus sinensis"
"Coppersmith Barbet","Psilopogon haemacephalus"
"Swamp Francolin","Francolinus gularis"
"Cinnamon Bittern","Ixobrychus cinnamomeus"
"Eurasian Curlew","Numenius arquata"
"Baya Weaver","Ploceus philippinus"
"Common Greenshank","Tringa nebularia"
"Common Redshank","Tringa totanus"
"Smoky Warbler","Phylloscopus fuligiventer"
"Temminck's Stint","Calidris temminckii"
"Black-headed Gull","Chroicocephalus ridibundus"
"Red-rumped Swallow","Cecropis daurica"
"Falcated Duck","Mareca falcata"
"Osprey","Pandion haliaetus"
"Eurasian Marsh-Harrier","Circus aeruginosus"
"Gray-headed Fish-Eagle","Haliaeetus ichthyaetus"
"Woolly-necked Stork","Ciconia episcopus"
"Spot-billed Pelican","Pelecanus philippensis"
"Common Woodshrike","Tephrodornis pondicerianus"
"Yellow-eyed Babbler","Chrysomma sinense"
"Large-tailed Nightjar","Caprimulgus macrurus"
"Blue-bearded Bee-eater","Nyctyornis athertoni"
"Ashy Prinia","Prinia socialis"
"Ashy Drongo","Dicrurus leucophaeus"
"Pallas's Fish-Eagle","Haliaeetus leucoryphus"
"Long-tailed Minivet","Pericrocotus ethologus"
"River Lapwing","Vanellus duvaucelii"
"Changeable Hawk-Eagle","Nisaetus cirrhatus"
"Striated Babbler","Turdoides earlei"
"Hen Harrier","Circus cyaneus"
"Red Avadavat","Amandava amandava"
"Green-billed Malkoha","Phaenicophaeus tristis"
"Crimson Sunbird","Aethopyga siparaja"
"Plaintive Cuckoo","Cacomantis merulinus"
"Alexandrine Parakeet","Psittacula eupatria"
"Eurasian Tree Sparrow","Passer montanus"
"Plumbeous Redstart","Phoenicurus fuliginosus"
"Bank Myna","Acridotheres ginginianus"
"Black-winged Kite","Elanus caeruleus"
"Western Yellow Wagtail","Motacilla flava"
"Black-breasted Parrotbill","Paradoxornis flavirostris"
"Paddyfield Warbler","Acrocephalus agricola"
"Oriental Honey-buzzard","Pernis ptilorhynchus"
"Spotted Bush Warbler","Locustella thoracica"
"Pied Harrier","Circus melanoleucos"
"Jerdon's Babbler","Chrysomma altirostre"
"Chestnut-crowned Bush Warbler","Cettia major"
"Nepal House-Martin","Delichon nipalense"
"Chestnut-capped Babbler","Timalia pileata"
"Yellow-bellied Prinia","Prinia flaviventris"
"Gray-sided Bush Warbler","Cettia brunnifrons"
"Greater Painted-Snipe","Rostratula benghalensis"
"Bronzed Drongo","Dicrurus aeneus"
"Common Green-Magpie","Cissa chinensis"
"White-browed Scimitar-Babbler","Pomatorhinus schisticeps"
"White-hooded Babbler","Gampsorhynchus rufulus"
"Eurasian Collared-Dove","Streptopelia decaocto"
"Tufted Duck","Aythya fuligula"
"Whistler's Warbler","Phylloscopus whistleri"
"Gray-capped Woodpecker","Yungipicus canicapillus"
"Black Stork","Ciconia nigra"
"Orange-bellied Leafbird","Chloropsis hardwickii"
"Greater Yellownape","Chrysophlegma flavinucha"
"Striated Heron","Butorides striata"
"Velvet-fronted Nuthatch","Sitta frontalis"
"Short-billed Minivet","Pericrocotus brevirostris"
"Black-winged Cuckooshrike","Lalage melaschistos"
"Blue-eared Barbet","Psilopogon duvaucelii"
"Plain Flowerpecker","Dicaeum minullum"
"Plain Prinia","Prinia inornata"
"Red Junglefowl","Gallus gallus"
"Blyth's Reed Warbler","Acrocephalus dumetorum"
"River Tern","Sterna aurantia"
"Gray-breasted Prinia","Prinia hodgsonii"
"Sand Lark","Alaudala raytal"
"Crested Bunting","Emberiza lathami"
"Golden-headed Cisticola","Cisticola exilis"
"Rufous-gorgeted Flycatcher","Ficedula strophiata"
"Common Merganser","Mergus merganser"
"Vernal Hanging-Parrot","Loriculus vernalis"
"Blyth's Leaf Warbler","Phylloscopus reguloides"
"Asian Brown Flycatcher","Muscicapa dauurica"
"Ashy-throated Warbler","Phylloscopus maculipennis"
"Barred Cuckoo-Dove","Macropygia unchall"
"Black-necked Stork","Ephippiorhynchus asiaticus"
"Chestnut-headed Bee-eater","Merops leschenaulti"
"House Swift","Apus nipalensis"
"Black-breasted Weaver","Ploceus benghalensis"
"Steppe Eagle","Aquila nipalensis"
"Kalij Pheasant","Lophura leucomelanos"
"Himalayan Griffon","Gyps himalayensis"
"Blue Whistling-Thrush","Myophonus caeruleus"
"White-rumped Munia","Lonchura striata"
"White-tailed Stonechat","Saxicola leucurus"
"Oriental Skylark","Alauda gulgula"
"Graceful Prinia","Prinia gracilis"
"Short-eared Owl","Asio flammeus"
"Eastern Spot-billed Duck","Anas zonorhyncha"
"Great Crested Grebe","Podiceps cristatus"
"Greater White-fronted Goose","Anser albifrons"
"Kentish Plover","Charadrius alexandrinus"
"Pin-tailed Snipe","Gallinago stenura"
"Large Woodshrike","Tephrodornis virgatus"
"Chestnut-bellied Nuthatch","Sitta cinnamoventris"
"Great Hornbill","Buceros bicornis"
"Dusky Eagle-Owl","Bubo coromandus"
"Imperial Eagle","Aquila heliaca"
"Gray-headed Woodpecker","Picus canus"
"Streak-throated Woodpecker","Picus xanthopygaeus"
"White-tailed Eagle","Haliaeetus albicilla"
"White-capped Redstart","Phoenicurus leucocephalus"
"Blue Rock-Thrush","Monticola solitarius"
"Ibisbill","Ibidorhyncha struthersii"
"Jerdon's Baza","Aviceda jerdoni"
"Pied Bushchat","Saxicola caprata"
"Black Bulbul","Hypsipetes leucocephalus"
"Mountain Hawk-Eagle","Nisaetus nipalensis"
"Himalayan Buzzard","Buteo refectus"
"Black Eagle","Ictinaetus malaiensis"
"Himalayan Swiftlet","Aerodramus brevirostris"
"Great Barbet","Psilopogon virens"
"White-throated Bulbul","Alophoixus flaveolus"
"Long-legged Buzzard","Buteo rufinus"
"Small Pratincole","Glareola lactea"
"Slaty-breasted Rail","Lewinia striata"
"Watercock","Gallicrex cinerea"
"Yellow Bittern","Ixobrychus sinensis"
"Clamorous Reed Warbler","Acrocephalus stentoreus"
"Gray Nightjar","Caprimulgus jotaka"
"Collared Owlet","Glaucidium brodiei"
"Spot-bellied Eagle-Owl","Bubo nipalensis"
"Indian Thick-knee","Burhinus indicus"
"Common Shelduck","Tadorna tadorna"
"Asian Emerald Dove","Chalcophaps indica"
"White-rumped Shama","Copsychus malabaricus"
"Streaked Spiderhunter","Arachnothera magna"
"Striated Swallow","Cecropis striolata"
"Blossom-headed Parakeet","Psittacula roseata"
"Marsh Babbler","Pellorneum palustre"
"Yellow-bellied Warbler","Abroscopus superciliaris"
"Daurian Redstart","Phoenicurus auroreus"
"Buff-chested Babbler","Cyanoderma ambiguum"
"Pallas's Grasshopper-Warbler","Locustella certhiola"
"Baillon's Crake","Zapornia pusilla"
"Large Hawk-Cuckoo","Hierococcyx sparverioides"
"Pygmy Cupwing","Pnoepyga pusilla"
"Dark-necked Tailorbird","Orthotomus atrogularis"
"Ashy Bulbul","Hemixos flavala"
"Lesser Yellownape","Picus chlorolophus"
"Orange-headed Thrush","Geokichla citrina"
"Yellow-vented Warbler","Phylloscopus cantator"
"Blue-winged Leafbird","Chloropsis cochinchinensis"
"Speckled Piculet","Picumnus innominatus"
"Rusty-bellied Shortwing","Brachypteryx hyperythra"
"Chestnut Munia","Lonchura atricapilla"
"Blue-tailed Bee-eater","Merops philippinus"
"White-spectacled Warbler","Phylloscopus intermedius"
"Eurasian Sparrowhawk","Accipiter nisus"
"Yellow-bellied Fairy-Fantail","Chelidorhynx hypoxanthus"
"Striated Bulbul","Pycnonotus striatus"
"Slaty-backed Flycatcher","Ficedula erithacus"
"Slaty-bellied Tesia","Tesia olivea"
"Dollarbird","Eurystomus orientalis"
"Crested Kingfisher","Megaceryle lugubris"
"Hodgson's Redstart","Phoenicurus hodgsoni"
"Common Crane","Grus grus"
"Chestnut-headed Tesia","Cettia castaneocoronata"
"Gray-hooded Warbler","Phylloscopus xanthoschistos"
"Bar-winged Flycatcher-shrike","Hemipus picatus"
"White-throated Bushchat","Saxicola insignis"
"Chestnut-bellied Rock-Thrush","Monticola rufiventris"
"Wedge-tailed Green-Pigeon","Treron sphenurus"
"Long-tailed Broadbill","Psarisomus dalhousiae"
"Sultan Tit","Melanochlora sultanea"
"Rufous Woodpecker","Micropternus brachyurus"
"Pin-tailed Green-Pigeon","Treron apicauda"
"Greater Spotted Eagle","Clanga clanga"
"Ruddy-breasted Crake","Zapornia fusca"
"Scaly Thrush","Zoothera dauma"
"Spot-winged Starling","Saroglossa spilopterus"
"Gray-winged Blackbird","Turdus boulboul"
"Short-toed Snake-Eagle","Circaetus gallicus"
"European Starling","Sturnus vulgaris"
"Indian Peafowl","Pavo cristatus"
"Common Cuckoo","Cuculus canorus"
"Gray-crowned Warbler","Phylloscopus tephrocephalus"
"Gray-throated Babbler","Stachyris nigriceps"
"Ferruginous Flycatcher","Muscicapa ferruginea"
"Eurasian Wryneck","Jynx torquilla"
"Oriental Hobby","Falco severus"
"Chestnut-eared Bunting","Emberiza fucata"
"Blyth's Pipit","Anthus godlewskii"
"Thick-billed Green-Pigeon","Treron curvirostra"
"Crested Treeswift","Hemiprocne coronata"
"Painted Stork","Mycteria leucocephala"
"Indian Grassbird","Graminicola bengalensis"
"Marsh Sandpiper","Tringa stagnatilis"
"Little Bunting","Emberiza pusilla"
"Rufous-necked Laughingthrush","Ianthocincla ruficollis"
"Long-billed Plover","Charadrius placidus"
"Green-crowned Warbler","Phylloscopus burkii"
"Van Hasselt's Sunbird","Leptocoma brasiliana"
"Red-naped Ibis","Pseudibis papillosa"
"Cinereous Vulture","Aegypius monachus"
"Great Thick-knee","Esacus recurvirostris"
"Black Redstart","Phoenicurus ochruros"
"Gray Bushchat","Saxicola ferreus"
"Slender-billed Babbler","Turdoides longirostris"
"Black Francolin","Francolinus francolinus"
"Black-breasted Thrush","Turdus dissimilis"
"Little Stint","Calidris minuta"
"Ashy-headed Green-Pigeon","Treron phayrei"
"Lemon-rumped Warbler","Phylloscopus chloronotus"
"White-browed Piculet","Sasia ochracea"
"Red-necked Falcon","Falco chicquera"
"Slaty-backed Forktail","Enicurus schistaceus"
"Streaked Weaver","Ploceus manyar"
"Little Swift","Apus affinis"
"Swamp Grass Babbler","Laticilla cinerascens"
"Pied Cuckoo","Clamator jacobinus"
"Blue-winged Minla","Actinodura cyanouroptera"
"Silver-breasted Broadbill","Serilophus lunatus"
"Wreathed Hornbill","Rhyticeros undulatus"
"Purple-rumped Sunbird","Leptocoma zeylonica"
"Black-headed Bulbul","Brachypodius atriceps"
"Fire-breasted Flowerpecker","Dicaeum ignipectus"
"Indian Roller","Coracias benghalensis"
"White-crowned Forktail","Enicurus leschenaulti"
"Nepal Fulvetta","Alcippe nipalensis"
"Sapphire Flycatcher","Ficedula sapphira"
"Long-tailed Thrush","Zoothera dixoni"
"Pale-headed Woodpecker","Gecinulus grantia"
"Gray Peacock-Pheasant","Polyplectron bicalcaratum"
"Gray-cheeked Warbler","Phylloscopus poliogenys"
"Rufous-throated Fulvetta","Schoeniparus rufogularis"
