"COMMON.NAME","SCIENTIFIC.NAME"
"Golden-fronted Leafbird","Chloropsis aurifrons"
"Golden-headed Cisticola","Cisticola exilis"
"Green-billed Malkoha","Phaenicophaeus tristis"
"Greater Coucal","Centropus sinensis"
"Greater Flameback","Chrysocolaptes guttacristatus"
"Great Hornbill","Buceros bicornis"
"Greenish Warbler","Phylloscopus trochiloides"
"Green Imperial-Pigeon","Ducula aenea"
"Green Sandpiper","Tringa ochropus"
"Greater Racket-tailed Drongo","Dicrurus paradiseus"
"Gray-breasted Prinia","Prinia hodgsonii"
"Gray-capped Woodpecker","Yungipicus canicapillus"
"Hair-crested Drongo","Dicrurus hottentottus"
"Common Hill Myna","Gracula religiosa"
"Himalayan Griffon","Gyps himalayensis"
"Hooded Pitta","Pitta sordida"
"Indochinese Roller","Coracias affinis"
"Jerdon's Baza","Aviceda jerdoni"
"Kalij Pheasant","Lophura leucomelanos"
"Large-billed Crow","Corvus macrorhynchos"
"Large Cuckooshrike","Coracina macei"
"Large Woodshrike","Tephrodornis virgatus"
"Large-tailed Nightjar","Caprimulgus macrurus"
"Lesser Coucal","Centropus bengalensis"
"Little Ringed Plover","Charadrius dubius"
"Little Bunting","Emberiza pusilla"
"Long-tailed Broadbill","Psarisomus dalhousiae"
"Long-tailed Shrike","Lanius schach"
"Maroon Oriole","Oriolus traillii"
"Northern Lapwing","Vanellus vanellus"
"Olive-backed Pipit","Anthus hodgsoni"
"Orange-breasted Green-Pigeon","Treron bicinctus"
"Orange-headed Thrush","Geokichla citrina"
"Oriental Honey-buzzard","Pernis ptilorhynchus"
"Paddyfield Pipit","Anthus rufulus"
"Oriental Pied-Hornbill","Anthracoceros albirostris"
"Oriental Turtle-Dove","Streptopelia orientalis"
"Pale-chinned Blue Flycatcher","Cyornis poliogenys"
"Pin-tailed Green-Pigeon","Treron apicauda"
"Plaintive Cuckoo","Cacomantis merulinus"
"Plain Flowerpecker","Dicaeum minullum"
"Ashy-headed Green-Pigeon","Treron phayrei"
"Puff-throated Babbler","Pellorneum ruficeps"
"Red-breasted Parakeet","Psittacula alexandri"
"Red Collared-Dove","Streptopelia tranquebarica"
"Red Junglefowl","Gallus gallus"
"Red-whiskered Bulbul","Pycnonotus jocosus"
"Rosy Minivet","Pericrocotus roseus"
"Rosy Pipit","Anthus roseatus"
"Ruddy Kingfisher","Halcyon coromanda"
"Rufous Woodpecker","Micropternus brachyurus"
"Rufous-necked Laughingthrush","Ianthocincla ruficollis"
"Indian Grassbird","Graminicola bengalensis"
"Savanna Nightjar","Caprimulgus affinis"
"Scarlet Minivet","Pericrocotus speciosus"
"Shikra","Accipiter badius"
"Silver-breasted Broadbill","Serilophus lunatus"
"Slender-billed Babbler","Turdoides longirostris"
"Speckled Piculet","Picumnus innominatus"
"Stork-billed Kingfisher","Pelargopsis capensis"
"Striated Babbler","Turdoides earlei"
"Striated Grassbird","Megalurus palustris"
"Sultan Tit","Melanochlora sultanea"
"Swamp Francolin","Francolinus gularis"
"Taiga Flycatcher","Ficedula albicilla"
"Thick-billed Green-Pigeon","Treron curvirostra"
"Thick-billed Warbler","Arundinax aedon"
"Velvet-fronted Nuthatch","Sitta frontalis"
"Wedge-tailed Green-Pigeon","Treron sphenurus"
"White-browed Wagtail","Motacilla maderaspatensis"
"White Wagtail","Motacilla alba"
"White-rumped Shama","Copsychus malabaricus"
"White-throated Bulbul","Alophoixus flaveolus"
"White-throated Fantail","Rhipidura albicollis"
"Great Myna","Acridotheres grandis"
"Changeable Hawk-Eagle","Nisaetus cirrhatus"
"Yellow-eyed Babbler","Chrysomma sinense"
"Zitting Cisticola","Cisticola juncidis"
"Coppersmith Barbet","Psilopogon haemacephalus"
"Black-winged Cuckooshrike","Lalage melaschistos"
"Blossom-headed Parakeet","Psittacula roseata"
"Brahminy Kite","Haliastur indus"
"Brown Fish-Owl","Ketupa zeylonensis"
"Bronze-winged Jacana","Metopidius indicus"
"Cinnamon Bittern","Ixobrychus cinnamomeus"
"Dark-necked Tailorbird","Orthotomus atrogularis"
"Dark-sided Flycatcher","Muscicapa sibirica"
"Lesser Whistling-Duck","Dendrocygna javanica"
"Lesser Racket-tailed Drongo","Dicrurus remifer"
"Scaly-breasted Munia","Lonchura punctulata"
"Pied Kingfisher","Ceryle rudis"
"Purple-rumped Sunbird","Leptocoma zeylonica"
"Red-rumped Swallow","Cecropis daurica"
"Scarlet-backed Flowerpecker","Dicaeum cruentatum"
"Pin-striped Tit-Babbler","Mixornis gularis"
"Watercock","Gallicrex cinerea"
"White-browed Scimitar-Babbler","Pomatorhinus schisticeps"
"Yellow-browed Warbler","Phylloscopus inornatus"
"Gray-backed Shrike","Lanius tephronotus"
"Mountain Imperial-Pigeon","Ducula badia"
"Bank Myna","Acridotheres ginginianus"
"Bengal Bushlark","Mirafra assamica"
"Brownish-flanked Bush Warbler","Horornis fortipes"
"Blue-breasted Quail","Synoicus chinensis"
"Blyth's Pipit","Anthus godlewskii"
"Brown Boobook","Ninox scutulata"
"Blue-tailed Bee-eater","Merops philippinus"
"Graceful Prinia","Prinia gracilis"
"Gray-throated Martin","Riparia chinensis"
"Indian Thick-knee","Burhinus indicus"
"Large Hawk-Cuckoo","Hierococcyx sparverioides"
"Oriental Skylark","Alauda gulgula"
"Oriental Scops-Owl","Otus sunia"
"Paddyfield Warbler","Acrocephalus agricola"
"Pied Bushchat","Saxicola caprata"
"Sand Lark","Alaudala raytal"
"Siberian Rubythroat","Calliope calliope"
"Small Minivet","Pericrocotus cinnamomeus"
"Small Pratincole","Glareola lactea"
"Tickell's Leaf Warbler","Phylloscopus affinis"
"White-tailed Stonechat","Saxicola leucurus"
"Chinese Pond-Heron","Ardeola bacchus"
"Clamorous Reed Warbler","Acrocephalus stentoreus"
"Gray-headed Lapwing","Vanellus cinereus"
"Indian Spot-billed Duck","Anas poecilorhyncha"
"Red-crested Pochard","Netta rufina"
"Temminck's Stint","Calidris temminckii"
"White-rumped Munia","Lonchura striata"
"Striated Swallow","Cecropis striolata"
"Gray-headed Canary-Flycatcher","Culicicapa ceylonensis"
"Black-breasted Weaver","Ploceus benghalensis"
"Black Bittern","Ixobrychus flavicollis"
"Black-faced Bunting","Emberiza spodocephala"
"Black-headed Ibis","Threskiornis melanocephalus"
"Chestnut Munia","Lonchura atricapilla"
"Common Snipe","Gallinago gallinago"
"Glossy Ibis","Plegadis falcinellus"
"Greater Adjutant","Leptoptilos dubius"
"Great Cormorant","Phalacrocorax carbo"
"Little Grebe","Tachybaptus ruficollis"
"Pheasant-tailed Jacana","Hydrophasianus chirurgus"
"Plain Prinia","Prinia inornata"
"Gray-headed Swamphen","Porphyrio poliocephalus"
"River Lapwing","Vanellus duvaucelii"
"Ruddy-breasted Crake","Zapornia fusca"
"Streaked Weaver","Ploceus manyar"
"Woolly-necked Stork","Ciconia episcopus"
"Common Green-Magpie","Cissa chinensis"
"House Swift","Apus nipalensis"
"Wood Sandpiper","Tringa glareola"
"Banded Bay Cuckoo","Cacomantis sonneratii"
"Black-crowned Night-Heron","Nycticorax nycticorax"
"Black-winged Stilt","Himantopus himantopus"
"Black Eagle","Ictinaetus malaiensis"
"Crow-billed Drongo","Dicrurus annectens"
"Greater Yellownape","Chrysophlegma flavinucha"
"Greater Painted-Snipe","Rostratula benghalensis"
"Little Spiderhunter","Arachnothera longirostra"
"Pallas's Grasshopper-Warbler","Locustella certhiola"
"Pin-tailed Snipe","Gallinago stenura"
"Rufescent Prinia","Prinia rufescens"
"Slender-billed Vulture","Gyps tenuirostris"
"White-bellied Erpornis","Erpornis zantholeuca"
"Whiskered Tern","Chlidonias hybrida"
"Yellow-bellied Warbler","Abroscopus superciliaris"
"Yellow Bittern","Ixobrychus sinensis"
"Bar-winged Flycatcher-shrike","Hemipus picatus"
"Oriental Darter","Anhinga melanogaster"
"Lesser Necklaced Laughingthrush","Garrulax monileger"
"Spotted Redshank","Tringa erythropus"
"Black-backed Dwarf-Kingfisher","Ceyx erithaca"
"Blue-eared Kingfisher","Alcedo meninting"
"Black-headed Bulbul","Brachypodius atriceps"
"Blue-naped Pitta","Hydrornis nipalensis"
"Buff-breasted Babbler","Pellorneum tickelli"
"Cachar Bulbul","Iole cacharensis"
"Cotton Pygmy-Goose","Nettapus coromandelianus"
"Fulvous Whistling-Duck","Dendrocygna bicolor"
"Greater Necklaced Laughingthrush","Ianthocincla pectoralis"
"Gray-headed Woodpecker","Picus canus"
"Gray-throated Babbler","Stachyris nigriceps"
"Large Scimitar-Babbler","Megapomatorhinus hypoleucos"
"Ruby-cheeked Sunbird","Chalcoparia singalensis"
"Van Hasselt's Sunbird","Leptocoma brasiliana"
"Vernal Hanging-Parrot","Loriculus vernalis"
"Violet Cuckoo","Chrysococcyx xanthorhynchus"
"White-browed Piculet","Sasia ochracea"
"Yellow-vented Flowerpecker","Dicaeum chrysorrheum"
"Blyth's Leaf Warbler","Phylloscopus reguloides"
"Collared Owlet","Glaucidium brodiei"
"Collared Scops-Owl","Otus lettia"
"Whistler's Warbler","Phylloscopus whistleri"
"Blue Whistling-Thrush","Myophonus caeruleus"
"Common Pochard","Aythya ferina"
"Eurasian Kestrel","Falco tinnunculus"
"Eurasian Wigeon","Mareca penelope"
"Ferruginous Duck","Aythya nyroca"
"Gadwall","Mareca strepera"
"Gray Bushchat","Saxicola ferreus"
"Himalayan Swiftlet","Aerodramus brevirostris"
"Northern Shoveler","Spatula clypeata"
"Pacific Golden-Plover","Pluvialis fulva"
"Ruddy Shelduck","Tadorna ferruginea"
"Spot-billed Pelican","Pelecanus philippensis"
"White-winged Duck","Asarcornis scutulata"
"Ashy Bulbul","Hemixos flavala"
"Blue-winged Leafbird","Chloropsis cochinchinensis"
"Chestnut-winged Cuckoo","Clamator coromandus"
"Hodgson's Hawk-Cuckoo","Hierococcyx nisicolor"
"Jerdon's Babbler","Chrysomma altirostre"
"Long-legged Buzzard","Buteo rufinus"
"Marsh Babbler","Pellorneum palustre"
"Nepal Fulvetta","Alcippe nipalensis"
"Red-headed Trogon","Harpactes erythrocephalus"
"Swamp Grass Babbler","Laticilla cinerascens"
"White-cheeked Partridge","Arborophila atrogularis"
"Great Barbet","Psilopogon virens"
"Long-tailed Minivet","Pericrocotus ethologus"
