"DISTRICT","group.id","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","EXOTIC.CODE","OBSERVATION.COUNT","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","DURATION.MINUTES","EFFORT.DISTANCE.KM","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","month","day","year"
"Gandaki","G8360556","species","Intermediate Egret","Ardea intermedia",NA,"2","Pokhara - Phewa Lakeside","L956849","H",28.2133418,83.9566011,"06:30:00","obsr1871526","S110017240","Traveling",20,0.5,1,1,5,14,2022
"Gandaki","G8360556","species","Jungle Myna","Acridotheres fuscus",NA,"3","Pokhara - Phewa Lakeside","L956849","H",28.2133418,83.9566011,"06:30:00","obsr888118","S109945122","Traveling",20,0.5,1,1,5,14,2022
"Gandaki","G8360556","species","Jungle Myna","Acridotheres fuscus",NA,"3","Pokhara - Phewa Lakeside","L956849","H",28.2133418,83.9566011,"06:30:00","obsr1871526","S110017240","Traveling",20,0.5,1,1,5,14,2022
"Gandaki","G8360556","species","Large-billed Crow","Corvus macrorhynchos",NA,"8","Pokhara - Phewa Lakeside","L956849","H",28.2133418,83.9566011,"06:30:00","obsr888118","S109945122","Traveling",20,0.5,1,1,5,14,2022
"Gandaki","G8360556","species","Large-billed Crow","Corvus macrorhynchos",NA,"8","Pokhara - Phewa Lakeside","L956849","H",28.2133418,83.9566011,"06:30:00","obsr1871526","S110017240","Traveling",20,0.5,1,1,5,14,2022
"Gandaki","G8360556","species","Little Egret","Egretta garzetta",NA,"1","Pokhara - Phewa Lakeside","L956849","H",28.2133418,83.9566011,"06:30:00","obsr888118","S109945122","Traveling",20,0.5,1,1,5,14,2022
"Gandaki","G8360556","species","Little Egret","Egretta garzetta",NA,"1","Pokhara - Phewa Lakeside","L956849","H",28.2133418,83.9566011,"06:30:00","obsr1871526","S110017240","Traveling",20,0.5,1,1,5,14,2022
"Gandaki","G8360556","species","Little Grebe","Tachybaptus ruficollis",NA,"1","Pokhara - Phewa Lakeside","L956849","H",28.2133418,83.9566011,"06:30:00","obsr1871526","S110017240","Traveling",20,0.5,1,1,5,14,2022
"Gandaki","G8360556","species","Little Grebe","Tachybaptus ruficollis",NA,"1","Pokhara - Phewa Lakeside","L956849","H",28.2133418,83.9566011,"06:30:00","obsr888118","S109945122","Traveling",20,0.5,1,1,5,14,2022
"Gandaki","G8360556","species","Oriental Magpie-Robin","Copsychus saularis",NA,"2","Pokhara - Phewa Lakeside","L956849","H",28.2133418,83.9566011,"06:30:00","obsr1871526","S110017240","Traveling",20,0.5,1,1,5,14,2022
"Gandaki","G8360556","species","Oriental Magpie-Robin","Copsychus saularis",NA,"2","Pokhara - Phewa Lakeside","L956849","H",28.2133418,83.9566011,"06:30:00","obsr888118","S109945122","Traveling",20,0.5,1,1,5,14,2022
"Gandaki","G8360556","species","Spotted Dove","Streptopelia chinensis",NA,"1","Pokhara - Phewa Lakeside","L956849","H",28.2133418,83.9566011,"06:30:00","obsr888118","S109945122","Traveling",20,0.5,1,1,5,14,2022
"Gandaki","G8360556","species","Spotted Dove","Streptopelia chinensis",NA,"1","Pokhara - Phewa Lakeside","L956849","H",28.2133418,83.9566011,"06:30:00","obsr1871526","S110017240","Traveling",20,0.5,1,1,5,14,2022
"Gandaki","G8360556","species","White-browed Wagtail","Motacilla maderaspatensis",NA,"2","Pokhara - Phewa Lakeside","L956849","H",28.2133418,83.9566011,"06:30:00","obsr1871526","S110017240","Traveling",20,0.5,1,1,5,14,2022
"Gandaki","G8360556","species","White-browed Wagtail","Motacilla maderaspatensis",NA,"2","Pokhara - Phewa Lakeside","L956849","H",28.2133418,83.9566011,"06:30:00","obsr888118","S109945122","Traveling",20,0.5,1,1,5,14,2022
"Gandaki","G8360556","species","White-breasted Waterhen","Amaurornis phoenicurus",NA,"2","Pokhara - Phewa Lakeside","L956849","H",28.2133418,83.9566011,"06:30:00","obsr888118","S109945122","Traveling",20,0.5,1,1,5,14,2022
"Gandaki","G8360556","species","White-breasted Waterhen","Amaurornis phoenicurus",NA,"2","Pokhara - Phewa Lakeside","L956849","H",28.2133418,83.9566011,"06:30:00","obsr1871526","S110017240","Traveling",20,0.5,1,1,5,14,2022
"Gandaki","G8360556","species","White-throated Kingfisher","Halcyon smyrnensis",NA,"2","Pokhara - Phewa Lakeside","L956849","H",28.2133418,83.9566011,"06:30:00","obsr888118","S109945122","Traveling",20,0.5,1,1,5,14,2022
"Gandaki","G8360556","species","White-throated Kingfisher","Halcyon smyrnensis",NA,"2","Pokhara - Phewa Lakeside","L956849","H",28.2133418,83.9566011,"06:30:00","obsr1871526","S110017240","Traveling",20,0.5,1,1,5,14,2022
"Gandaki","G8360557","species","Asian Koel","Eudynamys scolopaceus",NA,"2","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Asian Koel","Eudynamys scolopaceus",NA,"2","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Barn Swallow","Hirundo rustica",NA,"18","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Barn Swallow","Hirundo rustica",NA,"18","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Black Kite","Milvus migrans",NA,"5","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Black Kite","Milvus migrans",NA,"5","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Cattle Egret","Bubulcus ibis",NA,"12","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Cattle Egret","Bubulcus ibis",NA,"12","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Common Myna","Acridotheres tristis",NA,"7","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Common Myna","Acridotheres tristis",NA,"7","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Common Tailorbird","Orthotomus sutorius",NA,"1","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Common Tailorbird","Orthotomus sutorius",NA,"1","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Greater Coucal","Centropus sinensis",NA,"1","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Greater Coucal","Centropus sinensis",NA,"1","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Cinereous Tit","Parus cinereus",NA,"5","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Cinereous Tit","Parus cinereus",NA,"5","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","House Crow","Corvus splendens",NA,"6","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","House Crow","Corvus splendens",NA,"6","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","House Sparrow","Passer domesticus",NA,"4","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","House Sparrow","Passer domesticus",NA,"4","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","House Swift","Apus nipalensis",NA,"2","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","House Swift","Apus nipalensis",NA,"2","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Indian White-eye","Zosterops palpebrosus",NA,"2","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Indian White-eye","Zosterops palpebrosus",NA,"2","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Indian Pond-Heron","Ardeola grayii",NA,"7","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Indian Pond-Heron","Ardeola grayii",NA,"7","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Intermediate Egret","Ardea intermedia",NA,"2","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Intermediate Egret","Ardea intermedia",NA,"2","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Jungle Myna","Acridotheres fuscus",NA,"12","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Jungle Myna","Acridotheres fuscus",NA,"12","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Little Egret","Egretta garzetta",NA,"2","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Little Egret","Egretta garzetta",NA,"2","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Long-tailed Shrike","Lanius schach",NA,"2","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Long-tailed Shrike","Lanius schach",NA,"2","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Pied Bushchat","Saxicola caprata",NA,"4","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Pied Bushchat","Saxicola caprata",NA,"4","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Gray-headed Swamphen","Porphyrio poliocephalus",NA,"3","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Gray-headed Swamphen","Porphyrio poliocephalus",NA,"3","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Red-vented Bulbul","Pycnonotus cafer",NA,"7","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Red-vented Bulbul","Pycnonotus cafer",NA,"7","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","White-breasted Waterhen","Amaurornis phoenicurus",NA,"2","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr1871526","S109955406","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","White-breasted Waterhen","Amaurornis phoenicurus",NA,"2","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
"Gandaki","G8360557","species","Himalayan Bulbul","Pycnonotus leucogenys",NA,"4","Ratmate Danda Vintage Point","L19022971","P",28.224011,83.947858,"07:56:00","obsr888118","S109947965","Stationary",17,NA,4,1,5,14,2022
