"COMMON.NAME","SCIENTIFIC.NAME"
"Yellow-throated Sparrow","Gymnoris xanthocollis"
"Eurasian Spoonbill","Platalea leucorodia"
"Indian Silverbill","Euodice malabarica"
"Laughing Dove","Streptopelia senegalensis"
"Lesser Whistling-Duck","Dendrocygna javanica"
"Sarus Crane","Antigone antigone"
"Spotted Owlet","Athene brama"
"Brown Rock Chat","Oenanthe fusca"
"Indian White-eye","Zosterops palpebrosus"
"Indian Gray Hornbill","Ocyceros birostris"
"Plain Prinia","Prinia inornata"
"Red-naped Ibis","Pseudibis papillosa"
"Knob-billed Duck","Sarkidiornis melanotos"
"Gray-throated Martin","Riparia chinensis"
"Eurasian Hoopoe","Upupa epops"
"Indian Golden Oriole","Oriolus kundoo"
"Paddyfield Pipit","Anthus rufulus"
"Red Collared-Dove","Streptopelia tranquebarica"
"Zitting Cisticola","Cisticola juncidis"
"Cinereous Tit","Parus cinereus"
"Jungle Myna","Acridotheres fuscus"
"Little Swift","Apus affinis"
"Striated Heron","Butorides striata"
"Yellow Bittern","Ixobrychus sinensis"
"Scaly-breasted Munia","Lonchura punctulata"
"Yellow-billed Babbler","Argya affinis"
"Chestnut-headed Bee-eater","Merops leschenaulti"
"Malabar Whistling-Thrush","Myophonus horsfieldii"
"Nilgiri Flowerpecker","Dicaeum concolor"
"Southern Hill Myna","Gracula indica"
"White-browed Bulbul","Pycnonotus luteolus"
"Blue-faced Malkoha","Phaenicophaeus viridirostris"
"Jungle Prinia","Prinia sylvatica"
"Spot-breasted Fantail","Rhipidura albogularis"
"Tawny-bellied Babbler","Dumetia hyperythra"
"Barn Swallow","Hirundo rustica"
"Common Cuckoo","Cuculus canorus"
"Eurasian Jackdaw","Corvus monedula"
"European Starling","Sturnus vulgaris"
"Slaty-headed Parakeet","Psittacula himalayana"
"Jerdon's Bushlark","Mirafra affinis"
"Blue-tailed Bee-eater","Merops philippinus"
"Oriental Honey-buzzard","Pernis ptilorhynchus"
"Streak-throated Swallow","Petrochelidon fluvicola"
"Yellow-wattled Lapwing","Vanellus malabaricus"
"Ashy Drongo","Dicrurus leucophaeus"
"Barred Cuckoo-Dove","Macropygia unchall"
"Brownish-flanked Bush Warbler","Horornis fortipes"
"Black-throated Sunbird","Aethopyga saturata"
"Blue-winged Laughingthrush","Trochalopteron squamatum"
"Blue-winged Minla","Actinodura cyanouroptera"
"Golden Babbler","Cyanoderma chrysaeum"
"Golden-throated Barbet","Psilopogon franklinii"
"Green-backed Tit","Parus monticolus"
"Great Barbet","Psilopogon virens"
"Gray-headed Canary-Flycatcher","Culicicapa ceylonensis"
"Himalayan Cuckoo","Cuculus saturatus"
"Indian Cuckoo","Cuculus micropterus"
"Large Hawk-Cuckoo","Hierococcyx sparverioides"
"Nepal Fulvetta","Alcippe nipalensis"
"Oriental Turtle-Dove","Streptopelia orientalis"
"Rufous-bellied Niltava","Niltava sundara"
"Rusty-fronted Barwing","Actinodura egertoni"
"Rufous Sibia","Heterophasia capistrata"
"Russet Sparrow","Passer cinnamomeus"
"Short-billed Minivet","Pericrocotus brevirostris"
"Small Niltava","Niltava macgrigoriae"
"Striated Bulbul","Pycnonotus striatus"
"Striated Laughingthrush","Grammatoptila striata"
"Tickell's Thrush","Turdus unicolor"
"Verditer Flycatcher","Eumyias thalassinus"
"Whiskered Yuhina","Yuhina flavicollis"
"White-throated Fantail","Rhipidura albicollis"
"Common Iora","Aegithina tiphia"
"Baya Weaver","Ploceus philippinus"
"Bengal Bushlark","Mirafra assamica"
"Black-breasted Weaver","Ploceus benghalensis"
"Black Francolin","Francolinus francolinus"
"Gray-breasted Prinia","Prinia hodgsonii"
"Yellow-bellied Prinia","Prinia flaviventris"
"Common Woodshrike","Tephrodornis pondicerianus"
"Puff-throated Babbler","Pellorneum ruficeps"
"Rock Pigeon","Columba livia"
"Himalayan Prinia","Prinia crinigera"
"Yellow-eyed Babbler","Chrysomma sinense"
"Black Bulbul","Hypsipetes leucocephalus"
"Eurasian Tree Sparrow","Passer montanus"
"Black-hooded Oriole","Oriolus xanthornus"
"Fulvous-breasted Woodpecker","Dendrocopos macei"
"Lineated Barbet","Psilopogon lineatus"
"Rufous Woodpecker","Micropternus brachyurus"
"Scarlet-backed Flowerpecker","Dicaeum cruentatum"
"Plaintive Cuckoo","Cacomantis merulinus"
"Stork-billed Kingfisher","Pelargopsis capensis"
"Ashy Woodswallow","Artamus fuscus"
"Cotton Pygmy-Goose","Nettapus coromandelianus"
"Striated Grassbird","Megalurus palustris"
"Pheasant-tailed Jacana","Hydrophasianus chirurgus"
"Pied Cuckoo","Clamator jacobinus"
"Lesser Whitethroat","Curruca curruca"
"Cinnamon Bittern","Ixobrychus cinnamomeus"
"White Wagtail","Motacilla alba"
"Alexandrine Parakeet","Psittacula eupatria"
"Asian Barred Owlet","Glaucidium cuculoides"
"Indian Paradise-Flycatcher","Terpsiphone paradisi"
"Chestnut-tailed Starling","Sturnia malabarica"
"Gray-hooded Warbler","Phylloscopus xanthoschistos"
"Kalij Pheasant","Lophura leucomelanos"
"Long-tailed Minivet","Pericrocotus ethologus"
"Red Junglefowl","Gallus gallus"
"Speckled Piculet","Picumnus innominatus"
"Black-headed Cuckooshrike","Lalage melanoptera"
"Western Reef-Heron","Egretta gularis"
"Bay-backed Shrike","Lanius vittatus"
"Bonelli's Eagle","Aquila fasciata"
"Crested Treeswift","Hemiprocne coronata"
"Gray Junglefowl","Gallus sonneratii"
"Jerdon's Leafbird","Chloropsis jerdoni"
"Jungle Bush-Quail","Perdicula asiatica"
"Rufous-tailed Lark","Ammomanes phoenicura"
"Orange-headed Thrush","Geokichla citrina"
"Vernal Hanging-Parrot","Loriculus vernalis"
"Square-tailed Drongo-Cuckoo","Surniculus lugubris"
"Buff-chested Babbler","Cyanoderma ambiguum"
"Blue-throated Flycatcher","Cyornis rubeculoides"
"Gray Treepie","Dendrocitta formosae"
"Streaked Spiderhunter","Arachnothera magna"
"Striated Yuhina","Staphida castaniceps"
"White-crested Laughingthrush","Garrulax leucolophus"
"White-throated Bulbul","Alophoixus flaveolus"
"Large Gray Babbler","Argya malcolmi"
"Black-throated Munia","Lonchura kelaarti"
"Malabar Woodshrike","Tephrodornis sylvicola"
"Streak-throated Woodpecker","Picus xanthopygaeus"
"Velvet-fronted Nuthatch","Sitta frontalis"
"Asian Fairy-bluebird","Irena puella"
"Little Spiderhunter","Arachnothera longirostra"
"Malabar Gray Hornbill","Ocyceros griseus"
"Rufous Babbler","Argya subrufa"
"Orange Minivet","Pericrocotus flammeus"
"White-bellied Treepie","Dendrocitta leucogastra"
"Yellow-browed Bulbul","Iole indica"
"Indian Swiftlet","Aerodramus unicolor"
"Mountain Imperial-Pigeon","Ducula badia"
"Andaman Coucal","Centropus andamanensis"
"Andaman Drongo","Dicrurus andamanensis"
"Blue-eared Kingfisher","Alcedo meninting"
"Collared Kingfisher","Todiramphus chloris"
"Common Redshank","Tringa totanus"
"Mangrove Whistler","Pachycephala cinerea"
"Olive-backed Sunbird","Cinnyris jugularis"
"Pacific Reef-Heron","Egretta sacra"
"Plume-toed Swiftlet","Collocalia affinis"
"White-bellied Sea-Eagle","Haliaeetus leucogaster"
"Whimbrel","Numenius phaeopus"
"Bronzed Drongo","Dicrurus aeneus"
"Common Flameback","Dinopium javanense"
"Crimson-backed Sunbird","Leptocoma minima"
"Malabar Barbet","Psilopogon malabaricus"
"Tickell's Blue Flycatcher","Cyornis tickelliae"
"Andaman Flowerpecker","Dicaeum virescens"
"Andaman Shama","Copsychus albiventris"
"Andaman Treepie","Dendrocitta bayleii"
"Asian Glossy Starling","Aplonis panayensis"
"Black-naped Monarch","Hypothymis azurea"
"Black-naped Oriole","Oriolus chinensis"
"Black-naped Tern","Sterna sumatrana"
"Brown-backed Needletail","Hirundapus giganteus"
"Green Imperial-Pigeon","Ducula aenea"
"Common Hill Myna","Gracula religiosa"
"Long-tailed Parakeet","Psittacula longicauda"
"Red-breasted Parakeet","Psittacula alexandri"
"Violet Cuckoo","Chrysococcyx xanthorhynchus"
"White-headed Starling","Sturnia erythropygia"
"Common Sandpiper","Actitis hypoleucos"
"Lesser Sand-Plover","Charadrius mongolus"
"Bar-tailed Treecreeper","Certhia himalayana"
"Booted Eagle","Hieraaetus pennatus"
"Chukar","Alectoris chukar"
"Citrine Wagtail","Motacilla citreola"
"Eurasian Kestrel","Falco tinnunculus"
"Yellow-billed Blue-Magpie","Urocissa flavirostris"
"Gray Wagtail","Motacilla cinerea"
"Himalayan Griffon","Gyps himalayensis"
"Himalayan Woodpecker","Dendrocopos himalayensis"
"Large-billed Leaf Warbler","Phylloscopus magnirostris"
"Little Forktail","Enicurus scouleri"
"Lemon-rumped Warbler","Phylloscopus chloronotus"
"Plumbeous Redstart","Phoenicurus fuliginosus"
"Scaly-bellied Woodpecker","Picus squamatus"
"Siberian Stonechat","Saxicola maurus"
"Spotted Forktail","Enicurus maculatus"
"Barred Buttonquail","Turnix suscitator"
"Chestnut-tailed Minla","Actinodura strigula"
"Coal Tit","Periparus ater"
"Green-tailed Sunbird","Aethopyga nipalensis"
"Hill Partridge","Arborophila torqueola"
"Black-throated Tit","Aegithalos concinnus"
"Chestnut-bellied Rock-Thrush","Monticola rufiventris"
"Chestnut-crowned Laughingthrush","Trochalopteron erythrocephalum"
"Cheer Pheasant","Catreus wallichii"
"Gray-crested Tit","Lophophanes dichrous"
"Himalayan Monal","Lophophorus impejanus"
"Hume's Warbler","Phylloscopus humei"
"Rufous-gorgeted Flycatcher","Ficedula strophiata"
"Scaly-breasted Cupwing","Pnoepyga albiventer"
"Ultramarine Flycatcher","Ficedula superciliaris"
"Variegated Laughingthrush","Trochalopteron variegatum"
"White-tailed Nuthatch","Sitta himalayensis"
"Yellow-browed Tit","Sylviparus modestus"
"Fire-capped Tit","Cephalopyrus flammiceps"
"Green Shrike-Babbler","Pteruthius xanthochlorus"
"Gray Bushchat","Saxicola ferreus"
"Himalayan Shrike-Babbler","Pteruthius ripleyi"
"Fire-breasted Flowerpecker","Dicaeum ignipectus"
"Pied Thrush","Geokichla wardii"
"White-throated Laughingthrush","Pterorhinus albogularis"
"Rusty-cheeked Scimitar-Babbler","Erythrogenys erythrogenys"
"Brown-cheeked Fulvetta","Alcippe poioicephala"
"Indian Blackbird","Turdus simillimus"
"Indian Scimitar-Babbler","Pomatorhinus horsfieldii"
"Nilgiri Wood-Pigeon","Columba elphinstonii"
"Chestnut-bellied Sandgrouse","Pterocles exustus"
"Common Babbler","Argya caudata"
"Crested Lark","Galerida cristata"
"Egyptian Vulture","Neophron percnopterus"
"Indian Courser","Cursorius coromandelicus"
"Indian Thick-knee","Burhinus indicus"
"Red Avadavat","Amandava amandava"
"Ruddy-breasted Crake","Zapornia fusca"
"Gray-backed Shrike","Lanius tephronotus"
"Red-billed Leiothrix","Leiothrix lutea"
"Common Rosefinch","Carpodacus erythrinus"
"European Goldfinch","Carduelis carduelis"
"Streaked Laughingthrush","Trochalopteron lineatum"
"Western Crowned Warbler","Phylloscopus occipitalis"
"Blue-capped Rock-Thrush","Monticola cinclorhyncha"
"Brown Dipper","Cinclus pallasii"
"Rock Bunting","Emberiza cia"
"White-cheeked Nuthatch","Sitta leucopsis"
"Mallard","Anas platyrhynchos"
"Whiskered Tern","Chlidonias hybrida"
"European Roller","Coracias garrulus"
"Eurasian Sparrowhawk","Accipiter nisus"
"Little Ringed Plover","Charadrius dubius"
"Rosy Pipit","Anthus roseatus"
"Oriental Skylark","Alauda gulgula"
"Loten's Sunbird","Cinnyris lotenius"
"Malabar Parakeet","Psittacula columboides"
"Red Spurfowl","Galloperdix spadicea"
"Jungle Owlet","Glaucidium radiatum"
"Small Minivet","Pericrocotus cinnamomeus"
"Changeable Hawk-Eagle","Nisaetus cirrhatus"
"Asian Emerald Dove","Chalcophaps indica"
"White-bellied Drongo","Dicrurus caerulescens"
"Yellow-crowned Woodpecker","Leiopicus mahrattensis"
"Gray-fronted Green-Pigeon","Treron affinis"
"Oriental Scops-Owl","Otus sunia"
"Jerdon's Nightjar","Caprimulgus atripennis"
"Brown Fish-Owl","Ketupa zeylonensis"
"Jungle Nightjar","Caprimulgus indicus"
"Temminck's Stint","Calidris temminckii"
"Plum-headed Parakeet","Psittacula cyanocephala"
"White-naped Woodpecker","Chrysocolaptes festivus"
"Indian Pitta","Pitta brachyura"
"River Tern","Sterna aurantia"
"Gray-headed Fish-Eagle","Haliaeetus ichthyaetus"
"Brown-capped Pygmy Woodpecker","Yungipicus nanus"
"Malabar Pied-Hornbill","Anthracoceros coronatus"
"Alpine Swift","Apus melba"
"Painted Bush-Quail","Perdicula erythrorhyncha"
"Sirkeer Malkoha","Taccocua leschenaultii"
"White-bellied Minivet","Pericrocotus erythropygius"
"Common Buzzard","Buteo buteo"
"Himalayan Buzzard","Buteo refectus"
"Desert Wheatear","Oenanthe deserti"
"Eurasian Wren","Troglodytes troglodytes"
"Brown-fronted Woodpecker","Dendrocoptes auriceps"
"Black-chinned Yuhina","Yuhina nigrimenta"
"Flame-throated Bulbul","Rubigula gularis"
"White-eyed Buzzard","Butastur teesa"
"Black-chinned Babbler","Cyanoderma pyrrhops"
"Bar-headed Goose","Anser indicus"
"Curlew Sandpiper","Calidris ferruginea"
"Greater Flamingo","Phoenicopterus roseus"
"Great Thick-knee","Esacus recurvirostris"
"Indian Bushlark","Mirafra erythroptera"
"Little Stint","Calidris minuta"
"Rock Bush-Quail","Perdicula argoondah"
"Short-toed Snake-Eagle","Circaetus gallicus"
"Spotted Redshank","Tringa erythropus"
"White-browed Fantail","Rhipidura aureola"
"White-naped Tit","Machlolophus nuchalis"
"Wood Sandpiper","Tringa glareola"
"Brown Crake","Zapornia akool"
"Dusky Crag-Martin","Ptyonoprogne concolor"
"Striated Babbler","Argya earlei"
"Tufted Duck","Aythya fuligula"
"Greater Yellownape","Chrysophlegma flavinucha"
"Indochinese Roller","Coracias affinis"
"Peregrine Falcon","Falco peregrinus"
"Thick-billed Green-Pigeon","Treron curvirostra"
"Black-headed Jay","Garrulus lanceolatus"
"Tricolored Munia","Lonchura malacca"
"Ashy Bulbul","Hemixos flavala"
"Black-winged Cuckooshrike","Lalage melaschistos"
"Crimson Sunbird","Aethopyga siparaja"
"Green-billed Malkoha","Phaenicophaeus tristis"
"Pale-chinned Blue Flycatcher","Cyornis poliogenys"
"Rufous-capped Babbler","Cyanoderma ruficeps"
"Yellow-bellied Warbler","Abroscopus superciliaris"
"Rufescent Prinia","Prinia rufescens"
"Watercock","Gallicrex cinerea"
"Ruddy Shelduck","Tadorna ferruginea"
"Streaked Weaver","Ploceus manyar"
"Crested Bunting","Emberiza lathami"
"Green-winged Teal","Anas crecca"
"Brown-headed Gull","Chroicocephalus brunnicephalus"
"Gull-billed Tern","Gelochelidon nilotica"
"Little Tern","Sternula albifrons"
"Slender-billed Gull","Chroicocephalus genei"
"Red-billed Blue-Magpie","Urocissa erythroryncha"
"Rufous-chinned Laughingthrush","Ianthocincla rufogularis"
"Himalayan Black-lored Tit","Machlolophus xanthogenys"
"Orange-bellied Leafbird","Chloropsis hardwickii"
"Wedge-tailed Green-Pigeon","Treron sphenurus"
"Crested Kingfisher","Megaceryle lugubris"
"White-capped Redstart","Phoenicurus leucocephalus"
"Indian Vulture","Gyps indicus"
"Tawny Pipit","Anthus campestris"
"Little Pied Flycatcher","Ficedula westermanni"
"Long-tailed Broadbill","Psarisomus dalhousiae"
"Nepal House-Martin","Delichon nipalense"
"Rosy Minivet","Pericrocotus roseus"
"Blue-bearded Bee-eater","Nyctyornis athertoni"
"Dollarbird","Eurystomus orientalis"
"Oriental Pied-Hornbill","Anthracoceros albirostris"
"Common House-Martin","Delichon urbicum"
"Tawny Fish-Owl","Ketupa flavipes"
"Asian Brown Flycatcher","Muscicapa dauurica"
"Brown Wood-Owl","Strix leptogrammica"
"Collared Owlet","Taenioptynx brodiei"
"House Swift","Apus nipalensis"
"Indian Nightjar","Caprimulgus asiaticus"
"Chestnut-headed Tesia","Cettia castaneocoronata"
"Rufous-naped Tit","Periparus rufonuchalis"
"Tickell's Leaf Warbler","Phylloscopus affinis"
"Streak-breasted Scimitar-Babbler","Pomatorhinus ruficollis"
"Large-tailed Nightjar","Caprimulgus macrurus"
"Lesser Flamingo","Phoeniconaias minor"
"Kentish Plover","Charadrius alexandrinus"
"Kashmir Flycatcher","Ficedula subrubra"
"Andaman Boobook","Ninox affinis"
"Hume's Boobook","Ninox obscura"
"Andaman Serpent-Eagle","Spilornis elgini"
"Andaman Teal","Anas albogularis"
"Pacific Swallow","Hirundo tahitica"
"Brown Boobook","Ninox scutulata"
"Black Eagle","Ictinaetus malaiensis"
"Dark-sided Flycatcher","Muscicapa sibirica"
"Eurasian Jay","Garrulus glandarius"
"Maroon Oriole","Oriolus traillii"
"Mountain Hawk-Eagle","Nisaetus nipalensis"
"Rufous-bellied Woodpecker","Dendrocopos hyperythrus"
"Spot-winged Starling","Saroglossa spilopterus"
"Indian Yellow Tit","Machlolophus aplonotus"
"White-rumped Vulture","Gyps bengalensis"
"Thick-billed Flowerpecker","Dicaeum agile"
"Greater Adjutant","Leptoptilos dubius"
"Lesser Adjutant","Leptoptilos javanicus"
"Great Myna","Acridotheres grandis"
"Bar-winged Flycatcher-shrike","Hemipus picatus"
"Himalayan Cutia","Cutia nipalensis"
"Black-throated Prinia","Prinia atrogularis"
"Large Woodshrike","Tephrodornis virgatus"
"Long-tailed Sibia","Heterophasia picaoides"
"Lesser Racket-tailed Drongo","Dicrurus remifer"
"Pale Blue Flycatcher","Cyornis unicolor"
"Rufous-faced Warbler","Abroscopus albogularis"
"Rufous-necked Hornbill","Aceros nipalensis"
"Silver-eared Mesia","Leiothrix argentauris"
"White-naped Yuhina","Yuhina bakeri"
"Yellow-vented Warbler","Phylloscopus cantator"
"Ashy-throated Warbler","Phylloscopus maculipennis"
"Bay Woodpecker","Blythipicus pyrrhotis"
"Gray Nightjar","Caprimulgus jotaka"
"Brown Shrike","Lanius cristatus"
"Andaman Cuckoo-Dove","Macropygia rufipennis"
"Andaman Crake","Rallina canningi"
"Andaman Wood-Pigeon","Columba palumboides"
"White-nest Swiftlet","Aerodramus fuciphagus"
"Pacific Golden-Plover","Pluvialis fulva"
"Andaman Green-Pigeon","Treron chloropterus"
"Slaty-breasted Rail","Lewinia striata"
"Painted Francolin","Francolinus pictus"
"Lesser Coucal","Centropus bengalensis"
"Rufous-necked Laughingthrush","Pterorhinus ruficollis"
"Black-tailed Godwit","Limosa limosa"
"Eurasian Curlew","Numenius arquata"
"Ruddy Turnstone","Arenaria interpres"
"Sri Lanka Frogmouth","Batrachostomus moniliger"
"Heart-spotted Woodpecker","Hemicircus canente"
"Square-tailed Bulbul","Hypsipetes ganeesa"
"White-bellied Blue Flycatcher","Cyornis pallidipes"
"Golden-headed Cisticola","Cisticola exilis"
"Crested Goshawk","Accipiter trivirgatus"
"Savanna Nightjar","Caprimulgus affinis"
"Painted Sandgrouse","Pterocles indicus"
"Barn Owl","Tyto alba"
"Painted Spurfowl","Galloperdix lunulata"
"Red-headed Vulture","Sarcogyps calvus"
"Small Buttonquail","Turnix sylvaticus"
"Dusky Eagle-Owl","Bubo coromandus"
"Red-necked Falcon","Falco chicquera"
"Long-billed Pipit","Anthus similis"
"Rufous-fronted Prinia","Prinia buchanani"
"White-tailed Iora","Aegithina nigrolutea"
"Blyth's Reed Warbler","Acrocephalus dumetorum"
"Blue-fronted Robin","Cinclidium frontale"
"Black-throated Parrotbill","Suthora nipalensis"
"Blyth's Leaf Warbler","Phylloscopus reguloides"
"Broad-billed Warbler","Tickellia hodgsoni"
"Chestnut-crowned Warbler","Phylloscopus castaniceps"
"Golden-breasted Fulvetta","Lioparus chrysotis"
"Lesser Cuckoo","Cuculus poliocephalus"
"Lesser Shortwing","Brachypteryx leucophris"
"Pygmy Cupwing","Pnoepyga pusilla"
"Stripe-throated Yuhina","Yuhina gularis"
"Himalayan Shortwing","Brachypteryx cruralis"
"Greenish Warbler","Phylloscopus trochiloides"
"Indian Blue Robin","Larvivora brunnea"
"Malabar Trogon","Harpactes fasciatus"
"Brown Bullfinch","Pyrrhula nipalensis"
"Black Redstart","Phoenicurus ochruros"
"Bluethroat","Luscinia svecica"
"Carrion Crow","Corvus corone"
"Western Yellow Wagtail","Motacilla flava"
"Eurasian Hobby","Falco subbuteo"
"Eurasian Magpie","Pica pica"
"Ferruginous Duck","Aythya nyroca"
"Gadwall","Mareca strepera"
"Garganey","Spatula querquedula"
"Green Sandpiper","Tringa ochropus"
"Mountain Chiffchaff","Phylloscopus sindianus"
"Northern Shoveler","Spatula clypeata"
"Red-billed Chough","Pyrrhocorax pyrrhocorax"
"White-bellied Woodpecker","Dryocopus javensis"
"White-capped Bunting","Emberiza stewarti"
"Chestnut-eared Bunting","Emberiza fucata"
"Common Swift","Apus apus"
"Ibisbill","Ibidorhyncha struthersii"
"Eurasian Skylark","Alauda arvensis"
"Common Snipe","Gallinago gallinago"
"Solitary Snipe","Gallinago solitaria"
"Fire-fronted Serin","Serinus pusillus"
"Water Pipit","Anthus spinoletta"
"Black-necked Crane","Grus nigricollis"
"Eurasian Eagle-Owl","Bubo bubo"
"Great Crested Grebe","Podiceps cristatus"
"Hill Pigeon","Columba rupestris"
"Horned Lark","Eremophila alpestris"
"Tibetan Partridge","Perdix hodgsoniae"
"Upland Buzzard","Buteo hemilasius"
"Kashmir Nuthatch","Sitta cashmirensis"
"Orange Bullfinch","Pyrrhula aurantiaca"
"Rusty-tailed Flycatcher","Ficedula ruficauda"
"Common Raven","Corvus corax"
"Yellow-breasted Greenfinch","Chloris spinoides"
"Himalayan Rubythroat","Calliope pectoralis"
"Rufous-breasted Accentor","Prunella strophiata"
"Goldcrest","Regulus regulus"
"Mottled Wood-Owl","Strix ocellata"
"Black-and-orange Flycatcher","Ficedula nigrorufa"
"Palani Laughingthrush","Montecincla fairbanki"
"Nilgiri Flycatcher","Eumyias albicaudatus"
"White-bellied Sholakili","Sholicola albiventris"
"Indian Nuthatch","Sitta castanea"
"Gray-winged Blackbird","Turdus boulboul"
"Large Niltava","Niltava grandis"
"Rufous-winged Fulvetta","Schoeniparus castaneceps"
"Freckle-breasted Woodpecker","Dendrocopos analis"
"Gray-capped Pygmy Woodpecker","Yungipicus canicapillus"
"Plain Flowerpecker","Dicaeum minullum"
"Blue Rock-Thrush","Monticola solitarius"
"Chinese Rubythroat","Calliope tschebaiewi"
"Eurasian Wigeon","Mareca penelope"
"Golden Eagle","Aquila chrysaetos"
"Hume's Lark","Calandrella acutirostris"
"Red-crested Pochard","Netta rufina"
"Tree Pipit","Anthus trivialis"
"Twite","Linaria flavirostris"
"Common Merganser","Mergus merganser"
"Common Pochard","Aythya ferina"
"Great Rosefinch","Carpodacus rubicilla"
"Bearded Vulture","Gypaetus barbatus"
"Robin Accentor","Prunella rubeculoides"
