"COMMON.NAME","SCIENTIFIC.NAME"
"Lesser Whistling-Duck","Dendrocygna javanica"
"Little Grebe","Tachybaptus ruficollis"
"Long-tailed Minivet","Pericrocotus ethologus"
"Mallard","Anas platyrhynchos"
"Maroon Oriole","Oriolus traillii"
"Northern Lapwing","Vanellus vanellus"
"Orange-headed Thrush","Geokichla citrina"
"Oriental Honey-buzzard","Pernis ptilorhynchus"
"Oriental Skylark","Alauda gulgula"
"Osprey","Pandion haliaetus"
"Pale-chinned Blue Flycatcher","Cyornis poliogenys"
"Paddyfield Warbler","Acrocephalus agricola"
"Pallas's Fish-Eagle","Haliaeetus leucoryphus"
"Pacific Golden-Plover","Pluvialis fulva"
"Pheasant-tailed Jacana","Hydrophasianus chirurgus"
"Pied Kingfisher","Ceryle rudis"
"Plain Prinia","Prinia inornata"
"Purple Heron","Ardea purpurea"
"Gray-headed Swamphen","Porphyrio poliocephalus"
"Red-crested Pochard","Netta rufina"
"Ruby-cheeked Sunbird","Chalcoparia singalensis"
"Ruddy Shelduck","Tadorna ferruginea"
"Sand Lark","Alaudala raytal"
"Shikra","Accipiter badius"
"Small Minivet","Pericrocotus cinnamomeus"
"Small Pratincole","Glareola lactea"
"Snowy-browed Flycatcher","Ficedula hyperythra"
"Spot-winged Starling","Saroglossa spilopterus"
"Stork-billed Kingfisher","Pelargopsis capensis"
"Steppe Eagle","Aquila nipalensis"
"Striated Heron","Butorides striata"
"Temminck's Stint","Calidris temminckii"
"Tickell's Leaf Warbler","Phylloscopus affinis"
"Tufted Duck","Aythya fuligula"
"White-browed Piculet","Sasia ochracea"
"White-tailed Stonechat","Saxicola leucurus"
"Woolly-necked Stork","Ciconia episcopus"
"Wood Sandpiper","Tringa glareola"
"Yellow Bittern","Ixobrychus sinensis"
"Zitting Cisticola","Cisticola juncidis"
"Bank Myna","Acridotheres ginginianus"
"Blyth's Reed Warbler","Acrocephalus dumetorum"
"Brown Boobook","Ninox scutulata"
"Crow-billed Drongo","Dicrurus annectens"
"Eastern Yellow Wagtail","Motacilla tschutschensis"
"Gadwall","Mareca strepera"
"Gray-breasted Prinia","Prinia hodgsonii"
"Gray-bellied Tesia","Tesia cyaniventer"
"Spot-billed Pelican","Pelecanus philippensis"
"Black-breasted Weaver","Ploceus benghalensis"
"Black-headed Gull","Chroicocephalus ridibundus"
"Black-faced Bunting","Emberiza spodocephala"
"Brown-headed Gull","Chroicocephalus brunnicephalus"
"Barn Owl","Tyto alba"
"Chestnut-capped Babbler","Timalia pileata"
"Cinnamon Bittern","Ixobrychus cinnamomeus"
"Common Crane","Grus grus"
"Common Redshank","Tringa totanus"
"Eurasian Curlew","Numenius arquata"
"Falcated Duck","Mareca falcata"
"Glossy Ibis","Plegadis falcinellus"
"Greater Adjutant","Leptoptilos dubius"
"Little Spiderhunter","Arachnothera longirostra"
"Marsh Sandpiper","Tringa stagnatilis"
"Northern Pintail","Anas acuta"
"Northern Shoveler","Spatula clypeata"
"Pallas's Grasshopper Warbler","Helopsaltes certhiola"
"Pin-tailed Snipe","Gallinago stenura"
"Red-headed Trogon","Harpactes erythrocephalus"
"Scaly Thrush","Zoothera dauma"
"Eastern Spot-billed Duck","Anas zonorhyncha"
"Spotted Bush Warbler","Locustella thoracica"
"Verditer Flycatcher","Eumyias thalassinus"
"Yellow-bellied Warbler","Abroscopus superciliaris"
"Bay Woodpecker","Blythipicus pyrrhotis"
"Black-winged Kite","Elanus caeruleus"
"Bluethroat","Luscinia svecica"
"Blue-winged Leafbird","Chloropsis cochinchinensis"
"Blyth's Pipit","Anthus godlewskii"
"European Starling","Sturnus vulgaris"
"Greater Necklaced Laughingthrush","Pterorhinus pectoralis"
"Greater Racket-tailed Drongo","Dicrurus paradiseus"
"Gray Wagtail","Motacilla cinerea"
"Lesser Necklaced Laughingthrush","Garrulax monileger"
"Lesser Shortwing","Brachypteryx leucophris"
"Long-legged Buzzard","Buteo rufinus"
"Plaintive Cuckoo","Cacomantis merulinus"
"Pygmy Flycatcher","Ficedula hodgsoni"
"Richard's Pipit","Anthus richardi"
"Ruddy-breasted Crake","Zapornia fusca"
"Ruff","Calidris pugnax"
"Rufescent Prinia","Prinia rufescens"
"Sapphire Flycatcher","Ficedula sapphira"
"Spotted Redshank","Tringa erythropus"
"Striated Swallow","Cecropis striolata"
"Sultan Tit","Melanochlora sultanea"
"Red-throated Pipit","Anthus cervinus"
"Slender-billed Vulture","Gyps tenuirostris"
"Striated Babbler","Argya earlei"
"Black Baza","Aviceda leuphotes"
"Dark-necked Tailorbird","Orthotomus atrogularis"
"Great Barbet","Psilopogon virens"
"Jerdon's Baza","Aviceda jerdoni"
"White-browed Scimitar-Babbler","Pomatorhinus schisticeps"
"Eurasian Wryneck","Jynx torquilla"
"Large Niltava","Niltava grandis"
"White-rumped Munia","Lonchura striata"
"White-rumped Vulture","Gyps bengalensis"
"Chestnut Munia","Lonchura atricapilla"
"Greater White-fronted Goose","Anser albifrons"
"Lesser White-fronted Goose","Anser erythropus"
"Painted Stork","Mycteria leucocephala"
"Brown Fish-Owl","Ketupa zeylonensis"
"Common Shelduck","Tadorna tadorna"
"Common Woodshrike","Tephrodornis pondicerianus"
"Great White Pelican","Pelecanus onocrotalus"
"House Swift","Apus nipalensis"
"Long-tailed Broadbill","Psarisomus dalhousiae"
"Red Avadavat","Amandava amandava"
"River Tern","Sterna aurantia"
"Slaty-bellied Tesia","Tesia olivea"
"White-crowned Forktail","Enicurus leschenaulti"
"White-spectacled Warbler","Phylloscopus intermedius"
"Yellow-bellied Fairy-Fantail","Chelidorhynx hypoxanthus"
"Yellow-vented Warbler","Phylloscopus cantator"
"Australasian Grass-Owl","Tyto longimembris"
"Buff-chested Babbler","Cyanoderma ambiguum"
"Chestnut-headed Tesia","Cettia castaneocoronata"
"Mountain Tailorbird","Phyllergates cucullatus"
"Pygmy Cupwing","Pnoepyga pusilla"
"Rusty-bellied Shortwing","Brachypteryx hyperythra"
"Smoky Warbler","Phylloscopus fuligiventer"
"Tundra Bean-Goose","Anser serrirostris"
