"COMMON.NAME","SCIENTIFIC.NAME"
"Ashy Prinia","Prinia socialis"
"Asian Palm-Swift","Cypsiurus balasiensis"
"Black-crowned Night-Heron","Nycticorax nycticorax"
"Black-winged Kite","Elanus caeruleus"
"Black-winged Stilt","Himantopus himantopus"
"Black Drongo","Dicrurus macrocercus"
"Black Kite","Milvus migrans"
"Black-headed Bunting","Emberiza melanocephala"
"Black-headed Ibis","Threskiornis melanocephalus"
"Blyth's Reed Warbler","Acrocephalus dumetorum"
"Booted Warbler","Iduna caligata"
"Brahminy Starling","Sturnia pagodarum"
"Bronze-winged Jacana","Metopidius indicus"
"Knob-billed Duck","Sarkidiornis melanotos"
"Common Greenshank","Tringa nebularia"
"Common Iora","Aegithina tiphia"
"Indian Peafowl","Pavo cristatus"
"Common Tailorbird","Orthotomus sutorius"
"Common Woodshrike","Tephrodornis pondicerianus"
"Coppersmith Barbet","Psilopogon haemacephalus"
"Oriental Darter","Anhinga melanogaster"
"Dusky Crag-Martin","Ptyonoprogne concolor"
"Eurasian Collared-Dove","Streptopelia decaocto"
"Eurasian Spoonbill","Platalea leucorodia"
"Garganey","Spatula querquedula"
"Glossy Ibis","Plegadis falcinellus"
"Gray Heron","Ardea cinerea"
"Green Bee-eater","Merops orientalis"
"Great Cormorant","Phalacrocorax carbo"
"Greater Coucal","Centropus sinensis"
"Gray Francolin","Francolinus pondicerianus"
"Eurasian Hoopoe","Upupa epops"
"Indian Bushlark","Mirafra erythroptera"
"Indian Robin","Copsychus fulicatus"
"Indian Roller","Coracias benghalensis"
"Indian Silverbill","Euodice malabarica"
"Indian Thick-knee","Burhinus indicus"
"Indian Spotted Eagle","Clanga hastata"
"Indian Spot-billed Duck","Anas poecilorhyncha"
"Jerdon's Bushlark","Mirafra affinis"
"Jungle Myna","Acridotheres fuscus"
"Large Gray Babbler","Turdoides malcolmi"
"Laughing Dove","Streptopelia senegalensis"
"Little Cormorant","Microcarbo niger"
"Little Grebe","Tachybaptus ruficollis"
"Little Swift","Apus affinis"
"Northern Pintail","Anas acuta"
"Northern Shoveler","Spatula clypeata"
"Painted Stork","Mycteria leucocephala"
"Pied Bushchat","Saxicola caprata"
"Pied Cuckoo","Clamator jacobinus"
"Plain Prinia","Prinia inornata"
"Plum-headed Parakeet","Psittacula cyanocephala"
"Purple-rumped Sunbird","Leptocoma zeylonica"
"Purple Sunbird","Cinnyris asiaticus"
"Red-naped Ibis","Pseudibis papillosa"
"Red-rumped Swallow","Cecropis daurica"
"Red-vented Bulbul","Pycnonotus cafer"
"Red-wattled Lapwing","Vanellus indicus"
"River Tern","Sterna aurantia"
"Rose-ringed Parakeet","Psittacula krameri"
"Rosy Starling","Pastor roseus"
"Shikra","Accipiter badius"
"Spot-billed Pelican","Pelecanus philippensis"
"Sykes's Warbler","Iduna rama"
"Eurasian Marsh-Harrier","Circus aeruginosus"
"White-browed Bulbul","Pycnonotus luteolus"
"Yellow-billed Babbler","Turdoides affinis"
"Yellow-wattled Lapwing","Vanellus malabaricus"
"Ashy Drongo","Dicrurus leucophaeus"
"Ashy Woodswallow","Artamus fuscus"
"Indian Paradise-Flycatcher","Terpsiphone paradisi"
"Asian Pied Starling","Gracupica contra"
"Bay-backed Shrike","Lanius vittatus"
"Baya Weaver","Ploceus philippinus"
"Black-headed Cuckooshrike","Lalage melanoptera"
"Black-rumped Flameback","Dinopium benghalense"
"Blue-faced Malkoha","Phaenicophaeus viridirostris"
"Bonelli's Eagle","Aquila fasciata"
"Brown-breasted Flycatcher","Muscicapa muttui"
"Brown-cheeked Fulvetta","Alcippe poioicephala"
"Brown-headed Barbet","Psilopogon zeylanicus"
"Blue Rock-Thrush","Monticola solitarius"
"Blue-throated Flycatcher","Cyornis rubeculoides"
"Chestnut-bellied Sandgrouse","Pterocles exustus"
"Yellow-throated Sparrow","Gymnoris xanthocollis"
"Chestnut-tailed Starling","Sturnia malabarica"
"Common Hawk-Cuckoo","Hierococcyx varius"
"Common Babbler","Turdoides caudata"
"Common Pochard","Aythya ferina"
"Crested Treeswift","Hemiprocne coronata"
"Eurasian Kestrel","Falco tinnunculus"
"Gray Junglefowl","Gallus sonneratii"
"Cinereous Tit","Parus cinereus"
"Greenish Warbler","Phylloscopus trochiloides"
"Green Warbler","Phylloscopus nitidus"
"Gray-breasted Prinia","Prinia hodgsonii"
"Gray-headed Lapwing","Vanellus cinereus"
"Hair-crested Drongo","Dicrurus hottentottus"
"Hume's Warbler","Phylloscopus humei"
"Indian Cormorant","Phalacrocorax fuscicollis"
"Indian Nightjar","Caprimulgus asiaticus"
"Indian Pitta","Pitta brachyura"
"Indian Gray Hornbill","Ocyceros birostris"
"Indian Scimitar-Babbler","Pomatorhinus horsfieldii"
"Indian Scops-Owl","Otus bakkamoena"
"Jerdon's Leafbird","Chloropsis jerdoni"
"Jerdon's Nightjar","Caprimulgus atripennis"
"Jungle Bush-Quail","Perdicula asiatica"
"Jungle Babbler","Turdoides striata"
"Jungle Owlet","Glaucidium radiatum"
"Jungle Prinia","Prinia sylvatica"
"Large-billed Leaf Warbler","Phylloscopus magnirostris"
"Lesser Whitethroat","Sylvia curruca"
"Loten's Sunbird","Cinnyris lotenius"
"Long-tailed Shrike","Lanius schach"
"Montagu's Harrier","Circus pygargus"
"Oriental Honey-buzzard","Pernis ptilorhynchus"
"Paddyfield Pipit","Anthus rufulus"
"Pale-billed Flowerpecker","Dicaeum erythrorhynchos"
"Paddyfield Warbler","Acrocephalus agricola"
"Painted Spurfowl","Galloperdix lunulata"
"Pallid Harrier","Circus macrourus"
"Pied Kingfisher","Ceryle rudis"
"Gray-bellied Cuckoo","Cacomantis passerinus"
"Puff-throated Babbler","Pellorneum ruficeps"
"Red Avadavat","Amandava amandava"
"Red Spurfowl","Galloperdix spadicea"
"Ruddy-breasted Crake","Zapornia fusca"
"Rufous Treepie","Dendrocitta vagabunda"
"Rufous-tailed Lark","Ammomanes phoenicura"
"Savanna Nightjar","Caprimulgus affinis"
"Sirkeer Malkoha","Taccocua leschenaultii"
"Spotted Dove","Streptopelia chinensis"
"Spotted Owlet","Athene brama"
"Tawny-bellied Babbler","Dumetia hyperythra"
"Taiga Flycatcher","Ficedula albicilla"
"Tickell's Blue Flycatcher","Cyornis tickelliae"
"Tricolored Munia","Lonchura malacca"
"Verditer Flycatcher","Eumyias thalassinus"
"Western Crowned Warbler","Phylloscopus occipitalis"
"White-bellied Drongo","Dicrurus caerulescens"
"White-browed Wagtail","Motacilla maderaspatensis"
"White-cheeked Barbet","Psilopogon viridis"
"White-eyed Buzzard","Butastur teesa"
"White Wagtail","Motacilla alba"
"White-naped Woodpecker","Chrysocolaptes festivus"
"White-rumped Shama","Copsychus malabaricus"
"Wire-tailed Swallow","Hirundo smithii"
"Yellow-eyed Babbler","Chrysomma sinense"
"Yellow-throated Bulbul","Pycnonotus xantholaemus"
"Zitting Cisticola","Cisticola juncidis"
"Banded Bay Cuckoo","Cacomantis sonneratii"
"Bar-tailed Godwit","Limosa lapponica"
"Blue-capped Rock-Thrush","Monticola cinclorhyncha"
"Black-crested Bulbul","Rubigula flaviventris"
"Brown-capped Woodpecker","Yungipicus nanus"
"Brown-headed Gull","Chroicocephalus brunnicephalus"
"Booted Eagle","Hieraaetus pennatus"
"Barn Owl","Tyto alba"
"Bronzed Drongo","Dicrurus aeneus"
"Bar-winged Flycatcher-shrike","Hemipus picatus"
"Caspian Tern","Hydroprogne caspia"
"Indian Nuthatch","Sitta castanea"
"Citrine Wagtail","Motacilla citreola"
"Common Tern","Sterna hirundo"
"Indian Blackbird","Turdus simillimus"
"Eurasian Curlew","Numenius arquata"
"Fulvous-breasted Woodpecker","Dendrocopos macei"
"Golden-fronted Leafbird","Chloropsis aurifrons"
"Green-billed Malkoha","Phaenicophaeus tristis"
"Greater Flameback","Chrysocolaptes guttacristatus"
"Greater Yellownape","Chrysophlegma flavinucha"
"Greater Painted-Snipe","Rostratula benghalensis"
"Gull-billed Tern","Gelochelidon nilotica"
"Gray-headed Canary-Flycatcher","Culicicapa ceylonensis"
"Indian Yellow Tit","Machlolophus aplonotus"
"Malabar Trogon","Harpactes fasciatus"
"Marsh Sandpiper","Tringa stagnatilis"
"Malabar Whistling-Thrush","Myophonus horsfieldii"
"Osprey","Pandion haliaetus"
"Pied Avocet","Recurvirostra avosetta"
"Plaintive Cuckoo","Cacomantis merulinus"
"Red Junglefowl","Gallus gallus"
"Rosy Minivet","Pericrocotus roseus"
"Ruddy Shelduck","Tadorna ferruginea"
"Rufous Woodpecker","Micropternus brachyurus"
"Short-toed Snake-Eagle","Circaetus gallicus"
"Spotted Redshank","Tringa erythropus"
"Pin-striped Tit-Babbler","Mixornis gularis"
"Temminck's Stint","Calidris temminckii"
"Tree Pipit","Anthus trivialis"
"Velvet-fronted Nuthatch","Sitta frontalis"
"Western Reef-Heron","Egretta gularis"
"Whiskered Tern","Chlidonias hybrida"
"Eastern Orphean Warbler","Sylvia crassirostris"
"Bar-headed Goose","Anser indicus"
"Black-headed Gull","Chroicocephalus ridibundus"
"Blyth's Pipit","Anthus godlewskii"
"Great Gray Shrike","Lanius excubitor"
"Richard's Pipit","Anthus richardi"
"Rock Bush-Quail","Perdicula argoondah"
"Short-eared Owl","Asio flammeus"
"Small Pratincole","Glareola lactea"
"Sykes's Short-toed Lark","Calandrella dukhunensis"
"Streak-throated Swallow","Petrochelidon fluvicola"
"Tawny Eagle","Aquila rapax"
"Tawny Lark","Galerida deva"
"Tawny Pipit","Anthus campestris"
"Woolly-necked Stork","Ciconia episcopus"
"Kentish Plover","Charadrius alexandrinus"
"Oriental Skylark","Alauda gulgula"
"Eurasian Wigeon","Mareca penelope"
"Gadwall","Mareca strepera"
"Pallas's Gull","Ichthyaetus ichthyaetus"
"Green-winged Teal","Anas crecca"
"Great Crested Grebe","Podiceps cristatus"
"Little Stint","Calidris minuta"
"Peregrine Falcon","Falco peregrinus"
"Ruff","Calidris pugnax"
"Tufted Duck","Aythya fuligula"
"Crested Goshawk","Accipiter trivirgatus"
"Heart-spotted Woodpecker","Hemicircus canente"
"Tickell's Leaf Warbler","Phylloscopus affinis"
"Alpine Thrush","Zoothera mollissima"
"Ashy-throated Warbler","Phylloscopus maculipennis"
"Bar-tailed Treecreeper","Certhia himalayana"
"Beautiful Sibia","Heterophasia pulchella"
"Black-browed Tit","Aegithalos iouschistos"
"Black-headed Greenfinch","Chloris ambigua"
"Black-chinned Yuhina","Yuhina nigrimenta"
"Blue-fronted Redstart","Phoenicurus frontalis"
"Blue Whistling-Thrush","Myophonus caeruleus"
"Chestnut-crowned Laughingthrush","Trochalopteron erythrocephalum"
"Chestnut-eared Bunting","Emberiza fucata"
"Himalayan Buzzard","Buteo refectus"
"Crested Bunting","Emberiza lathami"
"Daurian Redstart","Phoenicurus auroreus"
"Eurasian Crag-Martin","Ptyonoprogne rupestris"
"Eurasian Sparrowhawk","Accipiter nisus"
"Eurasian Tree Sparrow","Passer montanus"
"Fire-breasted Flowerpecker","Dicaeum ignipectus"
"Godlewski's Bunting","Emberiza godlewskii"
"Golden-throated Barbet","Psilopogon franklinii"
"Green-backed Tit","Parus monticolus"
"Great Barbet","Psilopogon virens"
"Common Green-Magpie","Cissa chinensis"
"Green-tailed Sunbird","Aethopyga nipalensis"
"Gray-backed Shrike","Lanius tephronotus"
"Gray-hooded Warbler","Phylloscopus xanthoschistos"
"Himalayan Bluetail","Tarsiger rufilatus"
"Hodgson's Redstart","Phoenicurus hodgsoni"
"Large Niltava","Niltava grandis"
"Little Bunting","Emberiza pusilla"
"Mountain Bulbul","Ixos mcclellandii"
"Olive-backed Pipit","Anthus hodgsoni"
"Orange-bellied Leafbird","Chloropsis hardwickii"
"Plumbeous Redstart","Phoenicurus fuliginosus"
"Rufous-breasted Accentor","Prunella strophiata"
"Rufous-capped Babbler","Cyanoderma ruficeps"
"Rusty-fronted Barwing","Actinodura egertoni"
"Rufous-gorgeted Flycatcher","Ficedula strophiata"
"Streak-breasted Scimitar-Babbler","Pomatorhinus ruficollis"
"Scaly Thrush","Zoothera dauma"
"Sichuan Leaf Warbler","Phylloscopus forresti"
"Silver-eared Mesia","Leiothrix argentauris"
"Spotted Forktail","Enicurus maculatus"
"Striated Prinia","Prinia crinigera"
"Striated Yuhina","Yuhina castaniceps"
"Stripe-throated Yuhina","Yuhina gularis"
"White-capped Redstart","Phoenicurus leucocephalus"
"Whiskered Yuhina","Yuhina flavicollis"
"White-throated Fantail","Rhipidura albicollis"
"Yellow-bellied Fairy-Fantail","Chelidorhynx hypoxanthus"
"Black Bulbul","Hypsipetes leucocephalus"
"Blue-eared Barbet","Psilopogon duvaucelii"
"Blue-winged Minla","Actinodura cyanouroptera"
"Himalayan Griffon","Gyps himalayensis"
"Kalij Pheasant","Lophura leucomelanos"
"Lesser Yellownape","Picus chlorolophus"
"Little Pied Flycatcher","Ficedula westermanni"
"Little Spiderhunter","Arachnothera longirostra"
"Lesser Racket-tailed Drongo","Dicrurus remifer"
"Maroon Oriole","Oriolus traillii"
"Mountain Imperial-Pigeon","Ducula badia"
"Mountain Tailorbird","Phyllergates cucullatus"
"Nepal Fulvetta","Alcippe nipalensis"
"Oriental Pied-Hornbill","Anthracoceros albirostris"
"Oriental Turtle-Dove","Streptopelia orientalis"
"Ashy-headed Green-Pigeon","Treron phayrei"
"Red-tailed Minla","Minla ignotincta"
"River Lapwing","Vanellus duvaucelii"
"Small Niltava","Niltava macgrigoriae"
"Streaked Spiderhunter","Arachnothera magna"
"Sultan Tit","Melanochlora sultanea"
"White-throated Bulbul","Alophoixus flaveolus"
"Wreathed Hornbill","Rhyticeros undulatus"
"Black Stork","Ciconia nigra"
"Eurasian Hobby","Falco subbuteo"
"Pale-chinned Blue Flycatcher","Cyornis poliogenys"
"Bengal Florican","Houbaropsis bengalensis"
"Black-breasted Parrotbill","Paradoxornis flavirostris"
"Black-faced Warbler","Abroscopus schisticeps"
"Rusty-throated Wren-Babbler","Spelaeornis badeigularis"
"Striated Bulbul","Pycnonotus striatus"
"Striated Laughingthrush","Grammatoptila striata"
"Streak-throated Barwing","Actinodura waldeni"
"Streak-throated Fulvetta","Fulvetta manipurensis"
"Yellow-cheeked Tit","Machlolophus spilonotus"
"Collared Owlet","Glaucidium brodiei"
"Red-headed Trogon","Harpactes erythrocephalus"
"Blue-throated Barbet","Psilopogon asiaticus"
"Lesser Adjutant","Leptoptilos javanicus"
"Scarlet-backed Flowerpecker","Dicaeum cruentatum"
"Asian Barred Owlet","Glaucidium cuculoides"
"Barred Cuckoo-Dove","Macropygia unchall"
"Blue-bearded Bee-eater","Nyctyornis athertoni"
"Black-winged Cuckooshrike","Lalage melaschistos"
"Black-backed Forktail","Enicurus immaculatus"
"Black Francolin","Francolinus francolinus"
"Black-tailed Crake","Zapornia bicolor"
"Black-throated Sunbird","Aethopyga saturata"
"Collared Falconet","Microhierax caerulescens"
"Collared Scops-Owl","Otus lettia"
"Crested Kingfisher","Megaceryle lugubris"
"Golden-headed Cisticola","Cisticola exilis"
"Great Hornbill","Buceros bicornis"
"Great Thick-knee","Esacus recurvirostris"
"Gray Bushchat","Saxicola ferreus"
"Gray-capped Woodpecker","Yungipicus canicapillus"
"Gray-headed Woodpecker","Picus canus"
"Gray-headed Fish-Eagle","Haliaeetus ichthyaetus"
"Indochinese Roller","Coracias affinis"
"Large-tailed Nightjar","Caprimulgus macrurus"
"Lesser Fish-Eagle","Haliaeetus humilis"
"Lesser Coucal","Centropus bengalensis"
"Lineated Barbet","Psilopogon lineatus"
"Orange-breasted Green-Pigeon","Treron bicinctus"
"Pallas's Fish-Eagle","Haliaeetus leucoryphus"
"Plain Flowerpecker","Dicaeum minullum"
"Pygmy Flycatcher","Ficedula hodgsoni"
"Rosy Pipit","Anthus roseatus"
"Indian Grassbird","Graminicola bengalensis"
"Spot-bellied Eagle-Owl","Bubo nipalensis"
"Slender-billed Babbler","Turdoides longirostris"
"Slaty-bellied Tesia","Tesia olivea"
"Striated Babbler","Turdoides earlei"
"Striated Grassbird","Megalurus palustris"
"Wedge-tailed Green-Pigeon","Treron sphenurus"
"Yellow-footed Green-Pigeon","Treron phoenicopterus"
"Yellow-vented Flowerpecker","Dicaeum chrysorrheum"
"Yellow-vented Warbler","Phylloscopus cantator"
"Dark-necked Tailorbird","Orthotomus atrogularis"
"European Starling","Sturnus vulgaris"
"House Swift","Apus nipalensis"
"Rufous-necked Laughingthrush","Ianthocincla ruficollis"
"White-tailed Robin","Myiomela leucura"
"Bank Myna","Acridotheres ginginianus"
"Besra","Accipiter virgatus"
"Black Redstart","Phoenicurus ochruros"
"Black-necked Stork","Ephippiorhynchus asiaticus"
"Blyth's Leaf Warbler","Phylloscopus reguloides"
"Brown-cheeked Rail","Rallus indicus"
"Brown Fish-Owl","Ketupa zeylonensis"
"Chestnut-headed Tesia","Cettia castaneocoronata"
"Graylag Goose","Anser anser"
"Graceful Prinia","Prinia gracilis"
"Greater Spotted Eagle","Clanga clanga"
"Gray-throated Martin","Riparia chinensis"
"Mallard","Anas platyrhynchos"
"Northern Lapwing","Vanellus vanellus"
"Pied Falconet","Microhierax melanoleucos"
"Pin-tailed Green-Pigeon","Treron apicauda"
"Red-crested Pochard","Netta rufina"
"Sand Lark","Alaudala raytal"
"Spotted Bush Warbler","Locustella thoracica"
"Spot-winged Starling","Saroglossa spilopterus"
"Swamp Francolin","Francolinus gularis"
"Great Myna","Acridotheres grandis"
"Blue-winged Leafbird","Chloropsis cochinchinensis"
"Large Woodshrike","Tephrodornis virgatus"
"Long-tailed Broadbill","Psarisomus dalhousiae"
"Pygmy Cupwing","Pnoepyga pusilla"
"Rufous-throated Fulvetta","Schoeniparus rufogularis"
"Slender-billed Oriole","Oriolus tenuirostris"
"White-browed Piculet","Sasia ochracea"
"Blossom-headed Parakeet","Psittacula roseata"
"Cinereous Vulture","Aegypius monachus"
"Common Merganser","Mergus merganser"
"Dusky Eagle-Owl","Bubo coromandus"
"Falcated Duck","Mareca falcata"
"Greater Adjutant","Leptoptilos dubius"
"Imperial Eagle","Aquila heliaca"
"Long-tailed Minivet","Pericrocotus ethologus"
"Silver-breasted Broadbill","Serilophus lunatus"
"Slender-billed Vulture","Gyps tenuirostris"
"Eastern Spot-billed Duck","Anas zonorhyncha"
"Steppe Eagle","Aquila nipalensis"
"Streak-throated Woodpecker","Picus xanthopygaeus"
"White-rumped Vulture","Gyps bengalensis"
"Abbott's Babbler","Turdinus abbotti"
"Rock Pigeon","Columba livia"
"Ruby-cheeked Sunbird","Chalcoparia singalensis"
"Bengal Bushlark","Mirafra assamica"
"Fulvous Whistling-Duck","Dendrocygna bicolor"
"Nepal House-Martin","Delichon nipalense"
"Thick-billed Green-Pigeon","Treron curvirostra"
"Chestnut Munia","Lonchura atricapilla"
"Snowy-browed Flycatcher","Ficedula hyperythra"
"Striated Swallow","Cecropis striolata"
"Black-breasted Thrush","Turdus dissimilis"
"Black-headed Bulbul","Brachypodius atriceps"
"Greater Necklaced Laughingthrush","Ianthocincla pectoralis"
"Green-crowned Warbler","Phylloscopus burkii"
"Great Slaty Woodpecker","Mulleripicus pulverulentus"
"Gray-bellied Tesia","Tesia cyaniventer"
"Gray-throated Babbler","Stachyris nigriceps"
"Himalayan Swiftlet","Aerodramus brevirostris"
"Lesser Necklaced Laughingthrush","Garrulax monileger"
"Siberian Rubythroat","Calliope calliope"
"Van Hasselt's Sunbird","Leptocoma brasiliana"
"Violet Cuckoo","Chrysococcyx xanthorhynchus"
"Ashy Bulbul","Hemixos flavala"
"Bluethroat","Luscinia svecica"
"Chestnut-capped Babbler","Timalia pileata"
"Eyebrowed Wren-Babbler","Napothera epilepidota"
"Gray Peacock-Pheasant","Polyplectron bicalcaratum"
"Jerdon's Babbler","Chrysomma altirostre"
"Large Hawk-Cuckoo","Hierococcyx sparverioides"
"Marsh Babbler","Pellorneum palustre"
"Pallas's Grasshopper-Warbler","Locustella certhiola"
"Rusty-bellied Shortwing","Brachypteryx hyperythra"
"Swamp Grass Babbler","Laticilla cinerascens"
"Yellow-bellied Prinia","Prinia flaviventris"
"Brown Rock Chat","Oenanthe fusca"
"Black-breasted Weaver","Ploceus benghalensis"
"Common Chiffchaff","Phylloscopus collybita"
"Eurasian Wryneck","Jynx torquilla"
"Lemon-rumped Warbler","Phylloscopus chloronotus"
"Red-breasted Flycatcher","Ficedula parva"
"Sulphur-bellied Warbler","Phylloscopus griseolus"
"White-browed Fantail","Rhipidura aureola"
"Himalayan Bulbul","Pycnonotus leucogenys"
"Black Eagle","Ictinaetus malaiensis"
"Egyptian Vulture","Neophron percnopterus"
"Common Crane","Grus grus"
"Common Quail","Coturnix coturnix"
"Brown Crake","Zapornia akool"
"Desert Wheatear","Oenanthe deserti"
"Greater Short-toed Lark","Calandrella brachydactyla"
"Gray-necked Bunting","Emberiza buchanani"
"Indian Courser","Cursorius coromandelicus"
"Indian Vulture","Gyps indicus"
"Isabelline Shrike","Lanius isabellinus"
"Long-billed Pipit","Anthus similis"
"Thick-billed Flowerpecker","Dicaeum agile"
"White-bellied Woodpecker","Dryocopus javensis"
"Yellow-crowned Woodpecker","Leiopicus mahrattensis"
"White-eared Bulbul","Pycnonotus leucotis"
"Brooks's Leaf Warbler","Phylloscopus subviridis"
"Common Rosefinch","Carpodacus erythrinus"
"Crested Lark","Galerida cristata"
"Greater Flamingo","Phoenicopterus roseus"
"Great White Pelican","Pelecanus onocrotalus"
"Spot-breasted Fantail","Rhipidura albogularis"
"Fork-tailed Drongo-Cuckoo","Surniculus dicruroides"
"Barred Buttonquail","Turnix suscitator"
