"COMMON.NAME","SCIENTIFIC.NAME"
"Oriental Darter","Anhinga melanogaster"
"Western Yellow Wagtail","Motacilla flava"
"Eurasian Coot","Fulica atra"
"Eurasian Kestrel","Falco tinnunculus"
"Eurasian Spoonbill","Platalea leucorodia"
"Eurasian Wigeon","Mareca penelope"
"Fulvous Whistling-Duck","Dendrocygna bicolor"
"Garganey","Spatula querquedula"
"Gray Heron","Ardea cinerea"
"Green Bee-eater","Merops orientalis"
"Greater Coucal","Centropus sinensis"
"Great Egret","Ardea alba"
"Green Sandpiper","Tringa ochropus"
"Gray Francolin","Francolinus pondicerianus"
"Gray-headed Lapwing","Vanellus cinereus"
"Indian Cormorant","Phalacrocorax fuscicollis"
"Indian Roller","Coracias benghalensis"
"Indian Thick-knee","Burhinus indicus"
"Indian Golden Oriole","Oriolus kundoo"
"Indian Pond-Heron","Ardeola grayii"
"Intermediate Egret","Ardea intermedia"
"Indian Spot-billed Duck","Anas poecilorhyncha"
"Jerdon's Bushlark","Mirafra affinis"
"Large-billed Crow","Corvus macrorhynchos"
"Lesser Whistling-Duck","Dendrocygna javanica"
"Little Cormorant","Microcarbo niger"
"Little Egret","Egretta garzetta"
"Little Grebe","Tachybaptus ruficollis"
"Loten's Sunbird","Cinnyris lotenius"
"Oriental Magpie-Robin","Copsychus saularis"
"Northern Pintail","Anas acuta"
"Northern Shoveler","Spatula clypeata"
"Orange-headed Thrush","Geokichla citrina"
"Paddyfield Pipit","Anthus rufulus"
"Oriental Skylark","Alauda gulgula"
"Pale-billed Flowerpecker","Dicaeum erythrorhynchos"
"Painted Stork","Mycteria leucocephala"
"Pheasant-tailed Jacana","Hydrophasianus chirurgus"
"Pied Bushchat","Saxicola caprata"
"Pied Cuckoo","Clamator jacobinus"
"Pied Kingfisher","Ceryle rudis"
"Pin-tailed Snipe","Gallinago stenura"
"Plain Prinia","Prinia inornata"
"Purple Heron","Ardea purpurea"
"Purple-rumped Sunbird","Leptocoma zeylonica"
"Purple Sunbird","Cinnyris asiaticus"
"Gray-headed Swamphen","Porphyrio poliocephalus"
"Red-necked Falcon","Falco chicquera"
"Red-rumped Swallow","Cecropis daurica"
"Red-vented Bulbul","Pycnonotus cafer"
"Red-whiskered Bulbul","Pycnonotus jocosus"
"Red-wattled Lapwing","Vanellus indicus"
"Rose-ringed Parakeet","Psittacula krameri"
"Rufous Treepie","Dendrocitta vagabunda"
"Shikra","Accipiter badius"
"Spotted Owlet","Athene brama"
"Striated Heron","Butorides striata"
"Tricolored Munia","Lonchura malacca"
"Watercock","Gallicrex cinerea"
"Eurasian Marsh-Harrier","Circus aeruginosus"
"White-browed Bulbul","Pycnonotus luteolus"
"White-browed Wagtail","Motacilla maderaspatensis"
"White-eyed Buzzard","Butastur teesa"
"Whiskered Tern","Chlidonias hybrida"
"White-throated Kingfisher","Halcyon smyrnensis"
"Yellow-billed Babbler","Turdoides affinis"
"Yellow Bittern","Ixobrychus sinensis"
"Zitting Cisticola","Cisticola juncidis"
"Bay-backed Shrike","Lanius vittatus"
"Black-headed Ibis","Threskiornis melanocephalus"
"Black-naped Monarch","Hypothymis azurea"
"Brahminy Kite","Haliastur indus"
"Yellow-throated Sparrow","Gymnoris xanthocollis"
"Common Greenshank","Tringa nebularia"
"Common Snipe","Gallinago gallinago"
"Eurasian Collared-Dove","Streptopelia decaocto"
"Glossy Ibis","Plegadis falcinellus"
"Green-winged Teal","Anas crecca"
"Great Cormorant","Phalacrocorax carbo"
"Greater Spotted Eagle","Clanga clanga"
"Indian Robin","Copsychus fulicatus"
"Indian Silverbill","Euodice malabarica"
"Indian Scops-Owl","Otus bakkamoena"
"Laughing Dove","Streptopelia senegalensis"
"Little Swift","Apus affinis"
"Scaly-breasted Munia","Lonchura punctulata"
"Oriental Honey-buzzard","Pernis ptilorhynchus"
"Osprey","Pandion haliaetus"
"Gray-bellied Cuckoo","Cacomantis passerinus"
"Red Collared-Dove","Streptopelia tranquebarica"
"Red Avadavat","Amandava amandava"
"Small Minivet","Pericrocotus cinnamomeus"
"Streaked Weaver","Ploceus manyar"
"Tawny-bellied Babbler","Dumetia hyperythra"
"White-rumped Munia","Lonchura striata"
"Woolly-necked Stork","Ciconia episcopus"
"Asian Brown Flycatcher","Muscicapa dauurica"
"Asian Pied Starling","Gracupica contra"
"Black-bellied Plover","Pluvialis squatarola"
"Black-headed Gull","Chroicocephalus ridibundus"
"Black-tailed Godwit","Limosa limosa"
"Brown-headed Gull","Chroicocephalus brunnicephalus"
"Booted Eagle","Hieraaetus pennatus"
"Brown Boobook","Ninox scutulata"
"Caspian Tern","Hydroprogne caspia"
"Citrine Wagtail","Motacilla citreola"
"Common Redshank","Tringa totanus"
"Common Tern","Sterna hirundo"
"Forest Wagtail","Dendronanthus indicus"
"Greater Flamingo","Phoenicopterus roseus"
"Greenish Warbler","Phylloscopus trochiloides"
"Indian Pitta","Pitta brachyura"
"Kentish Plover","Charadrius alexandrinus"
"Lesser Sand-Plover","Charadrius mongolus"
"Little Tern","Sternula albifrons"
"Marsh Sandpiper","Tringa stagnatilis"
"Pacific Golden-Plover","Pluvialis fulva"
"Ruff","Calidris pugnax"
"Spot-billed Pelican","Pelecanus philippensis"
"Alpine Swift","Apus melba"
"Ashy-crowned Sparrow-Lark","Eremopterix griseus"
"Asian Fairy-bluebird","Irena puella"
"Barred Buttonquail","Turnix suscitator"
"Blue-bearded Bee-eater","Nyctyornis athertoni"
"Flame-throated Bulbul","Rubigula gularis"
"Black-headed Cuckooshrike","Lalage melanoptera"
"Black Eagle","Ictinaetus malaiensis"
"Black-hooded Oriole","Oriolus xanthornus"
"Black-throated Munia","Lonchura kelaarti"
"Brown-capped Woodpecker","Yungipicus nanus"
"Booted Warbler","Iduna caligata"
"Brown-breasted Flycatcher","Muscicapa muttui"
"Brown Fish-Owl","Ketupa zeylonensis"
"Brown-headed Barbet","Psilopogon zeylanicus"
"Bronzed Drongo","Dicrurus aeneus"
"Blue Rock-Thrush","Monticola solitarius"
"Bar-winged Flycatcher-shrike","Hemipus picatus"
"Chestnut-headed Bee-eater","Merops leschenaulti"
"Common House-Martin","Delichon urbicum"
"Common Rosefinch","Carpodacus erythrinus"
"Crimson-backed Sunbird","Leptocoma minima"
"Crested Goshawk","Accipiter trivirgatus"
"Crested Treeswift","Hemiprocne coronata"
"Malabar Barbet","Psilopogon malabaricus"
"Crested Serpent-Eagle","Spilornis cheela"
"Dusky Crag-Martin","Ptyonoprogne concolor"
"Asian Emerald Dove","Chalcophaps indica"
"European Bee-eater","Merops apiaster"
"Indian Blackbird","Turdus simillimus"
"Golden-fronted Leafbird","Chloropsis aurifrons"
"Greater Flameback","Chrysocolaptes guttacristatus"
"Gray Junglefowl","Gallus sonneratii"
"Cinereous Tit","Parus cinereus"
"Green Warbler","Phylloscopus nitidus"
"Greater Racket-tailed Drongo","Dicrurus paradiseus"
"Gray Wagtail","Motacilla cinerea"
"Gray-breasted Prinia","Prinia hodgsonii"
"Gray-headed Bulbul","Brachypodius priocephalus"
"Hair-crested Drongo","Dicrurus hottentottus"
"Indian Nightjar","Caprimulgus asiaticus"
"Indian Swiftlet","Aerodramus unicolor"
"Indian Yellow Tit","Machlolophus aplonotus"
"Indian White-eye","Zosterops palpebrosus"
"Indian Gray Hornbill","Ocyceros birostris"
"Indian Scimitar-Babbler","Pomatorhinus horsfieldii"
"Jerdon's Leafbird","Chloropsis jerdoni"
"Jerdon's Nightjar","Caprimulgus atripennis"
"Jungle Babbler","Turdoides striata"
"Jungle Myna","Acridotheres fuscus"
"Jungle Prinia","Prinia sylvatica"
"Palani Laughingthrush","Montecincla fairbanki"
"Large Gray Babbler","Turdoides malcolmi"
"Large Cuckooshrike","Coracina macei"
"Lesser Whitethroat","Sylvia curruca"
"Malabar Gray Hornbill","Ocyceros griseus"
"Malabar Parakeet","Psittacula columboides"
"Malabar Trogon","Harpactes fasciatus"
"Malabar Woodshrike","Tephrodornis sylvicola"
"Malabar Whistling-Thrush","Myophonus horsfieldii"
"Mottled Wood-Owl","Strix ocellata"
"Hill Swallow","Hirundo domicola"
"Nilgiri Flowerpecker","Dicaeum concolor"
"Plum-headed Parakeet","Psittacula cyanocephala"
"Gray-fronted Green-Pigeon","Treron affinis"
"Puff-throated Babbler","Pellorneum ruficeps"
"Red Spurfowl","Galloperdix spadicea"
"River Tern","Sterna aurantia"
"Rosy Starling","Pastor roseus"
"Rufous-bellied Eagle","Lophotriorchis kienerii"
"Rufous Babbler","Turdoides subrufa"
"Orange Minivet","Pericrocotus flammeus"
"Southern Hill Myna","Gracula indica"
"Stork-billed Kingfisher","Pelargopsis capensis"
"Sykes's Warbler","Iduna rama"
"Thick-billed Flowerpecker","Dicaeum agile"
"Tickell's Blue Flycatcher","Cyornis tickelliae"
"Vernal Hanging-Parrot","Loriculus vernalis"
"Verditer Flycatcher","Eumyias thalassinus"
"Western Crowned Warbler","Phylloscopus occipitalis"
"White-bellied Drongo","Dicrurus caerulescens"
"White-bellied Treepie","Dendrocitta leucogastra"
"White-cheeked Barbet","Psilopogon viridis"
"White-naped Woodpecker","Chrysocolaptes festivus"
"Changeable Hawk-Eagle","Nisaetus cirrhatus"
"Yellow-browed Bulbul","Iole indica"
"Yellow-crowned Woodpecker","Leiopicus mahrattensis"
"Yellow-eyed Babbler","Chrysomma sinense"
"Yellow-footed Green-Pigeon","Treron phoenicopterus"
"Cinnamon Bittern","Ixobrychus cinnamomeus"
"Black Redstart","Phoenicurus ochruros"
"Bonelli's Eagle","Aquila fasciata"
"Short-toed Snake-Eagle","Circaetus gallicus"
"Sirkeer Malkoha","Taccocua leschenaultii"
"Spot-breasted Fantail","Rhipidura albogularis"
"White-browed Fantail","Rhipidura aureola"
"White-tailed Iora","Aegithina nigrolutea"
"Yellow-wattled Lapwing","Vanellus malabaricus"
"Nilgiri Flycatcher","Eumyias albicaudatus"
"Velvet-fronted Nuthatch","Sitta frontalis"
"Baillon's Crake","Zapornia pusilla"
"Indian Nuthatch","Sitta castanea"
"Greater Painted-Snipe","Rostratula benghalensis"
"Lesser Yellownape","Picus chlorolophus"
"Little Stint","Calidris minuta"
"Long-tailed Shrike","Lanius schach"
"Oriental Turtle-Dove","Streptopelia orientalis"
"Peregrine Falcon","Falco peregrinus"
"Streak-throated Woodpecker","Picus xanthopygaeus"
"Bar-headed Goose","Anser indicus"
"Blyth's Pipit","Anthus godlewskii"
"Barn Owl","Tyto alba"
"Common Pochard","Aythya ferina"
"Curlew Sandpiper","Calidris ferruginea"
"Eurasian Curlew","Numenius arquata"
"Eurasian Sparrowhawk","Accipiter nisus"
"Pallas's Gull","Ichthyaetus ichthyaetus"
"Great Crested Tern","Thalasseus bergii"
"Gull-billed Tern","Gelochelidon nilotica"
"Lesser Black-backed Gull","Larus fuscus"
"Pallas's Grasshopper-Warbler","Locustella certhiola"
"Sanderling","Calidris alba"
"Small Pratincole","Glareola lactea"
"Tree Pipit","Anthus trivialis"
"Whimbrel","Numenius phaeopus"
"Western Reef-Heron","Egretta gularis"
"Knob-billed Duck","Sarkidiornis melanotos"
"Red-naped Ibis","Pseudibis papillosa"
"Rufous-tailed Lark","Ammomanes phoenicura"
"Oriental Pratincole","Glareola maldivarum"
"White Wagtail","Motacilla alba"
"Black-and-orange Flycatcher","Ficedula nigrorufa"
"Nilgiri Laughingthrush","Montecincla cachinnans"
"Brown Wood-Owl","Strix leptogrammica"
"Common Buzzard","Buteo buteo"
"Jungle Nightjar","Caprimulgus indicus"
"Gray-headed Canary-Flycatcher","Culicicapa ceylonensis"
"Indian Blue Robin","Larvivora brunnea"
"Jungle Bush-Quail","Perdicula asiatica"
"Large-billed Leaf Warbler","Phylloscopus magnirostris"
"Malabar Lark","Galerida malabarica"
"Nilgiri Pipit","Anthus nilghiriensis"
"Nilgiri Wood-Pigeon","Columba elphinstonii"
"Oriental Scops-Owl","Otus sunia"
"Painted Bush-Quail","Perdicula erythrorhyncha"
"Rusty-tailed Flycatcher","Ficedula ruficauda"
"Savanna Nightjar","Caprimulgus affinis"
"Spot-bellied Eagle-Owl","Bubo nipalensis"
"Nilgiri Thrush","Zoothera neilgherriensis"
"Speckled Piculet","Picumnus innominatus"
"Square-tailed Bulbul","Hypsipetes ganeesa"
"Steppe Eagle","Aquila nipalensis"
"Tickell's Leaf Warbler","Phylloscopus affinis"
"Tytler's Leaf Warbler","Phylloscopus tytleri"
"White-bellied Minivet","Pericrocotus erythropygius"
"Nilgiri Sholakili","Sholicola major"
"White-rumped Shama","Copsychus malabaricus"
"White-rumped Vulture","Gyps bengalensis"
"Chestnut-bellied Sandgrouse","Pterocles exustus"
"Common Babbler","Turdoides caudata"
"Tawny Pipit","Anthus campestris"
"Indian Spotted Eagle","Clanga hastata"
"Sykes's Short-toed Lark","Calandrella dukhunensis"
"White-naped Tit","Machlolophus nuchalis"
"Wire-tailed Swallow","Hirundo smithii"
"Rain Quail","Coturnix coromandelica"
"Mountain Imperial-Pigeon","Ducula badia"
"Pallid Harrier","Circus macrourus"
"Black-bellied Tern","Sterna acuticauda"
"Lesser Crested Tern","Thalasseus bengalensis"
"Isabelline Wheatear","Oenanthe isabellina"
"Jungle Owlet","Glaucidium radiatum"
"Montagu's Harrier","Circus pygargus"
"Siberian Stonechat","Saxicola maurus"
"Blue-capped Rock-Thrush","Monticola cinclorhyncha"
"Chestnut-winged Cuckoo","Clamator coromandus"
"Short-eared Owl","Asio flammeus"
"Taiga Flycatcher","Ficedula albicilla"
"Richard's Pipit","Anthus richardi"
