"COMMON.NAME","SCIENTIFIC.NAME"
"Lesser Whistling-Duck","Dendrocygna javanica"
"Lineated Barbet","Psilopogon lineatus"
"Little Ringed Plover","Charadrius dubius"
"Little Cormorant","Microcarbo niger"
"Little Egret","Egretta garzetta"
"Little Stint","Calidris minuta"
"Little Swift","Apus affinis"
"Oriental Magpie-Robin","Copsychus saularis"
"Scaly-breasted Munia","Lonchura punctulata"
"Oriental Honey-buzzard","Pernis ptilorhynchus"
"Paddyfield Pipit","Anthus rufulus"
"Oriental Skylark","Alauda gulgula"
"Pied Kingfisher","Ceryle rudis"
"Plaintive Cuckoo","Cacomantis merulinus"
"Plain Prinia","Prinia inornata"
"Plum-headed Parakeet","Psittacula cyanocephala"
"Purple Heron","Ardea purpurea"
"Purple Sunbird","Cinnyris asiaticus"
"Gray-headed Swamphen","Porphyrio poliocephalus"
"Red Collared-Dove","Streptopelia tranquebarica"
"Red Avadavat","Amandava amandava"
"Red-vented Bulbul","Pycnonotus cafer"
"Red-whiskered Bulbul","Pycnonotus jocosus"
"Red-wattled Lapwing","Vanellus indicus"
"Rose-ringed Parakeet","Psittacula krameri"
"Rufous Treepie","Dendrocitta vagabunda"
"Sand Lark","Alaudala raytal"
"Shikra","Accipiter badius"
"Siberian Stonechat","Saxicola maurus"
"Small Minivet","Pericrocotus cinnamomeus"
"Small Pratincole","Glareola lactea"
"Spotted Dove","Spilopelia chinensis"
"Spotted Owlet","Athene brama"
"Spotted Redshank","Tringa erythropus"
"Stork-billed Kingfisher","Pelargopsis capensis"
"Temminck's Stint","Calidris temminckii"
"Tricolored Munia","Lonchura malacca"
"Watercock","Gallicrex cinerea"
"White-browed Wagtail","Motacilla maderaspatensis"
"White-breasted Waterhen","Amaurornis phoenicurus"
"White-eyed Buzzard","Butastur teesa"
"White-rumped Munia","Lonchura striata"
"White-throated Kingfisher","Halcyon smyrnensis"
"Asian Woolly-necked Stork","Ciconia episcopus"
"Wood Sandpiper","Tringa glareola"
"Yellow-footed Green-Pigeon","Treron phoenicopterus"
"Yellow-wattled Lapwing","Vanellus malabaricus"
"Zitting Cisticola","Cisticola juncidis"
"Alexandrine Parakeet","Psittacula eupatria"
"Black-naped Monarch","Hypothymis azurea"
"Brahminy Starling","Sturnia pagodarum"
"Eurasian Moorhen","Gallinula chloropus"
"Greenish Warbler","Phylloscopus trochiloides"
"Indian White-eye","Zosterops palpebrosus"
"Jerdon's Nightjar","Caprimulgus atripennis"
"Laughing Dove","Spilopelia senegalensis"
"Pale-billed Flowerpecker","Dicaeum erythrorhynchos"
"Painted Spurfowl","Galloperdix lunulata"
"Gray-bellied Cuckoo","Cacomantis passerinus"
"Red Junglefowl","Gallus gallus"
"Rusty-tailed Flycatcher","Ficedula ruficauda"
"Streak-throated Swallow","Petrochelidon fluvicola"
"Taiga Flycatcher","Ficedula albicilla"
"Wire-tailed Swallow","Hirundo smithii"
"Aberrant Bush Warbler","Horornis flavolivaceus"
"Asian Barred Owlet","Glaucidium cuculoides"
"Ashy Drongo","Dicrurus leucophaeus"
"Bay Woodpecker","Blythipicus pyrrhotis"
"Blue-bearded Bee-eater","Nyctyornis athertoni"
"Blue-capped Rock-Thrush","Monticola cinclorhyncha"
"Black Baza","Aviceda leuphotes"
"Black Bulbul","Hypsipetes leucocephalus"
"Black-crested Bulbul","Rubigula flaviventris"
"Black-chinned Yuhina","Yuhina nigrimenta"
"Black-throated Parrotbill","Suthora nipalensis"
"Blue Whistling-Thrush","Myophonus caeruleus"
"Brown Fish-Owl","Ketupa zeylonensis"
"Brown Boobook","Ninox scutulata"
"Brown Parrotbill","Cholornis unicolor"
"Brown Wood-Owl","Strix leptogrammica"
"Chestnut-bellied Nuthatch","Sitta cinnamoventris"
"Chestnut-crowned Laughingthrush","Trochalopteron erythrocephalum"
"Chestnut-winged Cuckoo","Clamator coromandus"
"Collared Falconet","Microhierax caerulescens"
"Collared Owlet","Taenioptynx brodiei"
"Common Cuckoo","Cuculus canorus"
"Collared Scops-Owl","Otus lettia"
"Himalayan Cutia","Cutia nipalensis"
"Darjeeling Woodpecker","Dendrocopos darjellensis"
"Crimson Sunbird","Aethopyga siparaja"
"Eurasian Sparrowhawk","Accipiter nisus"
"Eurasian Tree Sparrow","Passer montanus"
"Fire-breasted Flowerpecker","Dicaeum ignipectus"
"Golden-fronted Leafbird","Chloropsis aurifrons"
"Golden-throated Barbet","Psilopogon franklinii"
"Green-billed Malkoha","Phaenicophaeus tristis"
"Green-backed Tit","Parus monticolus"
"Great Barbet","Psilopogon virens"
"Green Cochoa","Cochoa viridis"
"Great Hornbill","Buceros bicornis"
"Common Green-Magpie","Cissa chinensis"
"Cinereous Tit","Parus cinereus"
"Greater Yellownape","Chrysophlegma flavinucha"
"Greater Racket-tailed Drongo","Dicrurus paradiseus"
"Green-tailed Sunbird","Aethopyga nipalensis"
"Gray Nightjar","Caprimulgus jotaka"
"Gray Treepie","Dendrocitta formosae"
"Gray-bellied Tesia","Tesia cyaniventer"
"Gray-chinned Minivet","Pericrocotus solaris"
"Gray-headed Woodpecker","Picus canus"
"Gray-headed Canary-Flycatcher","Culicicapa ceylonensis"
"Gray-hooded Warbler","Phylloscopus xanthoschistos"
"Gray-sided Bush Warbler","Cettia brunnifrons"
"Gray-sided Laughingthrush","Pterorhinus caerulatus"
"Hair-crested Drongo","Dicrurus hottentottus"
"Common Hill Myna","Gracula religiosa"
"Himalayan Griffon","Gyps himalayensis"
"House Swift","Apus nipalensis"
"Indian Cuckoo","Cuculus micropterus"
"Indian Gray Hornbill","Ocyceros birostris"
"Large Cuckooshrike","Coracina macei"
"Large Hawk-Cuckoo","Hierococcyx sparverioides"
"Large Niltava","Niltava grandis"
"Large Woodshrike","Tephrodornis virgatus"
"Lesser Necklaced Laughingthrush","Garrulax monileger"
"Lesser Yellownape","Picus chlorolophus"
"Long-tailed Broadbill","Psarisomus dalhousiae"
"Long-tailed Minivet","Pericrocotus ethologus"
"Mountain Scops-Owl","Otus spilocephalus"
"Orange-bellied Leafbird","Chloropsis hardwickii"
"Oriental Pied-Hornbill","Anthracoceros albirostris"
"Oriental Turtle-Dove","Streptopelia orientalis"
"Pin-tailed Green-Pigeon","Treron apicauda"
"Red-billed Leiothrix","Leiothrix lutea"
"Red-headed Trogon","Harpactes erythrocephalus"
"Red-tailed Minla","Minla ignotincta"
"Rufous-throated Wren-Babbler","Spelaeornis caudatus"
"Rufous-bellied Niltava","Niltava sundara"
"Rufous Sibia","Heterophasia capistrata"
"Rufous-necked Hornbill","Aceros nipalensis"
"Rufous-necked Laughingthrush","Pterorhinus ruficollis"
"Rufous-winged Fulvetta","Schoeniparus castaneceps"
"Scarlet Finch","Carpodacus sipahi"
"Scarlet Minivet","Pericrocotus speciosus"
"Sultan Tit","Melanochlora sultanea"
"Velvet-fronted Nuthatch","Sitta frontalis"
"Verditer Flycatcher","Eumyias thalassinus"
"White-browed Scimitar-Babbler","Pomatorhinus schisticeps"
"White-bellied Erpornis","Erpornis zantholeuca"
"Himalayan Bulbul","Pycnonotus leucogenys"
"Whiskered Yuhina","Yuhina flavicollis"
"White-naped Yuhina","Yuhina bakeri"
"White-rumped Shama","Copsychus malabaricus"
"White-throated Bulbul","Alophoixus flaveolus"
"Yellow-vented Warbler","Phylloscopus cantator"
"Little Grebe","Tachybaptus ruficollis"
"White-throated Fantail","Rhipidura albicollis"
"Bronzed Drongo","Dicrurus aeneus"
"Citrine Wagtail","Motacilla citreola"
"Eastern Yellow Wagtail","Motacilla tschutschensis"
"Fulvous-breasted Woodpecker","Dendrocopos macei"
"Glossy Ibis","Plegadis falcinellus"
"Indian Cormorant","Phalacrocorax fuscicollis"
"Large-billed Crow","Corvus macrorhynchos"
"Purple-rumped Sunbird","Leptocoma zeylonica"
"Red-rumped Swallow","Cecropis daurica"
"Rufous Woodpecker","Micropternus brachyurus"
"White Wagtail","Motacilla alba"
"Yellow-bellied Prinia","Prinia flaviventris"
"Large-tailed Nightjar","Caprimulgus macrurus"
"Olive-backed Pipit","Anthus hodgsoni"
"Streak-throated Woodpecker","Picus xanthopygaeus"
"Changeable Hawk-Eagle","Nisaetus cirrhatus"
"Bar-headed Goose","Anser indicus"
"Dusky Warbler","Phylloscopus fuscatus"
"Peregrine Falcon","Falco peregrinus"
"Red-crested Pochard","Netta rufina"
"River Lapwing","Vanellus duvaucelii"
"Ruddy Shelduck","Tadorna ferruginea"
"Striated Heron","Butorides striata"
"Black Francolin","Francolinus francolinus"
"Black-naped Oriole","Oriolus chinensis"
"Blue-throated Flycatcher","Cyornis rubeculoides"
"Crested Bunting","Emberiza lathami"
"Indian Roller","Coracias benghalensis"
"Jerdon's Bushlark","Mirafra affinis"
"Jungle Owlet","Glaucidium radiatum"
"Thick-billed Flowerpecker","Dicaeum agile"
"Yellow-eyed Babbler","Chrysomma sinense"
"Banded Bay Cuckoo","Cacomantis sonneratii"
"Black Eagle","Ictinaetus malaiensis"
"Black Redstart","Phoenicurus ochruros"
"Black-faced Warbler","Abroscopus schisticeps"
"Black-throated Sunbird","Aethopyga saturata"
"Black-throated Tit","Aegithalos concinnus"
"Blue-winged Minla","Actinodura cyanouroptera"
"Buff-barred Warbler","Phylloscopus pulcher"
"Chestnut-tailed Minla","Actinodura strigula"
"Common Rosefinch","Carpodacus erythrinus"
"Eurasian Kestrel","Falco tinnunculus"
"Golden-breasted Fulvetta","Lioparus chrysotis"
"Green-crowned Warbler","Phylloscopus burkii"
"Gray Bushchat","Saxicola ferreus"
"Hill Partridge","Arborophila torqueola"
"Himalayan Bluetail","Tarsiger rufilatus"
"Himalayan Cuckoo","Cuculus saturatus"
"Kalij Pheasant","Lophura leucomelanos"
"Little Pied Flycatcher","Ficedula westermanni"
"Little Forktail","Enicurus scouleri"
"Long-tailed Shrike","Lanius schach"
"Nepal Fulvetta","Alcippe nipalensis"
"Nepal House-Martin","Delichon nipalense"
"Plumbeous Redstart","Phoenicurus fuliginosus"
"Red-headed Bullfinch","Pyrrhula erythrocephala"
"Rosy Pipit","Anthus roseatus"
"Rusty-fronted Barwing","Actinodura egertoni"
"Rufous-vented Yuhina","Yuhina occipitalis"
"Satyr Tragopan","Tragopan satyra"
"Slaty-backed Forktail","Enicurus schistaceus"
"Snowy-browed Flycatcher","Ficedula hyperythra"
"Striated Laughingthrush","Grammatoptila striata"
"Streaked Spiderhunter","Arachnothera magna"
"Tickell's Thrush","Turdus unicolor"
"White-capped Redstart","Phoenicurus leucocephalus"
"Whistler's Warbler","Phylloscopus whistleri"
"White-throated Laughingthrush","Pterorhinus albogularis"
"White-tailed Nuthatch","Sitta himalayensis"
"White-tailed Robin","Myiomela leucura"
"Yellow-bellied Fairy-Fantail","Chelidorhynx hypoxanthus"
"Yellow-breasted Greenfinch","Chloris spinoides"
"Yellow-cheeked Tit","Machlolophus spilonotus"
"Asian Brown Flycatcher","Muscicapa dauurica"
"Brown-breasted Flycatcher","Muscicapa muttui"
"Oriental Darter","Anhinga melanogaster"
"Great Cormorant","Phalacrocorax carbo"
"Indian Blue Robin","Larvivora brunnea"
"Indian Pitta","Pitta brachyura"
"Large-billed Leaf Warbler","Phylloscopus magnirostris"
"Orange-breasted Green-Pigeon","Treron bicinctus"
"Orange-headed Thrush","Geokichla citrina"
"Painted Stork","Mycteria leucocephala"
"Siberian Rubythroat","Calliope calliope"
"Ultramarine Flycatcher","Ficedula superciliaris"
"Yellow-browed Warbler","Phylloscopus inornatus"
"Blyth's Pipit","Anthus godlewskii"
"Pacific Golden-Plover","Pluvialis fulva"
"Chestnut-headed Bee-eater","Merops leschenaulti"
"Greater Flameback","Chrysocolaptes guttacristatus"
"Jungle Prinia","Prinia sylvatica"
"Pied Harrier","Circus melanoleucos"
"Richard's Pipit","Anthus richardi"
"Tawny-bellied Babbler","Dumetia hyperythra"
"Thick-billed Warbler","Arundinax aedon"
"Brahminy Kite","Haliastur indus"
"Clamorous Reed Warbler","Acrocephalus stentoreus"
"Cotton Pygmy-Goose","Nettapus coromandelianus"
"Greater Painted-Snipe","Rostratula benghalensis"
"Lesser Adjutant","Leptoptilos javanicus"
"Red-breasted Parakeet","Psittacula alexandri"
"Pied Avocet","Recurvirostra avosetta"
"Striated Grassbird","Megalurus palustris"
"Black-bellied Plover","Pluvialis squatarola"
"Blue-breasted Quail","Synoicus chinensis"
"Black-capped Kingfisher","Halcyon pileata"
"Brown-headed Gull","Chroicocephalus brunnicephalus"
"Booted Warbler","Iduna caligata"
"Collared Kingfisher","Todiramphus chloris"
"Common Tern","Sterna hirundo"
"Eastern Marsh Harrier","Circus spilonotus"
"Eurasian Curlew","Numenius arquata"
"Forest Wagtail","Dendronanthus indicus"
"Gray Wagtail","Motacilla cinerea"
"Gull-billed Tern","Gelochelidon nilotica"
"Gray-headed Lapwing","Vanellus cinereus"
"Tibetan Sand-Plover","Anarhynchus atrifrons"
"Little Tern","Sternula albifrons"
"Oriental Pratincole","Glareola maldivarum"
"Pheasant-tailed Jacana","Hydrophasianus chirurgus"
"Ruddy-breasted Crake","Zapornia fusca"
"Sanderling","Calidris alba"
"Pin-striped Tit-Babbler","Mixornis gularis"
"Terek Sandpiper","Xenus cinereus"
"Whimbrel","Numenius phaeopus"
