"COMMON.NAME","SCIENTIFIC.NAME"
"Black-crowned Night Heron","Nycticorax nycticorax"
"Bengal Bushlark","Plocealauda assamica"
"Black-headed Cuckooshrike","Lalage melanoptera"
"Black-rumped Flameback","Dinopium benghalense"
"Black-winged Kite","Elanus caeruleus"
"Black-winged Stilt","Himantopus himantopus"
"Black Kite","Milvus migrans"
"Blue-breasted Quail","Synoicus chinensis"
"Black-headed Ibis","Threskiornis melanocephalus"
"Black Francolin","Francolinus francolinus"
"Black-naped Oriole","Oriolus chinensis"
"Blyth's Reed Warbler","Acrocephalus dumetorum"
"Brahminy Starling","Sturnia pagodarum"
"Bristled Grassbird","Schoenicola striatus"
"Brown Shrike","Lanius cristatus"
"Bronzed Drongo","Dicrurus aeneus"
"Bronze-winged Jacana","Metopidius indicus"
"Blue-tailed Bee-eater","Merops philippinus"
"Blue-throated Flycatcher","Cyornis rubeculoides"
"Eastern Cattle-Egret","Ardea coromanda"
"Cinnamon Bittern","Botaurus cinnamomeus"
"Citrine Wagtail","Motacilla citreola"
"Clamorous Reed Warbler","Acrocephalus stentoreus"
"Common Babbler","Argya caudata"
"Common Greenshank","Tringa nebularia"
"Common Iora","Aegithina tiphia"
"Common Kingfisher","Alcedo atthis"
"Common Quail","Coturnix coturnix"
"Common Sandpiper","Actitis hypoleucos"
"Common Snipe","Gallinago gallinago"
"Common Woodshrike","Tephrodornis pondicerianus"
"Coppersmith Barbet","Psilopogon haemacephalus"
"Cotton Pygmy-Goose","Nettapus coromandelianus"
"Oriental Darter","Anhinga melanogaster"
"Delicate Prinia","Prinia lepida"
"Eastern Barn Owl","Tyto javanica"
"Eastern Yellow Wagtail","Motacilla tschutschensis"
"Eurasian Wryneck","Jynx torquilla"
"Fulvous-breasted Woodpecker","Dendrocopos macei"
"Gray Heron","Ardea cinerea"
"Great Egret","Ardea alba"
"Greenish Warbler","Phylloscopus trochiloides"
"Asian Green Bee-eater","Merops orientalis"
"Green Sandpiper","Tringa ochropus"
"Greater Painted-Snipe","Rostratula benghalensis"
"Gray Francolin","Ortygornis pondicerianus"
"Gray-breasted Prinia","Prinia hodgsonii"
"Gray-headed Lapwing","Vanellus cinereus"
"Gray-throated Martin","Riparia chinensis"
"Eurasian Hoopoe","Upupa epops"
"House Sparrow","Passer domesticus"
"Indian Cormorant","Phalacrocorax fuscicollis"
"Indian Nightjar","Caprimulgus asiaticus"
"Indian Robin","Copsychus fulicatus"
"Indian Roller","Coracias benghalensis"
"Indian Silverbill","Euodice malabarica"
"Indian Thick-knee","Burhinus indicus"
"Indian Golden Oriole","Oriolus kundoo"
"Indian Pond-Heron","Ardeola grayii"
"Indian Scops-Owl","Otus bakkamoena"
"Medium Egret","Ardea intermedia"
"Jungle Prinia","Prinia sylvatica"
"Kentish Plover","Anarhynchus alexandrinus"
"Indian Cuckooshrike","Coracina macei"
"Laughing Dove","Spilopelia senegalensis"
"Lesser Coucal","Centropus bengalensis"
"Lesser Whistling-Duck","Dendrocygna javanica"
"Little Ringed Plover","Thinornis dubius"
"Little Grebe","Tachybaptus ruficollis"
"Little Swift","Apus affinis"
"Long-tailed Shrike","Lanius schach"
"Scaly-breasted Munia","Lonchura punctulata"
"Olive-backed Pipit","Anthus hodgsoni"
"Orange-headed Thrush","Geokichla citrina"
"Paddyfield Pipit","Anthus rufulus"
"Oriental Skylark","Alauda gulgula"
"Pale-billed Flowerpecker","Dicaeum erythrorhynchos"
"Pacific Golden-Plover","Pluvialis fulva"
"Peregrine Falcon","Falco peregrinus"
"Pheasant-tailed Jacana","Hydrophasianus chirurgus"
"Pied Harrier","Circus melanoleucos"
"Pied Kingfisher","Ceryle rudis"
"Gray-bellied Cuckoo","Cacomantis passerinus"
"Plain Prinia","Prinia inornata"
"Plum-headed Parakeet","Psittacula cyanocephala"
"Purple Heron","Ardea purpurea"
"Purple-rumped Sunbird","Leptocoma zeylonica"
"Purple Sunbird","Cinnyris asiaticus"
"Red Collared-Dove","Streptopelia tranquebarica"
"Red Avadavat","Amandava amandava"
"Red-necked Falcon","Falco chicquera"
"Richard's Pipit","Anthus richardi"
"Rose-ringed Parakeet","Psittacula krameri"
"Rufous Woodpecker","Micropternus brachyurus"
"Sand Lark","Alaudala raytal"
"Shikra","Tachyspiza badia"
"Siberian Stonechat","Saxicola maurus"
"Small Minivet","Pericrocotus cinnamomeus"
"Spotted Owlet","Athene brama"
"Spotted Redshank","Tringa erythropus"
"Streak-throated Swallow","Petrochelidon fluvicola"
"Tawny-bellied Babbler","Dumetia hyperythra"
"Temminck's Stint","Calidris temminckii"
"Thick-billed Flowerpecker","Pachyglossa agilis"
"Thick-billed Warbler","Arundinax aedon"
"Tricolored Munia","Lonchura malacca"
"Verditer Flycatcher","Eumyias thalassinus"
"White-browed Wagtail","Motacilla maderaspatensis"
"White-eyed Buzzard","Butastur teesa"
"White Wagtail","Motacilla alba"
"Wire-tailed Swallow","Hirundo smithii"
"Asian Woolly-necked Stork","Ciconia episcopus"
"Wood Sandpiper","Tringa glareola"
"Eastern Red-rumped Swallow","Cecropis daurica"
"Yellow-eyed Babbler","Chrysomma sinense"
"Yellow-footed Green-Pigeon","Treron phoenicopterus"
"Yellow Bittern","Botaurus sinensis"
"Yellow-wattled Lapwing","Vanellus malabaricus"
"Zitting Cisticola","Cisticola juncidis"
"Banded Bay Cuckoo","Cacomantis sonneratii"
"Black Bittern","Botaurus flavicollis"
"Yellow-throated Sparrow","Gymnoris xanthocollis"
"Common Rosefinch","Carpodacus erythrinus"
"Indian Pitta","Pitta brachyura"
"Indian Gray Hornbill","Ocyceros birostris"
"Jerdon's Bushlark","Plocealauda affinis"
"Jerdon's Leafbird","Chloropsis jerdoni"
"Jerdon's Nightjar","Caprimulgus atripennis"
"Painted Spurfowl","Galloperdix lunulata"
"White-browed Bulbul","Pycnonotus luteolus"
"Yellow-crowned Woodpecker","Leiopicus mahrattensis"
"Aberrant Bush Warbler","Horornis flavolivaceus"
"Alpine Accentor","Prunella collaris"
"Asian Barred Owlet","Glaucidium cuculoides"
"Ashy-throated Warbler","Phylloscopus maculipennis"
"Bay Woodpecker","Blythipicus pyrrhotis"
"Blue-capped Rock-Thrush","Monticola cinclorhyncha"
"Brownish-flanked Bush Warbler","Horornis fortipes"
"Black-headed Shrike-Babbler","Pteruthius rufiventer"
"Black-browed Tit","Aegithalos iouschistos"
"Black-winged Cuckooshrike","Lalage melaschistos"
"Black Baza","Aviceda leuphotes"
"Black Eagle","Ictinaetus malaiensis"
"Black-chinned Yuhina","Yuhina nigrimenta"
"Black-faced Laughingthrush","Trochalopteron affine"
"Blue-fronted Redstart","Phoenicurus frontalis"
"Black-faced Warbler","Abroscopus schisticeps"
"Himalayan Black-lored Tit","Machlolophus xanthogenys"
"Black-throated Parrotbill","Suthora nipalensis"
"Black-throated Sunbird","Aethopyga saturata"
"Black-throated Tit","Aegithalos concinnus"
"Blue-winged Laughingthrush","Trochalopteron squamatum"
"Blue-winged Minla","Actinodura cyanouroptera"
"Blue Whistling-Thrush","Myophonus caeruleus"
"Blyth's Leaf Warbler","Phylloscopus reguloides"
"Broad-billed Warbler","Tickellia hodgsoni"
"Brown Fish-Owl","Ketupa zeylonensis"
"Brown Parrotbill","Paradoxornis unicolor"
"Buff-barred Warbler","Phylloscopus pulcher"
"Blue Rock-Thrush","Monticola solitarius"
"Chestnut-crowned Laughingthrush","Trochalopteron erythrocephalum"
"Chestnut-crowned Warbler","Phylloscopus castaniceps"
"Chestnut-headed Tesia","Cettia castaneocoronata"
"Chestnut-tailed Minla","Actinodura strigula"
"Chestnut-winged Cuckoo","Clamator coromandus"
"Collared Falconet","Microhierax caerulescens"
"Collared Owlet","Taenioptynx brodiei"
"Collared Scops-Owl","Otus lettia"
"Crested Goshawk","Lophospiza trivirgata"
"Darjeeling Woodpecker","Dendrocopos darjellensis"
"Dark-sided Flycatcher","Muscicapa sibirica"
"Eurasian Sparrowhawk","Accipiter nisus"
"Eurasian Tree Sparrow","Passer montanus"
"Fire-tailed Sunbird","Aethopyga ignicauda"
"Greater Necklaced Laughingthrush","Pterorhinus pectoralis"
"Golden-breasted Fulvetta","Lioparus chrysotis"
"Yellow-billed Blue-Magpie","Urocissa flavirostris"
"Golden Bush-Robin","Tarsiger chrysaeus"
"Gold-naped Finch","Pyrrhoplectes epauletta"
"Golden-throated Barbet","Psilopogon franklinii"
"Green-backed Tit","Parus monticolus"
"Common Green-Magpie","Cissa chinensis"
"Green Shrike-Babbler","Pteruthius xanthochlorus"
"Green-tailed Sunbird","Aethopyga nipalensis"
"Gray Bushchat","Saxicola ferreus"
"Gray Nightjar","Caprimulgus jotaka"
"Gray Wagtail","Motacilla cinerea"
"Gray-backed Shrike","Lanius tephronotus"
"Gray-chinned Minivet","Pericrocotus solaris"
"Gray-capped Pygmy Woodpecker","Yungipicus canicapillus"
"Gray-headed Woodpecker","Picus canus"
"Gray-headed Canary-Flycatcher","Culicicapa ceylonensis"
"Gray-hooded Warbler","Phylloscopus xanthoschistos"
"Gray-sided Bush Warbler","Cettia brunnifrons"
"Gray-sided Laughingthrush","Pterorhinus caerulatus"
"Gray-throated Babbler","Stachyris nigriceps"
"Gray-winged Blackbird","Turdus boulboul"
"Hill Partridge","Arborophila torqueola"
"Black-throated Prinia","Prinia atrogularis"
"Himalayan Griffon","Gyps himalayensis"
"Himalayan Owl","Strix nivicolum"
"Himalayan Rubythroat","Calliope pectoralis"
"Himalayan Swiftlet","Aerodramus brevirostris"
"Hodgson's Frogmouth","Batrachostomus hodgsoni"
"Hoary-throated Barwing","Actinodura nipalensis"
"House Swift","Apus nipalensis"
"Jerdon's Baza","Aviceda jerdoni"
"Kalij Pheasant","Lophura leucomelanos"
"Oriental Cuckooshrike","Coracina javensis"
"Large Hawk-Cuckoo","Hierococcyx sparverioides"
"Large Niltava","Niltava grandis"
"Large Woodshrike","Tephrodornis virgatus"
"Lesser Necklaced Laughingthrush","Garrulax monileger"
"Lesser Yellownape","Picus chlorolophus"
"Little Pied Flycatcher","Ficedula westermanni"
"Little Bunting","Emberiza pusilla"
"Long-billed Thrush","Zoothera monticola"
"Long-tailed Broadbill","Psarisomus dalhousiae"
"Long-tailed Minivet","Pericrocotus ethologus"
"Maroon Oriole","Oriolus traillii"
"Mountain Scops-Owl","Otus spilocephalus"
"Orange-bellied Leafbird","Chloropsis hardwickii"
"Pale Blue Flycatcher","Cyornis unicolor"
"Lemon-rumped Warbler","Phylloscopus chloronotus"
"Pink-browed Rosefinch","Carpodacus rodochroa"
"Pied Bushchat","Saxicola caprata"
"Pied Thrush","Geokichla wardii"
"Pin-tailed Green-Pigeon","Treron apicauda"
"Plain Flowerpecker","Dicaeum minullum"
"Plumbeous Redstart","Phoenicurus fuliginosus"
"Ashy-headed Green-Pigeon","Treron phayrei"
"Pygmy Cupwing","Pnoepyga pusilla"
"Red-billed Leiothrix","Leiothrix lutea"
"Red-faced Liocichla","Liocichla phoenicea"
"Red-headed Bullfinch","Pyrrhula erythrocephala"
"Red-headed Trogon","Harpactes erythrocephalus"
"Red-tailed Minla","Minla ignotincta"
"Rufous-throated Wren-Babbler","Spelaeornis caudatus"
"Rufous-breasted Accentor","Prunella strophiata"
"Rufous-bellied Eagle","Lophotriorchis kienerii"
"Rufous-bellied Niltava","Niltava sundara"
"Rufous-capped Babbler","Cyanoderma ruficeps"
"Rusty-fronted Barwing","Actinodura egertoni"
"Rufescent Prinia","Prinia rufescens"
"Rufous Sibia","Heterophasia capistrata"
"Rusty-flanked Treecreeper","Certhia nipalensis"
"Rufous-gorgeted Flycatcher","Ficedula strophiata"
"Rufous-necked Hornbill","Aceros nipalensis"
"Rufous-necked Laughingthrush","Pterorhinus ruficollis"
"Rufous-winged Fulvetta","Schoeniparus castaneceps"
"Satyr Tragopan","Tragopan satyra"
"Slender-billed Scimitar-Babbler","Pomatorhinus superciliaris"
"Streak-breasted Scimitar-Babbler","Pomatorhinus ruficollis"
"Scarlet Finch","Carpodacus sipahi"
"Scaly Laughingthrush","Trochalopteron subunicolor"
"Scaly-breasted Cupwing","Pnoepyga albiventer"
"Short-billed Minivet","Pericrocotus brevirostris"
"Slaty-blue Flycatcher","Ficedula tricolor"
"Slaty-backed Forktail","Enicurus schistaceus"
"Small Niltava","Niltava macgrigoriae"
"Spotted Forktail","Enicurus maculatus"
"Spotted Laughingthrush","Ianthocincla ocellata"
"Streaked Laughingthrush","Trochalopteron lineatum"
"Striated Laughingthrush","Grammatoptila striata"
"Himalayan Prinia","Prinia crinigera"
"Streaked Spiderhunter","Arachnothera magna"
"Striated Yuhina","Staphida castaniceps"
"Stripe-throated Yuhina","Yuhina gularis"
"Sultan Tit","Melanochlora sultanea"
"Ultramarine Flycatcher","Ficedula superciliaris"
"Velvet-fronted Nuthatch","Sitta frontalis"
"Violet Cuckoo","Chrysococcyx xanthorhynchus"
"White-browed Bush-Robin","Tarsiger indicus"
"White-browed Scimitar-Babbler","Pomatorhinus schisticeps"
"Wedge-tailed Green-Pigeon","Treron sphenurus"
"White-browed Fulvetta","Fulvetta vinipectus"
"White-browed Piculet","Sasia ochracea"
"Himalayan Shortwing","Brachypteryx cruralis"
"White-bellied Erpornis","Erpornis zantholeuca"
"White-collared Blackbird","Turdus albocinctus"
"Himalayan Bulbul","Pycnonotus leucogenys"
"White-capped Redstart","Phoenicurus leucocephalus"
"Whistler's Warbler","Phylloscopus whistleri"
"Whiskered Yuhina","Yuhina flavicollis"
"White-rumped Munia","Lonchura striata"
"White-throated Fantail","Rhipidura albicollis"
"White-throated Laughingthrush","Pterorhinus albogularis"
"White-throated Needletail","Hirundapus caudacutus"
"White-tailed Nuthatch","Sitta himalayensis"
"Tickell's Leaf Warbler","Phylloscopus affinis"
"Hume's Bush Warbler","Horornis brunnescens"
"Yellow-bellied Fairy-Fantail","Chelidorhynx hypoxanthus"
"Yellow-browed Tit","Sylviparus modestus"
"Yellow-bellied Warbler","Abroscopus superciliaris"
"Yellow-browed Warbler","Phylloscopus inornatus"
"Yellow-vented Warbler","Phylloscopus cantator"
"Baya Weaver","Ploceus philippinus"
"Blyth's Pipit","Anthus godlewskii"
"Eurasian Moorhen","Gallinula chloropus"
"Glossy Ibis","Plegadis falcinellus"
"Great Cormorant","Phalacrocorax carbo"
"Streak-throated Woodpecker","Picus xanthopygaeus"
"Yellow-bellied Prinia","Prinia flaviventris"
"Asian Brown Flycatcher","Muscicapa dauurica"
"Brown-breasted Flycatcher","Muscicapa muttui"
"Chestnut-capped Babbler","Timalia pileata"
"Puff-throated Babbler","Pellorneum ruficeps"
"Blue-eared Barbet","Psilopogon cyanotis"
"Common Pochard","Aythya ferina"
"Eurasian Kestrel","Falco tinnunculus"
"Gadwall","Mareca strepera"
"Golden-headed Cisticola","Cisticola exilis"
"Red-crested Pochard","Netta rufina"
"Striated Grassbird","Megalurus palustris"
"Tufted Duck","Aythya fuligula"
"Jungle Owlet","Glaucidium radiatum"
"Asian Emerald Cuckoo","Chrysococcyx maculatus"
"Ashy Wood-Pigeon","Columba pulchricollis"
"Beautiful Nuthatch","Sitta formosa"
"Black-eared Shrike-Babbler","Pteruthius melanotis"
"Sikkim Treecreeper","Certhia discolor"
"Brown Bullfinch","Pyrrhula nipalensis"
"Chestnut-bellied Rock-Thrush","Monticola rufiventris"
"Chestnut-breasted Partridge","Arborophila mandellii"
"Coal Tit","Periparus ater"
"Black-crowned Scimitar-Babbler","Pomatorhinus ferruginosus"
"Himalayan Buzzard","Buteo refectus"
"Himalayan Cutia","Cutia nipalensis"
"Dark-breasted Rosefinch","Procarduelis nipalensis"
"Fire-breasted Flowerpecker","Dicaeum ignipectus"
"Golden Babbler","Cyanoderma chrysaeum"
"Green-crowned Warbler","Phylloscopus burkii"
"Green Cochoa","Cochoa viridis"
"Gray-bellied Tesia","Tesia cyaniventer"
"Gray-cheeked Warbler","Phylloscopus poliogenys"
"Himalayan Bluetail","Tarsiger rufilatus"
"Hodgson's Redstart","Phoenicurus hodgsoni"
"Hume's Warbler","Phylloscopus humei"
"Indian Blue Robin","Larvivora brunnea"
"Lesser Shortwing","Brachypteryx leucophris"
"Little Forktail","Enicurus scouleri"
"Long-tailed Sibia","Heterophasia picaoides"
"Lesser Racket-tailed Drongo","Dicrurus remifer"
"Maroon-backed Accentor","Prunella immaculata"
"Mountain Imperial-Pigeon","Ducula badia"
"Mountain Bulbul","Ixos mcclellandii"
"Mountain Hawk-Eagle","Nisaetus nipalensis"
"Mountain Tailorbird","Phyllergates cucullatus"
"Nepal Fulvetta","Alcippe nipalensis"
"Nepal House-Martin","Delichon nipalense"
"Plain Mountain Finch","Leucosticte nemoricola"
"Pygmy Flycatcher","Ficedula hodgsoni"
"Rusty-cheeked Scimitar-Babbler","Erythrogenys erythrogenys"
"Red Crossbill","Loxia curvirostra"
"Russet Sparrow","Passer cinnamomeus"
"Rufous-throated Partridge","Arborophila rufogularis"
"Rufous-vented Yuhina","Yuhina occipitalis"
"Sapphire Flycatcher","Ficedula sapphira"
"Scaly Thrush","Zoothera dauma"
"Silver-eared Mesia","Leiothrix argentauris"
"Speckled Piculet","Picumnus innominatus"
"Striated Bulbul","Alcurus striatus"
"Tibetan Serin","Spinus thibetanus"
"Tickell's Thrush","Turdus unicolor"
"Ward's Trogon","Harpactes wardi"
"White-browed Shrike-Babbler","Pteruthius aeralatus"
"White-crested Laughingthrush","Garrulax leucolophus"
"White-naped Yuhina","Yuhina bakeri"
"Yellow-cheeked Tit","Machlolophus spilonotus"
"Yellow-throated Fulvetta","Schoeniparus cinereus"
"Large-billed Leaf Warbler","Phylloscopus magnirostris"
"Painted Stork","Mycteria leucocephala"
"Brown-capped Pygmy Woodpecker","Yungipicus nanus"
"Gray-headed Fish-Eagle","Icthyophaga ichthyaetus"
"Lesser Adjutant","Leptoptilos javanicus"
"Osprey","Pandion haliaetus"
"Gray-headed Swamphen","Porphyrio poliocephalus"
"Rosy Pipit","Anthus roseatus"
"Striated Heron","Butorides striata"
"Whiskered Tern","Chlidonias hybrida"
"Black-breasted Weaver","Ploceus benghalensis"
"Black-bellied Plover","Pluvialis squatarola"
"Broad-billed Sandpiper","Calidris falcinellus"
"Common Redshank","Tringa totanus"
"Curlew Sandpiper","Calidris ferruginea"
"Dunlin","Calidris alpina"
"Pallas's Gull","Ichthyaetus ichthyaetus"
"Great Crested Tern","Thalasseus bergii"
"Great Knot","Calidris tenuirostris"
"Greater Sand-Plover","Anarhynchus leschenaultii"
"Tibetan Sand-Plover","Anarhynchus atrifrons"
"Little Tern","Sternula albifrons"
"Ruddy Turnstone","Arenaria interpres"
"Sanderling","Calidris alba"
"Terek Sandpiper","Xenus cinereus"
"Bank Swallow","Riparia riparia"
"Little Stint","Calidris minuta"
"Long-legged Buzzard","Buteo rufinus"
"Eastern Marsh Harrier","Circus spilonotus"
"Hume's Lark","Calandrella acutirostris"
"Striated Babbler","Argya earlei"
"Watercock","Gallicrex cinerea"
"Pallas's Grasshopper Warbler","Helopsaltes certhiola"
"Ruddy-breasted Crake","Zapornia fusca"
"Slaty-breasted Rail","Lewinia striata"
"Baikal Bush Warbler","Locustella davidi"
"Brown-headed Gull","Chroicocephalus brunnicephalus"
"Common Tern","Sterna hirundo"
"Eurasian Curlew","Numenius arquata"
"Lesser Black-backed Gull","Larus fuscus"
"Oriental Pratincole","Glareola maldivarum"
"Scarlet-backed Flowerpecker","Dicaeum cruentatum"
"Slender-billed Gull","Chroicocephalus genei"
"Whimbrel","Numenius phaeopus"
"Changeable Hawk-Eagle","Nisaetus cirrhatus"
"Bonelli's Eagle","Aquila fasciata"
"Indian Bushlark","Plocealauda erythroptera"
"Great Gray Shrike","Lanius excubitor"
"Rufous-tailed Lark","Ammomanes phoenicura"
"Savanna Nightjar","Caprimulgus affinis"
"Sirkeer Malkoha","Taccocua leschenaultii"
